interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
p23||p32,p23,p32,911.352,542.78,0.0,0.0
p24||p33,p24,p33,5506.697,3297.451,0.0,0.0
p25||p26,p25,p26,634.935,695.224,0.0,0.0
p25||p28,p25,p28,144.702,181.29,0.0,0.0
p25||p31,p25,p31,700.0,614.357,0.0,0.0
p25||p33,p25,p33,2189.623,2247.495,0.0,0.0
p26||p33,p26,p33,232.06,105.452,0.0,0.0
p27||p28,p27,p28,641.178,383.368,0.0,0.0
p28||p29,p28,p29,928.135,2010.057,0.0,0.0
p28||p30,p28,p30,797.852,1639.965,0.0,0.0
p28||p31,p28,p31,2251.442,4080.2,0.0,0.0
p29||p30,p29,p30,445.307,1176.046,0.0,0.0
p29||p31,p29,p31,1811.38,1222.739,0.0,0.0
p31||p34,p31,p34,1657.636,1176.285,0.0,0.0
p31||p59,p31,p59,137.607,835.332,0.0,0.0
p33||p34,p33,p34,2324.652,4320.285,0.0,0.0
p35||p36,p35,p36,508.11,189.155,0.0,0.0
p36||p37,p36,p37,2832.693,1874.624,0.0,0.0
p36||p38,p36,p38,3694.892,2355.45,0.0,0.0
p37||p38,p37,p38,247.822,259.0,0.0,0.0
p37||p42,p37,p42,774.635,676.933,0.0,0.0
p37||p43,p37,p43,1530.021,1432.559,0.0,0.0
p38||p39,p38,p39,9.851,21.099,0.0,0.0
p38||p40,p38,p40,1036.443,904.007,0.0,0.0
p38||p43,p38,p43,209.875,299.633,0.0,0.0
p38||p44,p38,p44,3128.909,2345.994,0.0,0.0
p38||p45,p38,p45,1564.881,1261.096,0.0,0.0
p39||p40,p39,p40,1001.263,324.717,0.0,0.0
p40||p41,p40,p41,2415.526,2637.466,0.0,0.0
p40||p45,p40,p45,1262.628,931.622,0.0,0.0
p40||p52,p40,p52,785.0,785.0,0.0,0.0
p40||p53,p40,p53,1248.418,1151.537,0.0,0.0
p41||p45,p41,p45,1912.0,1912.0,0.0,0.0
p41||p53,p41,p53,134.649,96.301,0.0,0.0
p41||p54,p41,p54,3785.197,2861.692,0.0,0.0
p42||p43,p42,p43,1149.052,1142.785,0.0,0.0
p43||p44,p43,p44,1533.518,2165.168,0.0,0.0
p43||p46,p43,p46,3324.176,3595.422,0.0,0.0
p43||p68,p43,p68,2318.538,2316.18,0.0,0.0
p44||p45,p44,p45,13.751,10.939,0.0,0.0
p44||p68,p44,p68,1405.1,1195.1,0.0,0.0
p45||p54,p45,p54,130.357,196.324,0.0,0.0
p45||p68,p45,p68,2016.746,2217.473,0.0,0.0
p45||p69,p45,p69,1634.868,1187.489,0.0,0.0
p45||p70,p45,p70,2751.577,2513.239,0.0,0.0
p46||p68,p46,p68,22.296,9.296,0.0,0.0
p46||p74,p46,p74,22.929,1.454,0.0,0.0
p46||p75,p46,p75,1092.0,1092.0,0.0,0.0
p46||p76,p46,p76,1195.1,1195.1,0.0,0.0
p46||p77,p46,p77,338.226,650.208,0.0,0.0
p46||p78,p46,p78,1232.377,1446.0,0.0,0.0
p47||p48,p47,p48,1293.736,820.277,0.0,0.0
p48||p49,p48,p49,562.819,684.164,0.0,0.0
p48||p50,p48,p50,1170.579,1285.286,0.0,0.0
p49||p50,p49,p50,3432.0,1802.496,0.0,0.0
p49||p52,p49,p52,956.1,956.1,0.0,0.0
p49||p53,p49,p53,40.315,47.917,0.0,0.0
p50||p51,p50,p51,3874.831,4426.0,0.0,0.0
p50||p53,p50,p53,5393.0,4029.799,0.0,0.0
p50||p56,p50,p56,673.858,355.737,0.0,0.0
p50||p57,p50,p57,1600.99,1773.845,0.0,0.0
p50||p85,p50,p85,169.291,66.544,0.0,0.0
p51||p53,p51,p53,921.608,956.0,0.0,0.0
p51||p55,p51,p55,1344.687,766.772,0.0,0.0
p51||p56,p51,p56,2443.581,2963.95,0.0,0.0
p52||p53,p52,p53,611.9,726.6,0.0,0.0
p53||p54,p53,p54,2275.075,3056.118,0.0,0.0
p53||p55,p53,p55,1772.045,870.0,0.0,0.0
p54||p55,p54,p55,536.654,554.495,0.0,0.0
p54||p70,p54,p70,956.0,956.0,0.0,0.0
p54||p71,p54,p71,15.428,12.851,0.0,0.0
p54||p72,p54,p72,956.0,956.0,0.0,0.0
p55||p56,p55,p56,1729.072,2304.111,0.0,0.0
p55||p72,p55,p72,222.655,115.352,0.0,0.0
p55||p84,p55,p84,870.0,870.0,0.0,0.0
p56||p57,p56,p57,675.0,102.0,0.0,0.0
p56||p85,p56,p85,1299.0,1030.098,0.0,0.0
p57||p58,p57,p58,1891.0,1891.0,0.0,0.0
p57||p66,p57,p66,21.579,8.174,0.0,0.0
p57||p85,p57,p85,86.586,116.15,0.0,0.0
p58||p66,p58,p66,2341.498,2993.706,0.0,0.0
p58||p85,p58,p85,895.0,895.0,0.0,0.0
p58||p86,p58,p86,1178.838,1184.361,0.0,0.0
p58||p87,p58,p87,4506.022,4804.456,0.0,0.0
p60||p61,p60,p61,4270.071,4408.801,0.0,0.0
p60||p62,p60,p62,3303.403,4036.514,0.0,0.0
p60||p63,p60,p63,10383.198,5543.243,0.0,0.0
p61||p62,p61,p62,1522.014,1182.752,0.0,0.0
p61||p63,p61,p63,3393.601,5797.265,0.0,0.0
p61||p64,p61,p64,3008.9,3907.591,0.0,0.0
p61||p65,p61,p65,186.352,185.462,0.0,0.0
p63||p64,p63,p64,7909.854,10931.231,0.0,0.0
p64||p65,p64,p65,6488.427,4672.345,0.0,0.0
p64||p67,p64,p67,3318.409,6141.506,0.0,0.0
p65||p67,p65,p67,4331.51,4325.179,0.0,0.0
p66||p86,p66,p86,1107.296,1050.939,0.0,0.0
p68||p69,p68,p69,872.0,956.1,0.0,0.0
p68||p77,p68,p77,229.894,235.571,0.0,0.0
p69||p70,p69,p70,2118.0,2118.0,0.0,0.0
p69||p77,p69,p77,387.401,433.158,0.0,0.0
p70||p71,p70,p71,2017.028,2017.281,0.0,0.0
p70||p77,p70,p77,1399.0,1399.0,0.0,0.0
p70||p80,p70,p80,283.171,36.501,0.0,0.0
p70||p81,p70,p81,3093.619,3528.0,0.0,0.0
p71||p72,p71,p72,1072.0,1072.0,0.0,0.0
p71||p81,p71,p81,1515.481,1793.0,0.0,0.0
p72||p73,p72,p73,2075.873,1817.44,0.0,0.0
p72||p81,p72,p81,3965.588,4271.939,0.0,0.0
p72||p84,p72,p84,1195.0,1195.0,0.0,0.0
p73||p84,p73,p84,1666.034,1694.645,0.0,0.0
p74||p75,p74,p75,850.332,408.207,0.0,0.0
p74||p103,p74,p103,118.19,190.037,0.0,0.0
p75||p76,p75,p76,3663.204,2499.118,0.0,0.0
p75||p79,p75,p79,858.315,954.0,0.0,0.0
p76||p77,p76,p77,337.803,493.897,0.0,0.0
p76||p78,p76,p78,2862.0,1242.961,0.0,0.0
p76||p79,p76,p79,1241.437,1312.0,0.0,0.0
p77||p78,p77,p78,1265.622,1399.0,0.0,0.0
p77||p80,p77,p80,10.99,55.141,0.0,0.0
p78||p79,p78,p79,765.616,825.011,0.0,0.0
p78||p80,p78,p80,1898.241,2292.0,0.0,0.0
p79||p80,p79,p80,2722.432,2798.253,0.0,0.0
p80||p81,p80,p81,2694.471,2384.483,0.0,0.0
p80||p82,p80,p82,993.935,4516.274,0.0,0.0
p80||p83,p80,p83,2325.384,2335.156,0.0,0.0
p80||p105,p80,p105,7414.726,7481.16,0.0,0.0
p81||p82,p81,p82,2558.854,3603.857,0.0,0.0
p81||p83,p81,p83,2457.43,2340.929,0.0,0.0
p81||p93,p81,p93,1388.263,1388.961,0.0,0.0
p81||p108,p81,p108,39.388,130.13,0.0,0.0
p82||p83,p82,p83,2330.985,1839.788,0.0,0.0
p83||p105,p83,p105,2376.02,5045.775,0.0,0.0
p83||p107,p83,p107,4349.647,3192.672,0.0,0.0
p84||p85,p84,p85,2088.0,2088.0,0.0,0.0
p84||p92,p84,p92,212.406,194.451,0.0,0.0
p85||p86,p85,p86,3464.0,3464.0,0.0,0.0
p85||p87,p85,p87,499.525,879.52,0.0,0.0
p85||p92,p85,p92,4445.51,4665.2,0.0,0.0
p86||p87,p86,p87,1732.0,1732.0,0.0,0.0
p87||p88,p87,p88,2341.85,2565.046,0.0,0.0
p87||p89,p87,p89,510.306,1083.447,0.0,0.0
p87||p90,p87,p90,2508.804,2581.853,0.0,0.0
p87||p92,p87,p92,414.949,966.591,0.0,0.0
p88||p89,p88,p89,6067.972,3993.851,0.0,0.0
p88||p92,p88,p92,1732.1,1732.1,0.0,0.0
p89||p90,p89,p90,4059.685,4735.193,0.0,0.0
p89||p92,p89,p92,5133.171,4938.505,0.0,0.0
p89||p94,p89,p94,893.231,595.294,0.0,0.0
p90||p91,p90,p91,2862.472,3071.021,0.0,0.0
p90||p94,p90,p94,6345.834,4551.258,0.0,0.0
p91||p94,p91,p94,470.118,387.724,0.0,0.0
p91||p101,p91,p101,383.495,450.743,0.0,0.0
p92||p93,p92,p93,1958.9,1958.9,0.0,0.0
p92||p94,p92,p94,2771.815,2903.278,0.0,0.0
p92||p97,p92,p97,598.0,2193.227,0.0,0.0
p92||p108,p92,p108,0.0,1732.1,0.0,0.0
p92||p109,p92,p109,149.627,166.181,0.0,0.0
p92||p118,p92,p118,2381.921,2273.6,0.0,0.0
p93||p108,p93,p108,1011.85,2176.813,0.0,0.0
p93||p109,p93,p109,1100.554,391.438,0.0,0.0
p94||p95,p94,p95,4081.772,3298.139,0.0,0.0
p94||p96,p94,p96,2860.0,2860.0,0.0,0.0
p94||p97,p94,p97,80.091,142.771,0.0,0.0
p94||p101,p94,p101,6205.962,6243.954,0.0,0.0
p95||p96,p95,p96,1169.779,1206.883,0.0,0.0
p95||p97,p95,p97,6019.672,6113.505,0.0,0.0
p95||p98,p95,p98,0.0,0.0,0.0,0.0
p96||p98,p96,p98,2437.28,2275.225,0.0,0.0
p97||p98,p97,p98,2777.937,2506.825,0.0,0.0
p97||p99,p97,p99,0.0,109.0,0.0,0.0
p97||p118,p97,p118,1635.0,1635.0,0.0,0.0
p98||p99,p98,p99,5727.578,6275.009,0.0,0.0
p99||p100,p99,p100,4839.807,6245.72,0.0,0.0
p99||p116,p99,p116,2598.0,2598.0,0.0,0.0
p99||p118,p99,p118,3923.426,4057.724,0.0,0.0
p99||p123,p99,p123,3416.345,4606.776,0.0,0.0
p100||p116,p100,p116,4864.742,6405.261,0.0,0.0
p101||p102,p101,p102,8547.94,9209.74,0.0,0.0
p103||p104,p103,p104,3928.113,2755.624,0.0,0.0
p103||p105,p103,p105,1099.465,634.116,0.0,0.0
p103||p111,p103,p111,4128.921,3615.395,0.0,0.0
p104||p105,p104,p105,7004.404,2527.637,0.0,0.0
p105||p106,p105,p106,2088.735,2002.579,0.0,0.0
p105||p107,p105,p107,7721.856,7284.548,0.0,0.0
p105||p112,p105,p112,4947.592,5146.0,0.0,0.0
p106||p107,p106,p107,2154.969,2069.879,0.0,0.0
p107||p108,p107,p108,1327.0,1327.0,0.0,0.0
p107||p109,p107,p109,4433.549,4474.643,0.0,0.0
p107||p112,p107,p112,4047.0,4047.0,0.0,0.0
p107||p114,p107,p114,1405.204,1806.71,0.0,0.0
p108||p109,p108,p109,1134.0,1134.0,0.0,0.0
p109||p110,p109,p110,187.583,144.988,0.0,0.0
p109||p112,p109,p112,1240.0,1240.0,0.0,0.0
p109||p113,p109,p113,1195.0,750.704,0.0,0.0
p109||p114,p109,p114,2719.366,3418.856,0.0,0.0
p109||p118,p109,p118,504.0,504.0,0.0,0.0
p110||p112,p110,p112,1792.0,244.495,0.0,0.0
p110||p117,p110,p117,157.077,149.571,0.0,0.0
p110||p118,p110,p118,30.771,81.806,0.0,0.0
p111||p112,p111,p112,4139.169,8004.102,0.0,0.0
p111||p115,p111,p115,1894.688,4129.082,0.0,0.0
p111||p116,p111,p116,4920.015,4765.502,0.0,0.0
p111||p122,p111,p122,1788.37,2833.755,0.0,0.0
p112||p113,p112,p113,1823.113,3191.895,0.0,0.0
p112||p114,p112,p114,2230.867,2240.157,0.0,0.0
p112||p115,p112,p115,2642.0,2642.0,0.0,0.0
p112||p116,p112,p116,6474.351,5846.65,0.0,0.0
p112||p117,p112,p117,9403.058,12743.192,0.0,0.0
p112||p118,p112,p118,3964.29,4154.085,0.0,0.0
p113||p114,p113,p114,2496.806,2019.465,0.0,0.0
p115||p116,p115,p116,9483.676,5567.158,0.0,0.0
p115||p122,p115,p122,7866.49,7604.004,0.0,0.0
p116||p117,p116,p117,4047.0,4047.0,0.0,0.0
p116||p118,p116,p118,56.149,63.15,0.0,0.0
p116||p120,p116,p120,61.985,91.19,0.0,0.0
p116||p121,p116,p121,6551.117,4431.577,0.0,0.0
p117||p118,p117,p118,4299.755,4880.533,0.0,0.0
p119||p122,p119,p122,972.166,171.377,0.0,0.0
p120||p121,p120,p121,510.342,146.834,0.0,0.0
p120||p122,p120,p122,130.736,137.066,0.0,0.0
p121||p122,p121,p122,127.705,133.675,0.0,0.0
p121||p123,p121,p123,3572.929,4926.336,0.0,0.0
p122||p123,p122,p123,6782.759,7765.392,0.0,0.0
p122||p125,p122,p125,467.641,1591.344,0.0,0.0
p122||p126,p122,p126,9557.589,11763.077,0.0,0.0
p122||p127,p122,p127,2489.0,2305.032,0.0,0.0
p123||p124,p123,p124,32.597,639.811,0.0,0.0
p123||p125,p123,p125,3489.985,2444.16,0.0,0.0
p125||p126,p125,p126,2701.0,2701.0,0.0,0.0
p126||p127,p126,p127,5130.75,3283.266,0.0,0.0
p127||p128,p127,p128,1200.18,845.67,0.0,0.0
p127||p129,p127,p129,1170.868,45.091,0.0,0.0
p127||p131,p127,p131,1430.0,1903.0,0.0,0.0
p127||p132,p127,p132,1195.0,1195.0,0.0,0.0
p129||p130,p129,p130,1978.994,1401.598,0.0,0.0
p129||p131,p129,p131,1259.0,1352.277,0.0,0.0
p130||p131,p130,p131,496.068,1760.968,0.0,0.0
p130||p134,p130,p134,3105.798,1616.986,0.0,0.0
p131||p132,p131,p132,14.499,4192.886,0.0,0.0
p131||p133,p131,p133,681.396,1642.164,0.0,0.0
p132||p133,p132,p133,0.0,111.485,0.0,0.0
