"t","i","r","c","wVC","cap"
2032,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2036,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,500
2023,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2040,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1260
2030,"SUBCRITICAL-COAL","Bihar","init-2",1864.46,195
2020,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2033,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,1500
2024,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2038,"SUBCRITICAL-COAL","Bihar","init-2",1864.46,195
2021,"SUBCRITICAL-COAL","Bihar","init-2",2024.34,1035
2027,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2027,"SUBCRITICAL-COAL","Bihar","init-2",1864.46,195
2027,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2020,"SUBCRITICAL-COAL","Bihar","init-2",2024.34,1035
2035,"SUBCRITICAL-COAL","Bihar","init-2",1864.46,195
2037,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,500
2021,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2030,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2026,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2039,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1260
2032,"SUBCRITICAL-COAL","Bihar","init-2",1864.46,195
2032,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2017,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2024,"SUBCRITICAL-COAL","Bihar","init-2",2024.34,1035
2018,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2023,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2035,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,500
2018,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2031,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2028,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2018,"SUBCRITICAL-COAL","Bihar","init-2",2024.34,1035
2031,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2022,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2025,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,2000
2031,"SUBCRITICAL-COAL","Bihar","init-2",1864.46,195
2017,"SUBCRITICAL-COAL","Bihar","init-2",2024.34,1035
2036,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2028,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2040,"SUBCRITICAL-COAL","Bihar","init-2",1864.46,195
2041,"SUBCRITICAL-COAL","Bihar","init-1",1761.7,500
2033,"SUPERCRITICAL-COAL","Bihar","init-7",3615.95,1920
2022,"SUBCRITICAL-COAL","Bihar","init-2",2024.34,1035
2034,"SUBCRITICAL-COAL","Chhattisgarh","init-2",899.41125,1600
2025,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2033,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1410.95757390531,8998
2030,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2021,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2027,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2029,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2027,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2019,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2038,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2033,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2025,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2039,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",1014.72730964467,1970
2035,"SUBCRITICAL-COAL","Chhattisgarh","init-2",867.306923076923,1300
2032,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2035,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1447.12458053691,7748
2026,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2039,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1452.90290714286,7000
2032,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2035,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2021,"SUBCRITICAL-COAL","Chhattisgarh","init-2",640.286170212766,4700
2038,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1432.75860784314,7650
2017,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2029,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2029,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2039,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2017,"SUBCRITICAL-COAL","Chhattisgarh","init-2",640.286170212766,4700
2032,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2036,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1447.12458053691,7748
2037,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2036,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2033,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2038,"SUBCRITICAL-COAL","Chhattisgarh","init-2",1151.39,500
2023,"SUBCRITICAL-COAL","Chhattisgarh","init-2",650.683023255814,4300
2037,"SUBCRITICAL-COAL","Chhattisgarh","init-2",1151.39,500
2021,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2023,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2018,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2022,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2019,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2031,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2017,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2034,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2030,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2030,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2033,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2024,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2017,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2032,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2028,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2031,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2020,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2029,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2031,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2025,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2033,"SUBCRITICAL-COAL","Chhattisgarh","init-2",808.668095238095,2100
2036,"SUBCRITICAL-COAL","Chhattisgarh","init-2",1151.39,500
2034,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2023,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2034,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1438.98677794449,7998
2018,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2036,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2031,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2037,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",898.113764258555,2630
2021,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2028,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2041,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",1218.24,685
2026,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2040,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2022,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2029,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2018,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2020,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2036,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2019,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2017,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2022,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2019,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2041,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2031,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2025,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2037,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1437.93137280416,7685
2035,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2024,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2020,"SUBCRITICAL-COAL","Chhattisgarh","init-2",640.286170212766,4700
2035,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2018,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2038,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",1014.72730964467,1970
2030,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2018,"SUBCRITICAL-COAL","Chhattisgarh","init-2",640.286170212766,4700
2020,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2041,"SUBCRITICAL-COAL","Chhattisgarh","init-3",2086.45913043478,1150
2021,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2040,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1518.69221889055,3335
2020,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2023,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2034,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2027,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2037,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,135
2024,"SUBCRITICAL-COAL","Chhattisgarh","init-2",678.482777777778,3600
2026,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2019,"SUBCRITICAL-COAL","Chhattisgarh","init-2",640.286170212766,4700
2023,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2024,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2026,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2022,"SUBCRITICAL-COAL","Chhattisgarh","init-2",640.286170212766,4700
2024,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2027,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2040,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",1218.24,1370
2025,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2028,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2028,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2028,"SUBCRITICAL-COAL","Chhattisgarh","init-2",747.364615384615,2600
2022,"SUPERCRITICAL-COAL","Chhattisgarh","init-1",518.46,360
2032,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2027,"SUBCRITICAL-COAL","Chhattisgarh","init-1",18.52,270
2026,"SUBCRITICAL-COAL","Chhattisgarh","init-3",1454.32409212146,9748
2030,"SUPERCRITICAL-COAL","Chhattisgarh","init-2",781.795443037975,3950
2036,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2042,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2049,"CCGT-GAS","Delhi","init-1",582.03,102
2026,"CCGT-GAS","Delhi","init-1",582.03,282
2027,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2035,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2019,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2017,"CCGT-GAS","Delhi","init-1",582.03,282
2018,"CCGT-GAS","Delhi","init-1",582.03,282
2036,"CCGT-GAS","Delhi","init-1",582.03,282
2034,"CCGT-GAS","Delhi","init-1",582.03,282
2043,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2049,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2027,"CCGT-GAS","Delhi","init-1",582.03,282
2044,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2018,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2028,"CCGT-GAS","Delhi","init-1",582.03,282
2032,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2019,"CCGT-GAS","Delhi","init-1",582.03,282
2035,"CCGT-GAS","Delhi","init-1",582.03,282
2020,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2039,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2042,"CCGT-GAS","Delhi","init-1",582.03,102
2050,"CCGT-GAS","Delhi","init-1",582.03,102
2028,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2034,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2017,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2048,"CCGT-GAS","Delhi","init-1",582.03,102
2047,"CCGT-GAS","Delhi","init-1",582.03,102
2041,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2047,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2020,"CCGT-GAS","Delhi","init-1",582.03,282
2024,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2050,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2032,"CCGT-GAS","Delhi","init-1",582.03,282
2037,"CCGT-GAS","Delhi","init-1",582.03,282
2046,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2044,"CCGT-GAS","Delhi","init-1",582.03,102
2043,"CCGT-GAS","Delhi","init-1",582.03,102
2031,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2045,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2033,"CCGT-GAS","Delhi","init-1",582.03,282
2026,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2039,"CCGT-GAS","Delhi","init-1",582.03,282
2048,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2025,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2037,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2031,"CCGT-GAS","Delhi","init-1",582.03,282
2029,"CCGT-GAS","Delhi","init-1",582.03,282
2024,"CCGT-GAS","Delhi","init-1",582.03,282
2021,"CCGT-GAS","Delhi","init-1",582.03,282
2030,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2030,"CCGT-GAS","Delhi","init-1",582.03,282
2029,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2041,"CCGT-GAS","Delhi","init-1",582.03,282
2045,"CCGT-GAS","Delhi","init-1",582.03,102
2022,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2021,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2038,"CCGT-GAS","Delhi","init-1",582.03,282
2022,"CCGT-GAS","Delhi","init-1",582.03,282
2033,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2046,"CCGT-GAS","Delhi","init-1",582.03,102
2025,"CCGT-GAS","Delhi","init-1",582.03,282
2038,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2040,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2040,"CCGT-GAS","Delhi","init-1",582.03,282
2023,"CCGT-GAS","Delhi","init-2",2619.29667519182,1955
2023,"CCGT-GAS","Delhi","init-1",582.03,282
2018,"CCGT-GAS","Goa","init-7",2505.23,48
2034,"CCGT-GAS","Goa","init-7",2505.23,48
2020,"CCGT-GAS","Goa","init-7",2505.23,48
2028,"CCGT-GAS","Goa","init-7",2505.23,48
2039,"CCGT-GAS","Goa","init-7",2505.23,48
2019,"CCGT-GAS","Goa","init-7",2505.23,48
2030,"CCGT-GAS","Goa","init-7",2505.23,48
2027,"CCGT-GAS","Goa","init-7",2505.23,48
2049,"CCGT-GAS","Goa","init-7",2505.23,48
2035,"CCGT-GAS","Goa","init-7",2505.23,48
2032,"CCGT-GAS","Goa","init-7",2505.23,48
2043,"CCGT-GAS","Goa","init-7",2505.23,48
2040,"CCGT-GAS","Goa","init-7",2505.23,48
2042,"CCGT-GAS","Goa","init-7",2505.23,48
2047,"CCGT-GAS","Goa","init-7",2505.23,48
2033,"CCGT-GAS","Goa","init-7",2505.23,48
2036,"CCGT-GAS","Goa","init-7",2505.23,48
2024,"CCGT-GAS","Goa","init-7",2505.23,48
2026,"CCGT-GAS","Goa","init-7",2505.23,48
2046,"CCGT-GAS","Goa","init-7",2505.23,48
2021,"CCGT-GAS","Goa","init-7",2505.23,48
2041,"CCGT-GAS","Goa","init-7",2505.23,48
2048,"CCGT-GAS","Goa","init-7",2505.23,48
2025,"CCGT-GAS","Goa","init-7",2505.23,48
2017,"CCGT-GAS","Goa","init-7",2505.23,48
2022,"CCGT-GAS","Goa","init-7",2505.23,48
2031,"CCGT-GAS","Goa","init-7",2505.23,48
2045,"CCGT-GAS","Goa","init-7",2505.23,48
2044,"CCGT-GAS","Goa","init-7",2505.23,48
2050,"CCGT-GAS","Goa","init-7",2505.23,48
2023,"CCGT-GAS","Goa","init-7",2505.23,48
2038,"CCGT-GAS","Goa","init-7",2505.23,48
2029,"CCGT-GAS","Goa","init-7",2505.23,48
2037,"CCGT-GAS","Goa","init-7",2505.23,48
2018,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2028,"CCGT-GAS","Gujarat","init-3",2142.02,656
2018,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2035,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,376
2020,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2037,"SUPERCRITICAL-COAL","Gujarat","init-7",914.85962406015,5320
2028,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2028,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2023,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2032,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2030,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2043,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2017,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2028,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2019,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2032,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2035,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,990
2017,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2019,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2019,"CCGT-GAS","Gujarat","init-3",2142.02,656
2022,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2035,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2029,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2017,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2023,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2017,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2027,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2018,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2025,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2020,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2024,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2032,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2028,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2028,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2018,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2018,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2043,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2021,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2027,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,595.06
2050,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2033,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2020,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2019,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2018,"CCGT-GAS","Gujarat","init-1",791.99,350
2018,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2017,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2050,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2050,"CCGT-GAS","Gujarat","init-5",3677.63434733258,1762
2049,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2050,"CCGT-GAS","Gujarat","init-1",791.99,350
2017,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2026,"SUBCRITICAL-LIGNITE","Gujarat","init-7",788.7475,400
2030,"CCGT-GAS","Gujarat","init-1",791.99,350
2035,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2026,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,595.06
2037,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2033,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2042,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2017,"CCGT-GAS","Gujarat","init-1",791.99,350
2017,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2021,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2033,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,376
2029,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2024,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2033,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2044,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2020,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2046,"CCGT-GAS","Gujarat","init-1",791.99,350
2028,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2025,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2018,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2018,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2017,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2017,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2017,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2018,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2032,"CCGT-GAS","Gujarat","init-1",791.99,350
2027,"CCGT-GAS","Gujarat","init-3",2142.02,656
2050,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2020,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2028,"CCGT-GAS","Gujarat","init-1",791.99,350
2026,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2044,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2043,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2028,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2023,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2018,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2037,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2025,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2047,"CCGT-GAS","Gujarat","init-1",791.99,350
2041,"CCGT-GAS","Gujarat","init-1",791.99,350
2031,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2024,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2035,"CCGT-GAS","Gujarat","init-1",791.99,350
2024,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2027,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2026,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2049,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2019,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2031,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2033,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2025,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2033,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2038,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2039,"CCGT-GAS","Gujarat","init-1",791.99,350
2020,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2033,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2039,"CCGT-GAS","Gujarat","init-3",2142.02,656
2019,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2020,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2038,"CCGT-GAS","Gujarat","init-1",791.99,350
2025,"SUBCRITICAL-LIGNITE","Gujarat","init-7",801.982781954887,665
2017,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2036,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2019,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2027,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2032,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2027,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2022,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2032,"CCGT-GAS","Gujarat","init-3",2142.02,656
2032,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2017,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2026,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2042,"CCGT-GAS","Gujarat","init-1",791.99,350
2019,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2043,"CCGT-GAS","Gujarat","init-7",4962.01,1529
2025,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2032,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2031,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2025,"CCGT-GAS","Gujarat","init-3",2142.02,656
2024,"CCGT-GAS","Gujarat","init-1",791.99,350
2018,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2034,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2034,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2030,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2034,"CCGT-GAS","Gujarat","init-5",3746.95949448529,2176
2035,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2037,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
