t,i,r,rs,value
2038,DISTPV,Arunachal_Pradesh,144,3.035643915
2039,DISTPV,Arunachal_Pradesh,144,3.035643915
2040,DISTPV,Arunachal_Pradesh,144,9.106931745
2023,DISTPV,Assam,141,0.01
2024,DISTPV,Assam,141,8.26
2025,DISTPV,Assam,141,19.36
2026,DISTPV,Assam,141,78.18468215
2027,DISTPV,Assam,141,55.08724378
2028,DISTPV,Assam,141,61.7814587
2029,DISTPV,Assam,141,69.1681161
2030,DISTPV,Assam,141,78.63753898
2031,DISTPV,Assam,141,25.91221289
2032,DISTPV,Assam,141,26.37444544
2033,DISTPV,Assam,141,33.59071124
2034,DISTPV,Assam,141,33.59071124
2035,DISTPV,Assam,141,33.59071124
2036,DISTPV,Assam,141,33.59071124
2037,DISTPV,Assam,141,33.59071124
2038,DISTPV,Assam,141,38.25110294
2039,DISTPV,Assam,141,38.25110294
2040,DISTPV,Assam,141,114.7533088
2023,DISTPV,Bihar,130,0.13
2024,DISTPV,Bihar,130,41.34
2025,DISTPV,Bihar,130,39.11
2026,DISTPV,Bihar,130,357.6157011
2027,DISTPV,Bihar,130,196.6088151
2028,DISTPV,Bihar,130,226.8718746
2029,DISTPV,Bihar,130,259.0210503
2030,DISTPV,Bihar,130,304.0105172
2031,DISTPV,Bihar,130,111.5381269
2032,DISTPV,Bihar,130,108.5310329
2033,DISTPV,Bihar,130,147.1721904
2034,DISTPV,Bihar,130,147.1721904
2035,DISTPV,Bihar,130,147.1721904
2036,DISTPV,Bihar,130,147.1721904
2037,DISTPV,Bihar,130,147.1721904
2038,DISTPV,Bihar,130,179.7540534
2039,DISTPV,Bihar,130,179.7540534
2040,DISTPV,Bihar,130,539.2621603
2023,DISTPV,Chandigarh,122,3.52
2024,DISTPV,Chandigarh,122,6.83
2025,DISTPV,Chandigarh,122,13.33
2026,DISTPV,Chandigarh,122,13.33
2027,DISTPV,Chandigarh,122,13.33
2028,DISTPV,Chandigarh,122,6.585
2029,DISTPV,Chandigarh,122,6.585
2030,DISTPV,Chandigarh,122,6.585
2031,DISTPV,Chandigarh,122,6.585
2032,DISTPV,Chandigarh,122,6.585
2033,DISTPV,Chandigarh,122,6.585
2034,DISTPV,Chandigarh,122,6.585
2035,DISTPV,Chandigarh,122,6.585
2036,DISTPV,Chandigarh,122,6.585
2037,DISTPV,Chandigarh,122,6.585
2038,DISTPV,Chandigarh,122,6.585
2039,DISTPV,Chandigarh,122,6.585
2040,DISTPV,Chandigarh,122,6.585
2023,DISTPV,Chhattisgarh,131,212.19
2024,DISTPV,Chhattisgarh,132,22.79
2025,DISTPV,Chhattisgarh,131,33.7
2026,DISTPV,Chhattisgarh,133,33.7
2027,DISTPV,Chhattisgarh,133,46.83095916
2028,DISTPV,Chhattisgarh,132,181.1681921
2029,DISTPV,Chhattisgarh,133,203.6935101
2030,DISTPV,Chhattisgarh,131,238.2239201
2031,DISTPV,Chhattisgarh,133,61.31137291
2032,DISTPV,Chhattisgarh,131,64.39271218
2033,DISTPV,Chhattisgarh,133,84.08416856
2034,DISTPV,Chhattisgarh,132,84.08416856
2035,DISTPV,Chhattisgarh,133,84.08416856
2036,DISTPV,Chhattisgarh,133,84.08416856
2037,DISTPV,Chhattisgarh,133,84.08416856
2038,DISTPV,Chhattisgarh,131,83.8172809
2039,DISTPV,Chhattisgarh,131,83.8172809
2040,DISTPV,Chhattisgarh,132,251.4518427
2023,DISTPV,Dadra_Nagar_Haveli,137,0
2024,DISTPV,Dadra_Nagar_Haveli,137,30.85
2025,DISTPV,Dadra_Nagar_Haveli,137,0
2026,DISTPV,Dadra_Nagar_Haveli,137,61.06468295
2027,DISTPV,Dadra_Nagar_Haveli,137,33.64765345
2028,DISTPV,Dadra_Nagar_Haveli,137,36.95902
2029,DISTPV,Dadra_Nagar_Haveli,137,40.26236872
2030,DISTPV,Dadra_Nagar_Haveli,137,45.82193668
2031,DISTPV,Dadra_Nagar_Haveli,137,7.817390772
2032,DISTPV,Dadra_Nagar_Haveli,137,7.721176732
2033,DISTPV,Dadra_Nagar_Haveli,137,12.79165665
2034,DISTPV,Dadra_Nagar_Haveli,137,12.79165665
2035,DISTPV,Dadra_Nagar_Haveli,137,12.79165665
2036,DISTPV,Dadra_Nagar_Haveli,137,12.79165665
2037,DISTPV,Dadra_Nagar_Haveli,137,12.79165665
2038,DISTPV,Dadra_Nagar_Haveli,137,15.38462504
2039,DISTPV,Dadra_Nagar_Haveli,137,15.38462504
2040,DISTPV,Dadra_Nagar_Haveli,137,46.15387512
2023,DISTPV,Delhi,138,7.14
2024,DISTPV,Delhi,138,37.37
2025,DISTPV,Delhi,138,56.89
2026,DISTPV,Delhi,138,140.5835206
2027,DISTPV,Delhi,138,152.4720279
2028,DISTPV,Delhi,138,165.4643905
2029,DISTPV,Delhi,138,179.3884626
2030,DISTPV,Delhi,138,197.7527667
2031,DISTPV,Delhi,138,49.35310012
2032,DISTPV,Delhi,138,50.152445
2033,DISTPV,Delhi,138,60.49235782
2034,DISTPV,Delhi,138,60.49235782
2035,DISTPV,Delhi,138,60.49235782
2036,DISTPV,Delhi,138,60.49235782
2037,DISTPV,Delhi,138,60.49235782
2038,DISTPV,Delhi,138,74.65365489
2039,DISTPV,Delhi,138,74.65365489
2040,DISTPV,Delhi,138,223.9609647
2023,DISTPV,Goa,117,6.54
2024,DISTPV,Goa,117,16.99
2025,DISTPV,Goa,117,11.96
2026,DISTPV,Goa,117,11.96
2027,DISTPV,Goa,117,11.96
2028,DISTPV,Goa,117,6.95
2029,DISTPV,Goa,117,19.42571199
2030,DISTPV,Goa,117,22.81695361
2031,DISTPV,Goa,117,5.304988869
2032,DISTPV,Goa,117,5.42287751
2033,DISTPV,Goa,117,7.658046154
2034,DISTPV,Goa,117,7.658046154
2035,DISTPV,Goa,117,7.658046154
2036,DISTPV,Goa,117,7.658046154
2037,DISTPV,Goa,117,7.658046154
2038,DISTPV,Goa,117,8.780346021
2039,DISTPV,Goa,117,8.780346021
2040,DISTPV,Goa,117,26.34103806
2023,DISTPV,Gujarat,18,700.05
2024,DISTPV,Gujarat,20,970.1
2025,DISTPV,Gujarat,23,1683.72
2026,DISTPV,Gujarat,19,1683.72
2027,DISTPV,Gujarat,17,1683.72
2028,DISTPV,Gujarat,23,564.105
2029,DISTPV,Gujarat,24,564.105
2030,DISTPV,Gujarat,17,564.105
2031,DISTPV,Gujarat,16,564.105
2032,DISTPV,Gujarat,26,564.105
2033,DISTPV,Gujarat,24,564.105
2034,DISTPV,Gujarat,16,564.105
2035,DISTPV,Gujarat,17,564.105
2036,DISTPV,Gujarat,19,564.105
2037,DISTPV,Gujarat,18,564.105
2038,DISTPV,Gujarat,22,564.105
2039,DISTPV,Gujarat,23,564.105
2040,DISTPV,Gujarat,23,564.105
2023,DISTPV,Haryana,123,118.53
2024,DISTPV,Haryana,123,446.56
2025,DISTPV,Haryana,123,588.25
2026,DISTPV,Haryana,123,588.25
2027,DISTPV,Haryana,123,588.25
2028,DISTPV,Haryana,123,185.6366667
2029,DISTPV,Haryana,123,185.6366667
2030,DISTPV,Haryana,123,185.6366667
2031,DISTPV,Haryana,123,185.6366667
2032,DISTPV,Haryana,123,185.6366667
2033,DISTPV,Haryana,123,185.6366667
2034,DISTPV,Haryana,123,185.6366667
2035,DISTPV,Haryana,123,185.6366667
2036,DISTPV,Haryana,123,185.6366667
2037,DISTPV,Haryana,123,185.6366667
2038,DISTPV,Haryana,123,185.6366667
2039,DISTPV,Haryana,123,185.6366667
2040,DISTPV,Haryana,123,185.6366667
2023,DISTPV,Himachal_Pradesh,124,6.38
2024,DISTPV,Himachal_Pradesh,124,3.99
2025,DISTPV,Himachal_Pradesh,124,5.83
2026,DISTPV,Himachal_Pradesh,124,81.30599767
2027,DISTPV,Himachal_Pradesh,124,49.31948202
2028,DISTPV,Himachal_Pradesh,124,53.83799659
2029,DISTPV,Himachal_Pradesh,124,58.34686652
2030,DISTPV,Himachal_Pradesh,124,65.82628604
2031,DISTPV,Himachal_Pradesh,124,13.11671251
2032,DISTPV,Himachal_Pradesh,124,13.0202661
2033,DISTPV,Himachal_Pradesh,124,18.51288946
2034,DISTPV,Himachal_Pradesh,124,18.51288946
2035,DISTPV,Himachal_Pradesh,124,18.51288946
2036,DISTPV,Himachal_Pradesh,124,18.51288946
2037,DISTPV,Himachal_Pradesh,124,18.51288946
2038,DISTPV,Himachal_Pradesh,124,20.4707517
2039,DISTPV,Himachal_Pradesh,124,20.4707517
2040,DISTPV,Himachal_Pradesh,124,61.41225509
2023,DISTPV,Jammu_Kashmir,126,2.51
2024,DISTPV,Jammu_Kashmir,126,16
2025,DISTPV,Jammu_Kashmir,128,9.05
2026,DISTPV,Jammu_Kashmir,126,112.7181101
2027,DISTPV,Jammu_Kashmir,128,73.35174887
2028,DISTPV,Jammu_Kashmir,127,77.52776321
2029,DISTPV,Jammu_Kashmir,126,85.39549814
2030,DISTPV,Jammu_Kashmir,127,93.14093668
2031,DISTPV,Jammu_Kashmir,126,26.31818484
2032,DISTPV,Jammu_Kashmir,126,24.8017095
2033,DISTPV,Jammu_Kashmir,127,48.98704516
2034,DISTPV,Jammu_Kashmir,127,48.98704516
2035,DISTPV,Jammu_Kashmir,126,48.98704516
2036,DISTPV,Jammu_Kashmir,127,48.98704516
2037,DISTPV,Jammu_Kashmir,128,48.98704516
2038,DISTPV,Jammu_Kashmir,128,48.51253514
2039,DISTPV,Jammu_Kashmir,127,48.51253514
2040,DISTPV,Jammu_Kashmir,128,145.5376054
2023,DISTPV,Jharkhand,125,17.05
2024,DISTPV,Jharkhand,125,54.61
2025,DISTPV,Jharkhand,125,37.47
2026,DISTPV,Jharkhand,125,44.37946377
2027,DISTPV,Jharkhand,125,86.07381896
2028,DISTPV,Jharkhand,125,97.33096156
2029,DISTPV,Jharkhand,125,109.1335179
2030,DISTPV,Jharkhand,125,131.485653
2031,DISTPV,Jharkhand,125,34.0515051
2032,DISTPV,Jharkhand,125,32.82309583
2033,DISTPV,Jharkhand,125,47.03333432
2034,DISTPV,Jharkhand,125,47.03333432
2035,DISTPV,Jharkhand,125,47.03333432
2036,DISTPV,Jharkhand,125,47.03333432
2037,DISTPV,Jharkhand,125,47.03333432
2038,DISTPV,Jharkhand,125,52.85108065
2039,DISTPV,Jharkhand,125,52.85108065
2040,DISTPV,Jharkhand,125,158.5532419
2023,DISTPV,Karnataka,39,246.66
2024,DISTPV,Karnataka,35,0
2025,DISTPV,Karnataka,36,111.65
2026,DISTPV,Karnataka,39,111.65
2027,DISTPV,Karnataka,34,258.269212
2028,DISTPV,Karnataka,36,304.8965985
2029,DISTPV,Karnataka,28,327.2032545
2030,DISTPV,Karnataka,29,363.0860649
2031,DISTPV,Karnataka,29,74.0058944
2032,DISTPV,Karnataka,39,69.94649935
2033,DISTPV,Karnataka,30,93.02980494
2034,DISTPV,Karnataka,36,93.02980494
2035,DISTPV,Karnataka,28,93.02980494
2036,DISTPV,Karnataka,33,93.02980494
2037,DISTPV,Karnataka,37,93.02980494
2038,DISTPV,Karnataka,36,105.9045727
2039,DISTPV,Karnataka,30,105.9045727
2040,DISTPV,Karnataka,34,317.713718
2023,DISTPV,Kerala,135,266.31
2024,DISTPV,Kerala,134,238.41
2025,DISTPV,Kerala,136,515.73
2026,DISTPV,Kerala,134,515.73
2027,DISTPV,Kerala,136,515.73
2028,DISTPV,Kerala,134,106.8933333
2029,DISTPV,Kerala,135,106.8933333
2030,DISTPV,Kerala,136,106.8933333
2031,DISTPV,Kerala,135,106.8933333
2032,DISTPV,Kerala,136,106.8933333
2033,DISTPV,Kerala,136,106.8933333
2034,DISTPV,Kerala,134,106.8933333
2035,DISTPV,Kerala,134,106.8933333
2036,DISTPV,Kerala,134,106.8933333
2037,DISTPV,Kerala,134,106.8933333
2038,DISTPV,Kerala,135,106.8933333
2039,DISTPV,Kerala,134,106.8933333
2040,DISTPV,Kerala,134,106.8933333
2023,DISTPV,Madhya_Pradesh,44,84.19
2024,DISTPV,Madhya_Pradesh,53,101.98
2025,DISTPV,Madhya_Pradesh,42,170.04
2026,DISTPV,Madhya_Pradesh,56,393.4823337
2027,DISTPV,Madhya_Pradesh,48,410.4418108
2028,DISTPV,Madhya_Pradesh,47,441.8321218
2029,DISTPV,Madhya_Pradesh,55,494.4410893
2030,DISTPV,Madhya_Pradesh,52,574.229114
2031,DISTPV,Madhya_Pradesh,50,151.3221159
2032,DISTPV,Madhya_Pradesh,48,144.2698511
2033,DISTPV,Madhya_Pradesh,48,233.4578024
2034,DISTPV,Madhya_Pradesh,41,233.4578024
2035,DISTPV,Madhya_Pradesh,47,233.4578024
2036,DISTPV,Madhya_Pradesh,53,233.4578024
2037,DISTPV,Madhya_Pradesh,51,233.4578024
2038,DISTPV,Madhya_Pradesh,49,271.1735001
2039,DISTPV,Madhya_Pradesh,43,271.1735001
2040,DISTPV,Madhya_Pradesh,49,813.5205004
2023,DISTPV,Maharashtra,62,728.98
2024,DISTPV,Maharashtra,67,687.44
2025,DISTPV,Maharashtra,64,2291.37
2026,DISTPV,Maharashtra,67,2291.37
2027,DISTPV,Maharashtra,60,2291.37
2028,DISTPV,Maharashtra,62,372.85
2029,DISTPV,Maharashtra,72,372.85
2030,DISTPV,Maharashtra,70,372.85
2031,DISTPV,Maharashtra,69,372.85
2032,DISTPV,Maharashtra,72,372.85
2033,DISTPV,Maharashtra,75,372.85
2034,DISTPV,Maharashtra,62,372.85
2035,DISTPV,Maharashtra,71,372.85
2036,DISTPV,Maharashtra,65,372.85
2037,DISTPV,Maharashtra,67,372.85
2038,DISTPV,Maharashtra,60,372.85
2039,DISTPV,Maharashtra,72,372.85
2040,DISTPV,Maharashtra,59,372.85
2023,DISTPV,Manipur,146,0.03
2024,DISTPV,Manipur,146,0.16
2025,DISTPV,Manipur,146,0.75
2026,DISTPV,Manipur,146,0.75
2027,DISTPV,Manipur,146,2.33910767
2028,DISTPV,Manipur,146,4.993105079
2029,DISTPV,Manipur,146,5.561984423
2030,DISTPV,Manipur,146,6.268240203
2031,DISTPV,Manipur,146,2.271994904
2032,DISTPV,Manipur,146,2.271994904
2033,DISTPV,Manipur,146,3.006430465
2034,DISTPV,Manipur,146,3.006430465
2035,DISTPV,Manipur,146,3.006430465
2036,DISTPV,Manipur,146,3.006430465
2037,DISTPV,Manipur,146,3.006430465
2038,DISTPV,Manipur,146,3.545368791
2039,DISTPV,Manipur,146,3.545368791
2040,DISTPV,Manipur,146,10.63610637
2023,DISTPV,Meghalaya,147,0
2024,DISTPV,Meghalaya,147,0.09
2025,DISTPV,Meghalaya,147,0.04
2026,DISTPV,Meghalaya,147,19.74661284
2027,DISTPV,Meghalaya,147,8.266068272
2028,DISTPV,Meghalaya,147,8.926938528
2029,DISTPV,Meghalaya,147,9.586078756
2030,DISTPV,Meghalaya,147,10.30749995
2031,DISTPV,Meghalaya,147,2.127933021
2032,DISTPV,Meghalaya,147,1.998181008
2033,DISTPV,Meghalaya,147,3.181519371
2034,DISTPV,Meghalaya,147,3.181519371
2035,DISTPV,Meghalaya,147,3.181519371
2036,DISTPV,Meghalaya,147,3.181519371
2037,DISTPV,Meghalaya,147,3.181519371
2038,DISTPV,Meghalaya,147,3.223040015
2039,DISTPV,Meghalaya,147,3.223040015
2040,DISTPV,Meghalaya,147,9.669120045
2023,DISTPV,Mizoram,142,0.11
2024,DISTPV,Mizoram,142,0.4
2025,DISTPV,Mizoram,142,0.08
2026,DISTPV,Mizoram,142,3.054339988
2027,DISTPV,Mizoram,142,4.621424498
2028,DISTPV,Mizoram,142,5.37232065
2029,DISTPV,Mizoram,142,6.094204905
2030,DISTPV,Mizoram,142,6.949202569
2031,DISTPV,Mizoram,142,2.764663105
2032,DISTPV,Mizoram,142,3.020650429
2033,DISTPV,Mizoram,142,3.701576712
2034,DISTPV,Mizoram,142,3.701576712
2035,DISTPV,Mizoram,142,3.701576712
2036,DISTPV,Mizoram,142,3.701576712
2037,DISTPV,Mizoram,142,3.701576712
2038,DISTPV,Mizoram,142,4.822801194
2039,DISTPV,Mizoram,142,4.822801194
2040,DISTPV,Mizoram,142,14.46840358
2023,DISTPV,Nagaland,143,0
2024,DISTPV,Nagaland,143,0.13
2025,DISTPV,Nagaland,143,0
2026,DISTPV,Nagaland,143,7.104204769
2027,DISTPV,Nagaland,143,3.596798308
2028,DISTPV,Nagaland,143,3.870507679
2029,DISTPV,Nagaland,143,4.228717929
2030,DISTPV,Nagaland,143,4.509775202
2031,DISTPV,Nagaland,143,1.102185386
2032,DISTPV,Nagaland,143,0.716420501
2033,DISTPV,Nagaland,143,1.658789005
2034,DISTPV,Nagaland,143,1.658789005
2035,DISTPV,Nagaland,143,1.658789005
2036,DISTPV,Nagaland,143,1.658789005
2037,DISTPV,Nagaland,143,1.658789005
2038,DISTPV,Nagaland,143,1.813094959
2039,DISTPV,Nagaland,143,1.813094959
2040,DISTPV,Nagaland,143,5.439284878
2023,DISTPV,Odisha,114,1.93
2024,DISTPV,Odisha,115,26.86
2025,DISTPV,Odisha,114,35.97
2026,DISTPV,Odisha,114,348.5188898
2027,DISTPV,Odisha,113,157.9684061
2028,DISTPV,Odisha,113,174.1727509
2029,DISTPV,Odisha,114,191.7774712
2030,DISTPV,Odisha,114,223.7154464
2031,DISTPV,Odisha,115,39.74174828
2032,DISTPV,Odisha,115,36.51399208
2033,DISTPV,Odisha,113,59.51175504
2034,DISTPV,Odisha,115,59.51175504
2035,DISTPV,Odisha,114,59.51175504
2036,DISTPV,Odisha,114,59.51175504
2037,DISTPV,Odisha,113,59.51175504
2038,DISTPV,Odisha,114,58.90150739
2039,DISTPV,Odisha,114,58.90150739
2040,DISTPV,Odisha,114,176.7045222
2023,DISTPV,Puducherry,139,16.06
2024,DISTPV,Puducherry,139,16.06
2025,DISTPV,Puducherry,139,0
2026,DISTPV,Puducherry,139,0
2027,DISTPV,Puducherry,139,0.228677586
2028,DISTPV,Puducherry,139,11.84608654
2029,DISTPV,Puducherry,139,12.62784176
2030,DISTPV,Puducherry,139,13.74392209
2031,DISTPV,Puducherry,139,2.320316024
2032,DISTPV,Puducherry,139,1.896172235
2033,DISTPV,Puducherry,139,2.729490033
2034,DISTPV,Puducherry,139,2.729490033
2035,DISTPV,Puducherry,139,2.729490033
2036,DISTPV,Puducherry,139,2.729490033
2037,DISTPV,Puducherry,139,2.729490033
2038,DISTPV,Puducherry,139,2.988966234
2039,DISTPV,Puducherry,139,2.988966234
2040,DISTPV,Puducherry,139,8.966898701
2023,DISTPV,Punjab,129,64.02
2024,DISTPV,Punjab,129,102.49
2025,DISTPV,Punjab,129,97.16
2026,DISTPV,Punjab,129,248.6639497
2027,DISTPV,Punjab,129,284.0269907
2028,DISTPV,Punjab,129,314.409837
2029,DISTPV,Punjab,129,347.8775515
2030,DISTPV,Punjab,129,401.7333464
2031,DISTPV,Punjab,129,91.51085564
2032,DISTPV,Punjab,129,93.37419885
2033,DISTPV,Punjab,129,120.7498162
2034,DISTPV,Punjab,129,120.7498162
2035,DISTPV,Punjab,129,120.7498162
2036,DISTPV,Punjab,129,120.7498162
2037,DISTPV,Punjab,129,120.7498162
2038,DISTPV,Punjab,129,133.9381454
2039,DISTPV,Punjab,129,133.9381454
2040,DISTPV,Punjab,129,401.8144363
2023,DISTPV,Rajasthan,94,379.75
2024,DISTPV,Rajasthan,82,362.63
2025,DISTPV,Rajasthan,90,507.75
2026,DISTPV,Rajasthan,84,507.75
2027,DISTPV,Rajasthan,87,507.75
2028,DISTPV,Rajasthan,81,276.8833333
2029,DISTPV,Rajasthan,79,276.8833333
2030,DISTPV,Rajasthan,81,276.8833333
2031,DISTPV,Rajasthan,85,276.8833333
2032,DISTPV,Rajasthan,79,276.8833333
2033,DISTPV,Rajasthan,94,276.8833333
2034,DISTPV,Rajasthan,76,276.8833333
2035,DISTPV,Rajasthan,85,276.8833333
2036,DISTPV,Rajasthan,94,276.8833333
2037,DISTPV,Rajasthan,88,276.8833333
2038,DISTPV,Rajasthan,88,276.8833333
2039,DISTPV,Rajasthan,82,276.8833333
2040,DISTPV,Rajasthan,78,276.8833333
2023,DISTPV,Sikkim,140,0
2024,DISTPV,Sikkim,140,2.36
2025,DISTPV,Sikkim,140,0
2026,DISTPV,Sikkim,140,1.070627701
2027,DISTPV,Sikkim,140,3.107318405
2028,DISTPV,Sikkim,140,3.52279789
2029,DISTPV,Sikkim,140,3.973388318
2030,DISTPV,Sikkim,140,4.459089688
2031,DISTPV,Sikkim,140,1.697028884
2032,DISTPV,Sikkim,140,1.78480624
2033,DISTPV,Sikkim,140,2.124212017
2034,DISTPV,Sikkim,140,2.124212017
2035,DISTPV,Sikkim,140,2.124212017
2036,DISTPV,Sikkim,140,2.124212017
2037,DISTPV,Sikkim,140,2.124212017
2038,DISTPV,Sikkim,140,2.750357157
2039,DISTPV,Sikkim,140,2.750357157
2040,DISTPV,Sikkim,140,8.251071471
2023,DISTPV,Tamil_Nadu,99,63.17
2024,DISTPV,Tamil_Nadu,102,214.19
2025,DISTPV,Tamil_Nadu,98,337.59
2026,DISTPV,Tamil_Nadu,102,379.946946
2027,DISTPV,Tamil_Nadu,101,502.6538146
2028,DISTPV,Tamil_Nadu,100,556.5857914
2029,DISTPV,Tamil_Nadu,95,615.2055909
2030,DISTPV,Tamil_Nadu,102,696.7039294
2031,DISTPV,Tamil_Nadu,100,195.7098208
2032,DISTPV,Tamil_Nadu,97,195.3541695
2033,DISTPV,Tamil_Nadu,102,208.7876266
2034,DISTPV,Tamil_Nadu,98,208.7876266
2035,DISTPV,Tamil_Nadu,100,208.7876266
2036,DISTPV,Tamil_Nadu,99,208.7876266
2037,DISTPV,Tamil_Nadu,100,208.7876266
2038,DISTPV,Tamil_Nadu,99,205.530877
2039,DISTPV,Tamil_Nadu,99,205.530877
2040,DISTPV,Tamil_Nadu,103,616.5926309
2023,DISTPV,Telangana,111,63.03
2024,DISTPV,Telangana,107,92.13
2025,DISTPV,Telangana,111,83.94
2026,DISTPV,Telangana,111,405.5448393
2027,DISTPV,Telangana,111,327.2538213
2028,DISTPV,Telangana,104,361.3035785
2029,DISTPV,Telangana,105,398.6736691
2030,DISTPV,Telangana,108,450.8872185
2031,DISTPV,Telangana,107,110.5416103
2032,DISTPV,Telangana,110,106.6199568
2033,DISTPV,Telangana,107,154.429816
2034,DISTPV,Telangana,108,154.429816
2035,DISTPV,Telangana,109,154.429816
2036,DISTPV,Telangana,111,154.429816
2037,DISTPV,Telangana,109,154.429816
