t,i,r,rs,value
2017,DISTPV,Uttarakhand,sk,61.8533
2017,UPV,Uttarakhand,sk,48.2817
2017,UPV,Gujarat,19,40.106
2017,UPV,Gujarat,20,500.6176
2017,UPV,Gujarat,21,60.4128
2017,UPV,Gujarat,23,105.2463
2017,UPV,Gujarat,24,20
2018,ONSWIND,Andhra_Pradesh,sk,439.2583
2018,UPV,Andhra_Pradesh,10,250
2018,UPV,Andhra_Pradesh,11,400
2018,UPV,Maharashtra,60,100
2018,UPV,Maharashtra,70,50
2018,UPV,Rajasthan,84,5
2018,DISTPV,Andhra_Pradesh,sk,336.52
2018,UPV,Chhattisgarh,sk,77.56
2018,ONSWIND,Gujarat,sk,795.0833
2018,DISTPV,Goa,sk,28.52
2018,DISTPV,Gujarat,sk,536.1867
2018,UPV,Gujarat,sk,1308.795
2018,DISTPV,Haryana,sk,286.3533
2018,UPV,Haryana,sk,64.5917
2018,UPV,Jammu_Kashmir,sk,26.3233
2018,ONSWIND,Karnataka,sk,354.975
2018,UPV,Jharkhand,sk,5.4583
2018,UPV,Karnataka,sk,1170.9133
2018,ONSWIND,Madhya_Pradesh,sk,200
2018,UPV,Kerala,sk,39.6483
2018,ONSWIND,Maharashtra,59,547.9
2018,ONSWIND,Maharashtra,64,29.7
2018,ONSWIND,Maharashtra,65,319.7
2018,ONSWIND,Maharashtra,69,1419.71
2018,ONSWIND,Maharashtra,70,522.4
2018,ONSWIND,Maharashtra,74,80.1
2018,UPV,Madhya_Pradesh,sk,441.7617
2018,ONSWIND,Maharashtra,75,1078.1
2018,UPV,Maharashtra,sk,148.6967
2018,DISTPV,Manipur,sk,11.6867
2018,DISTPV,Mizoram,sk,11.8367
2018,UPV,Nagaland,sk,29.8433
2018,DISTPV,Puducherry,sk,20.1367
2018,DISTPV,Punjab,sk,304.1767
2018,DISTPV,Rajasthan,sk,386.02
2018,ONSWIND,Rajasthan,sk,367.675
2018,UPV,Tamil_Nadu,sk,1315.02
2018,DISTPV,Telangana,sk,336.52
2018,UPV,Telangana,sk,575.0167
2018,ONSWIND,Tamil_Nadu,sk,712.8567
2018,DISTPV,Tripura,sk,11.6867
2018,UPV,Tripura,sk,9.49
2018,UPV,Uttar_Pradesh,sk,119.4067
2018,DISTPV,Uttarakhand,sk,61.8533
2018,UPV,Uttarakhand,sk,7.1317
2021,ONSWIND,Andhra_Pradesh,sk,1113.2583
2021,UPV,Andhra_Pradesh,10,150
2021,UPV,Andhra_Pradesh,11,200
2021,UPV,Karnataka,29,410
2021,UPV,Karnataka,31,356
2021,UPV,Karnataka,32,282
2021,UPV,Karnataka,34,134.83
2021,UPV,Karnataka,36,20
2021,UPV,Karnataka,37,447
2021,DISTPV,Andhra_Pradesh,sk,673.04
2021,DISTPV,Assam,sk,40.04
2021,DISTPV,Chhattisgarh,sk,179.7066
2021,UPV,Chhattisgarh,sk,155.12
2021,ONSWIND,Gujarat,sk,1590.1666
2021,DISTPV,Delhi,sk,184.5934
2021,DISTPV,Goa,sk,57.04
2021,DISTPV,Gujarat,sk,1072.3734
2021,UPV,Gujarat,sk,367.59
2021,UPV,Haryana,sk,129.1834
2021,ONSWIND,Karnataka,34,1874.16
2021,ONSWIND,Karnataka,31,571
2021,ONSWIND,Karnataka,35,342.65
2021,ONSWIND,Karnataka,sk,807.61
2021,ONSWIND,Karnataka,36,165.5
2021,ONSWIND,Karnataka,32,92.9
2021,UPV,Jammu_Kashmir,sk,52.6466
2021,UPV,Jharkhand,sk,10.9166
2021,DISTPV,Karnataka,sk,372.3734
2021,UPV,Karnataka,sk,2591.9966
2021,ONSWIND,Madhya_Pradesh,sk,1355.3
2021,DISTPV,Kerala,sk,273.7066
2021,UPV,Kerala,sk,79.2966
2021,UPV,Madhya_Pradesh,sk,883.5234
2021,DISTPV,Maharashtra,sk,670.3734
2021,UPV,Maharashtra,sk,597.3934
2021,DISTPV,Manipur,sk,23.3734
2021,DISTPV,Mizoram,sk,23.6734
2021,UPV,Nagaland,sk,59.6866
2021,UPV,Odisha,sk,242.0066
2021,DISTPV,Puducherry,sk,40.2734
2021,DISTPV,Rajasthan,sk,272.04
2021,UPV,Tamil_Nadu,sk,2630.04
2021,ONSWIND,Tamil_Nadu,sk,95.7134
2021,DISTPV,Telangana,sk,213.04
2021,UPV,Telangana,sk,1150.0334
2021,DISTPV,Tripura,sk,23.3734
2021,UPV,Tripura,sk,18.98
2021,DISTPV,Uttar_Pradesh,sk,437.3734
2021,UPV,Uttar_Pradesh,sk,238.8134
2021,DISTPV,Uttarakhand,sk,123.7066
2021,UPV,Uttarakhand,sk,14.2634
2021,UPV,West_Bengal,sk,171.7234
2022,DISTPV,Andhra_Pradesh,sk,336.52
2022,DISTPV,Assam,sk,25.02
2022,DISTPV,Bihar,sk,139.0033
2022,DISTPV,Chhattisgarh,sk,119.8533
2022,UPV,Chhattisgarh,sk,77.56
2022,ONSWIND,Gujarat,sk,2595.0833
2022,DISTPV,Goa,sk,28.52
2022,DISTPV,Gujarat,sk,536.1867
2022,UPV,Gujarat,sk,1308.795
2022,UPV,Haryana,sk,64.5917
2022,UPV,Jammu_Kashmir,sk,26.3233
2022,ONSWIND,Karnataka,sk,501.975
2022,DISTPV,Jharkhand,sk,76.8533
2022,UPV,Jharkhand,sk,5.4583
2022,DISTPV,Karnataka,sk,56.1867
2022,UPV,Karnataka,sk,1130.9133
2022,DISTPV,Kerala,sk,136.8533
2022,UPV,Kerala,sk,39.6483
2022,DISTPV,Madhya_Pradesh,sk,369.6867
2022,UPV,Madhya_Pradesh,sk,441.7617
2022,DISTPV,Maharashtra,sk,785.1867
2022,UPV,Maharashtra,sk,298.6967
2022,DISTPV,Manipur,sk,11.6867
2022,DISTPV,Mizoram,sk,11.8367
2022,UPV,Nagaland,sk,29.8433
2022,DISTPV,Odisha,sk,70.02
2022,UPV,Odisha,sk,161.0033
2022,DISTPV,Puducherry,sk,20.1367
2022,DISTPV,Punjab,sk,144.1767
2022,DISTPV,Rajasthan,sk,386.02
2022,UPV,Rajasthan,sk,11918.835
2022,DISTPV,Tamil_Nadu,sk,586.1867
2022,UPV,Tamil_Nadu,sk,1315.02
2022,DISTPV,Telangana,sk,336.52
2022,UPV,Telangana,sk,575.0167
2022,ONSWIND,Tamil_Nadu,sk,712.8567
2022,DISTPV,Tripura,sk,11.6867
2022,UPV,Tripura,sk,9.49
2022,UPV,Uttar_Pradesh,sk,1219.4067
2022,DISTPV,Uttarakhand,sk,61.8533
2022,UPV,Uttarakhand,sk,7.1317
2022,UPV,Andhra_Pradesh,sk,0.1
2022,UPV,Arunachal_Pradesh,sk,0.1
2022,UPV,Assam,sk,0.1
2022,UPV,Bihar,sk,0.1
2022,UPV,Dadra_Nagar_Haveli,sk,0
2022,UPV,Daman_Diu,sk,0.1
2022,UPV,Delhi,sk,0.1
2022,UPV,Goa,sk,0.1
2022,UPV,Himachal_Pradesh,sk,0.1
2022,UPV,Manipur,sk,0.1
2022,UPV,Meghalaya,sk,0.1
2022,UPV,Mizoram,sk,0.1
2022,UPV,Puducherry,sk,0.1
2022,UPV,Punjab,sk,0.1
2022,UPV,Sikkim,sk,0.1
2022,UPV,West_Bengal,sk,0.1
2022,DISTPV,Arunachal_Pradesh,sk,0.1
2022,DISTPV,Chandigarh,sk,0.1
2022,DISTPV,Dadra_Nagar_Haveli,sk,0
2022,DISTPV,Daman_Diu,sk,0.1
2022,DISTPV,Delhi,sk,0.1
2022,DISTPV,Haryana,sk,0.1
2022,DISTPV,Himachal_Pradesh,sk,0.1
2022,DISTPV,Jammu_Kashmir,sk,0.1
2022,DISTPV,Nagaland,sk,0.1
2022,DISTPV,Sikkim,sk,0.1
2022,DISTPV,Uttar_Pradesh,sk,0.1
2022,DISTPV,West_Bengal,sk,0.1
2022,ONSWIND,Andhra_Pradesh,sk,0.1
2022,ONSWIND,Assam,sk,0.1
2022,ONSWIND,Bihar,sk,0.1
2022,ONSWIND,Chandigarh,sk,0
2022,ONSWIND,Chhattisgarh,sk,0.1
2022,ONSWIND,Dadra_Nagar_Haveli,sk,0
2022,ONSWIND,Daman_Diu,sk,0.1
2022,ONSWIND,Delhi,sk,0.1
2022,ONSWIND,Goa,sk,0.1
2022,ONSWIND,Haryana,sk,0.1
2022,ONSWIND,Himachal_Pradesh,sk,0.1
2022,ONSWIND,Jharkhand,sk,0.1
2022,ONSWIND,Kerala,sk,0.1
2022,ONSWIND,Madhya_Pradesh,sk,0.1
2022,ONSWIND,Maharashtra,sk,0.1
2022,ONSWIND,Meghalaya,sk,0.1
2022,ONSWIND,Mizoram,sk,0.1
2022,ONSWIND,Odisha,sk,0.1
2022,ONSWIND,Puducherry,sk,0.1
2022,ONSWIND,Punjab,sk,0.1
2022,ONSWIND,Rajasthan,sk,0.1
2022,ONSWIND,Telangana,sk,0.1
2022,ONSWIND,Tripura,sk,0.1
2022,ONSWIND,Uttar_Pradesh,sk,0.1
2022,ONSWIND,Uttarakhand,sk,0.1
2022,ONSWIND,West_Bengal,sk,0.1
2023,UPV,Andhra_Pradesh,sk,1552.57
2023,UPV,Maharashtra,sk,2868.1865
2023,UPV,Rajasthan,sk,8597.975
2023,UPV,Karnataka,sk,1101.3035
2023,UPV,Arunachal_Pradesh,sk,0
2023,UPV,Assam,sk,125.9
2023,UPV,Bihar,sk,145.96
2023,UPV,Chandigarh,sk,6.34
2023,UPV,Chhattisgarh,sk,295.22
2023,UPV,Gujarat,sk,5463.0293
2023,UPV,Daman_Diu,sk,7.3767
2023,UPV,Delhi,sk,9.74
2023,UPV,Goa,sk,0.85
2023,UPV,Haryana,sk,0
2023,UPV,Himachal_Pradesh,sk,80.58
2023,UPV,Jammu_Kashmir,sk,0
2023,UPV,Jharkhand,sk,0
2023,UPV,Kerala,sk,111.9185
2023,UPV,Madhya_Pradesh,sk,1337.8115
2023,UPV,Manipur,sk,0.5
2023,UPV,Meghalaya,sk,0
2023,UPV,Mizoram,sk,21.9
2023,UPV,Nagaland,sk,0
2023,UPV,Odisha,sk,104.7901
2023,UPV,Puducherry,sk,0.78
2023,UPV,Punjab,sk,672.68
2023,UPV,Sikkim,sk,0.42
2023,UPV,Tamil_Nadu,sk,2826
2023,UPV,Telangana,sk,957.5665
2023,UPV,Tripura,sk,0
2023,UPV,Uttar_Pradesh,sk,859.4865
2023,UPV,Uttarakhand,sk,221.5915
2023,UPV,West_Bengal,sk,58.3766
2023,UPV,Dadra_Nagar_Haveli,sk,0
2023,DISTPV,Andhra_Pradesh,sk,0
2023,DISTPV,Maharashtra,sk,1930.5799
2023,DISTPV,Rajasthan,sk,669.92
2023,DISTPV,Karnataka,sk,240.2099
2023,DISTPV,Arunachal_Pradesh,sk,13.35
2023,DISTPV,Assam,sk,0
2023,DISTPV,Bihar,sk,0
2023,DISTPV,Chandigarh,sk,59.905
2023,DISTPV,Chhattisgarh,sk,189.6201
2023,DISTPV,Gujarat,sk,1748.2065
2023,DISTPV,Daman_Diu,sk,33.72
2023,DISTPV,Delhi,sk,93.8566
2023,DISTPV,Goa,sk,0
2023,DISTPV,Haryana,sk,1065.5834
2023,DISTPV,Himachal_Pradesh,sk,56.51
2023,DISTPV,Jammu_Kashmir,sk,71.3
2023,DISTPV,Jharkhand,sk,83.1867
2023,DISTPV,Kerala,sk,527.9901
2023,DISTPV,Madhya_Pradesh,sk,156.0133
2023,DISTPV,Manipur,sk,0
2023,DISTPV,Meghalaya,sk,4.28
2023,DISTPV,Mizoram,sk,0
2023,DISTPV,Nagaland,sk,3.07
2023,DISTPV,Odisha,sk,30.56
2023,DISTPV,Puducherry,sk,0
2023,DISTPV,Punjab,sk,0
2023,DISTPV,Sikkim,sk,6.94
2023,DISTPV,Tamil_Nadu,sk,274.9433
2023,DISTPV,Telangana,sk,0
2023,DISTPV,Tripura,sk,0
2023,DISTPV,Uttar_Pradesh,sk,149.4866
2023,DISTPV,Uttarakhand,sk,0
2023,DISTPV,West_Bengal,sk,80.17
2023,DISTPV,Dadra_Nagar_Haveli,sk,0
2023,ONSWIND,Andhra_Pradesh,sk,0
2023,ONSWIND,Maharashtra,sk,165.3783
2023,ONSWIND,Rajasthan,sk,589.6
2023,ONSWIND,Karnataka,sk,989.235
2023,ONSWIND,Arunachal_Pradesh,sk,0
2023,ONSWIND,Assam,sk,0
2023,ONSWIND,Bihar,sk,0
2023,ONSWIND,Chandigarh,sk,0
2023,ONSWIND,Chhattisgarh,sk,0
2023,ONSWIND,Gujarat,sk,2501.5638
2023,ONSWIND,Daman_Diu,sk,0
2023,ONSWIND,Delhi,sk,0
2023,ONSWIND,Goa,sk,0
2023,ONSWIND,Haryana,sk,0
2023,ONSWIND,Himachal_Pradesh,sk,0
2023,ONSWIND,Jammu_Kashmir,sk,0
2023,ONSWIND,Jharkhand,sk,0
2023,ONSWIND,Kerala,sk,27.15
2023,ONSWIND,Madhya_Pradesh,sk,21.14
2023,ONSWIND,Manipur,sk,0
2023,ONSWIND,Meghalaya,sk,0
2023,ONSWIND,Mizoram,sk,0
2023,ONSWIND,Nagaland,sk,0
2023,ONSWIND,Odisha,sk,0
2023,ONSWIND,Puducherry,sk,0
2023,ONSWIND,Punjab,sk,0
2023,ONSWIND,Sikkim,sk,0
2023,ONSWIND,Tamil_Nadu,sk,1280.6965
2023,ONSWIND,Telangana,sk,41
2023,ONSWIND,Tripura,sk,0
2023,ONSWIND,Uttar_Pradesh,sk,0
2023,ONSWIND,Uttarakhand,sk,0
2023,ONSWIND,West_Bengal,sk,0
2023,ONSWIND,Dadra_Nagar_Haveli,sk,0
2017,OFSWIND,Tamil_Nadu,103,0
2018,OFSWIND,Tamil_Nadu,103,0
2019,OFSWIND,Tamil_Nadu,103,0
2020,OFSWIND,Tamil_Nadu,103,0
2021,OFSWIND,Tamil_Nadu,103,0
2022,OFSWIND,Tamil_Nadu,103,0
2023,OFSWIND,Tamil_Nadu,103,0
2024,OFSWIND,Tamil_Nadu,103,0
2025,OFSWIND,Tamil_Nadu,103,0
2026,OFSWIND,Tamil_Nadu,103,0
2027,OFSWIND,Tamil_Nadu,103,0
2028,OFSWIND,Tamil_Nadu,103,500
2029,OFSWIND,Tamil_Nadu,103,1500
2030,OFSWIND,Tamil_Nadu,103,1500
2031,OFSWIND,Tamil_Nadu,103,1500
2032,OFSWIND,Tamil_Nadu,103,1500
2033,OFSWIND,Tamil_Nadu,103,1500
2034,OFSWIND,Tamil_Nadu,103,1500
2035,OFSWIND,Tamil_Nadu,103,1500
2036,OFSWIND,Tamil_Nadu,102,1500
2037,OFSWIND,Tamil_Nadu,102,1500
2038,OFSWIND,Tamil_Nadu,102,1500
2039,OFSWIND,Tamil_Nadu,102,1500
2040,OFSWIND,Tamil_Nadu,102,1500
2041,OFSWIND,Tamil_Nadu,103,1500
2042,OFSWIND,Tamil_Nadu,103,1500
2043,OFSWIND,Tamil_Nadu,103,1500
2017,OFSWIND,Gujarat,25,0
2018,OFSWIND,Gujarat,25,0
2019,OFSWIND,Gujarat,25,0
2020,OFSWIND,Gujarat,25,0
2021,OFSWIND,Gujarat,25,0
2022,OFSWIND,Gujarat,25,0
2023,OFSWIND,Gujarat,25,0
2024,OFSWIND,Gujarat,25,0
2025,OFSWIND,Gujarat,25,0
2026,OFSWIND,Gujarat,25,0
2027,OFSWIND,Gujarat,25,0
2028,OFSWIND,Gujarat,25,500
2029,OFSWIND,Gujarat,25,1500
2030,OFSWIND,Gujarat,25,1500
2031,OFSWIND,Gujarat,25,1500
2032,OFSWIND,Gujarat,25,1500
2033,OFSWIND,Gujarat,27,1500
2034,OFSWIND,Gujarat,27,1500
2035,OFSWIND,Gujarat,19,1500
2036,OFSWIND,Gujarat,19,1500
2037,OFSWIND,Gujarat,19,1500
2038,OFSWIND,Gujarat,25,1500
2039,OFSWIND,Gujarat,25,1500
2040,OFSWIND,Gujarat,25,1500
2041,OFSWIND,Gujarat,25,1500
2042,OFSWIND,Gujarat,25,1500
2043,OFSWIND,Gujarat,27,1500
