t,i,r,rs,value
2023,ONSWIND,Rajasthan,sk,589.6
2023,ONSWIND,Karnataka,sk,989.235
2023,ONSWIND,Arunachal_Pradesh,sk,0.0
2023,ONSWIND,Assam,sk,0.0
2023,ONSWIND,Bihar,sk,0.0
2023,ONSWIND,Chandigarh,sk,0.0
2023,ONSWIND,Chhattisgarh,sk,0.0
2023,ONSWIND,Gujarat,sk,2501.5638
2023,ONSWIND,Daman_Diu,sk,0.0
2023,ONSWIND,Delhi,sk,0.0
2023,ONSWIND,Goa,sk,0.0
2023,ONSWIND,Haryana,sk,0.0
2023,ONSWIND,Himachal_Pradesh,sk,0.0
2023,ONSWIND,Jammu_Kashmir,sk,0.0
2023,ONSWIND,Jharkhand,sk,0.0
2023,ONSWIND,Kerala,sk,27.15
2023,ONSWIND,Madhya_Pradesh,sk,21.14
2023,ONSWIND,Manipur,sk,0.0
2023,ONSWIND,Meghalaya,sk,0.0
2023,ONSWIND,Mizoram,sk,0.0
2023,ONSWIND,Nagaland,sk,0.0
2023,ONSWIND,Odisha,sk,0.0
2023,ONSWIND,Puducherry,sk,0.0
2023,ONSWIND,Punjab,sk,0.0
2023,ONSWIND,Sikkim,sk,0.0
2023,ONSWIND,Tamil_Nadu,sk,1280.6965
2023,ONSWIND,Telangana,sk,41.0
2023,ONSWIND,Tripura,sk,0.0
2023,ONSWIND,Uttar_Pradesh,sk,0.0
2023,ONSWIND,Uttarakhand,sk,0.0
2023,ONSWIND,West_Bengal,sk,0.0
2023,ONSWIND,Dadra_Nagar_Haveli,sk,0.0
2018,DISTPV,Andhra_Pradesh,11,110.06
2019,DISTPV,Andhra_Pradesh,2,36.66
2020,DISTPV,Andhra_Pradesh,1,29.609999999999985
2021,DISTPV,Andhra_Pradesh,12,50.27000000000001
2022,DISTPV,Andhra_Pradesh,5,10.870000000000005
2023,DISTPV,Andhra_Pradesh,4,20.049999999999983
2024,DISTPV,Andhra_Pradesh,4,28.940000000000055
2025,DISTPV,Andhra_Pradesh,3,92.67999999999995
2026,DISTPV,Andhra_Pradesh,12,547.9735221753209
2027,DISTPV,Andhra_Pradesh,2,361.1351488096234
2028,DISTPV,Andhra_Pradesh,11,409.88220058550087
2029,DISTPV,Andhra_Pradesh,12,463.4473705584335
2030,DISTPV,Andhra_Pradesh,15,542.8517350139036
2031,DISTPV,Andhra_Pradesh,9,152.51342732673675
2032,DISTPV,Andhra_Pradesh,2,152.8095219923107
2033,DISTPV,Andhra_Pradesh,10,178.40690583129435
2034,DISTPV,Andhra_Pradesh,7,178.4069058312939
2035,DISTPV,Andhra_Pradesh,1,178.40690583129435
2036,DISTPV,Andhra_Pradesh,1,178.4069058312939
2037,DISTPV,Andhra_Pradesh,2,178.40690583129435
2038,DISTPV,Andhra_Pradesh,4,180.34632589081275
2039,DISTPV,Andhra_Pradesh,4,180.34632589081184
2040,DISTPV,Andhra_Pradesh,9,541.0389776724378
2018,DISTPV,Arunachal_Pradesh,144,6.12
2019,DISTPV,Arunachal_Pradesh,144,2.1900000000000004
2020,DISTPV,Arunachal_Pradesh,144,0.28999999999999915
2021,DISTPV,Arunachal_Pradesh,144,0.2900000000000009
2022,DISTPV,Arunachal_Pradesh,144,1.0700000000000003
2023,DISTPV,Arunachal_Pradesh,144,0.41000000000000014
2024,DISTPV,Arunachal_Pradesh,144,0.14999999999999858
2025,DISTPV,Arunachal_Pradesh,144,3.0600000000000005
2026,DISTPV,Arunachal_Pradesh,144,3.0600000000000005
2027,DISTPV,Arunachal_Pradesh,144,3.0600000000000023
2028,DISTPV,Arunachal_Pradesh,144,0.7333333333333343
2029,DISTPV,Arunachal_Pradesh,144,1.454373067956741
2030,DISTPV,Arunachal_Pradesh,144,5.288234454714146
2031,DISTPV,Arunachal_Pradesh,144,1.8894049262575443
2032,DISTPV,Arunachal_Pradesh,144,1.7319545157360707
2033,DISTPV,Arunachal_Pradesh,144,2.771127225177718
2034,DISTPV,Arunachal_Pradesh,144,2.7711272251777217
2035,DISTPV,Arunachal_Pradesh,144,2.7711272251777217
2036,DISTPV,Arunachal_Pradesh,144,2.7711272251777146
2037,DISTPV,Arunachal_Pradesh,144,2.7711272251777217
2038,DISTPV,Arunachal_Pradesh,144,3.0356439148537717
2039,DISTPV,Arunachal_Pradesh,144,3.035643914853779
2040,DISTPV,Arunachal_Pradesh,144,9.10693174456133
2018,DISTPV,Assam,141,8.61
2019,DISTPV,Assam,141,11.190000000000001
2020,DISTPV,Assam,141,19.279999999999998
2021,DISTPV,Assam,141,1.8100000000000023
2022,DISTPV,Assam,141,2.019999999999996
2023,DISTPV,Assam,141,0.00999999999999801
2024,DISTPV,Assam,141,8.260000000000005
2025,DISTPV,Assam,141,19.360000000000007
2026,DISTPV,Assam,141,78.18468214968497
2027,DISTPV,Assam,141,55.087243781356165
2028,DISTPV,Assam,141,61.78145869693853
2029,DISTPV,Assam,141,69.16811609769616
2030,DISTPV,Assam,141,78.63753898396817
2031,DISTPV,Assam,141,25.912212894191782
2032,DISTPV,Assam,141,26.374445443196123
2033,DISTPV,Assam,141,33.59071123765426
2034,DISTPV,Assam,141,33.59071123765426
2035,DISTPV,Assam,141,33.590711237654205
2036,DISTPV,Assam,141,33.590711237654205
2037,DISTPV,Assam,141,33.59071123765409
2038,DISTPV,Assam,141,38.25110293761679
2039,DISTPV,Assam,141,38.251102937616906
2040,DISTPV,Assam,141,114.75330881285072
2018,DISTPV,Bihar,130,14.35
2019,DISTPV,Bihar,130,6.049999999999999
2020,DISTPV,Bihar,130,12.860000000000007
2021,DISTPV,Bihar,130,8.039999999999992
2022,DISTPV,Bihar,130,10.400000000000006
2023,DISTPV,Bihar,130,0.12999999999999545
2024,DISTPV,Bihar,130,41.34
2025,DISTPV,Bihar,130,39.11
2026,DISTPV,Bihar,130,357.61570111820026
2027,DISTPV,Bihar,130,196.60881510788857
2028,DISTPV,Bihar,130,226.87187462745635
2029,DISTPV,Bihar,130,259.0210503047715
2030,DISTPV,Bihar,130,304.0105172030312
2031,DISTPV,Bihar,130,111.53812690168161
2032,DISTPV,Bihar,130,108.53103293893105
2033,DISTPV,Bihar,130,147.17219036027268
2034,DISTPV,Bihar,130,147.17219036027313
2035,DISTPV,Bihar,130,147.17219036027268
2036,DISTPV,Bihar,130,147.17219036027336
2037,DISTPV,Bihar,130,147.172190360272
2038,DISTPV,Bihar,130,179.75405344667297
2039,DISTPV,Bihar,130,179.75405344667297
2040,DISTPV,Bihar,130,539.262160340018
2018,DISTPV,Chandigarh,122,19.669999999999998
2019,DISTPV,Chandigarh,122,9.510000000000002
2020,DISTPV,Chandigarh,122,5.840000000000003
2021,DISTPV,Chandigarh,122,4.609999999999999
2022,DISTPV,Chandigarh,122,9.200000000000003
2023,DISTPV,Chandigarh,122,3.519999999999996
2024,DISTPV,Chandigarh,122,6.829999999999998
2025,DISTPV,Chandigarh,122,13.330000000000005
2026,DISTPV,Chandigarh,122,13.329999999999998
2027,DISTPV,Chandigarh,122,13.330000000000013
2028,DISTPV,Chandigarh,122,6.585000000000008
2029,DISTPV,Chandigarh,122,6.585000000000008
2030,DISTPV,Chandigarh,122,6.585000000000008
2031,DISTPV,Chandigarh,122,6.585000000000008
2032,DISTPV,Chandigarh,122,6.585000000000008
2033,DISTPV,Chandigarh,122,6.585000000000008
2034,DISTPV,Chandigarh,122,6.585000000000008
2035,DISTPV,Chandigarh,122,6.585000000000008
2036,DISTPV,Chandigarh,122,6.585000000000008
2037,DISTPV,Chandigarh,122,6.585000000000008
2038,DISTPV,Chandigarh,122,6.585000000000008
2039,DISTPV,Chandigarh,122,6.585000000000008
2040,DISTPV,Chandigarh,122,6.585000000000008
2018,DISTPV,Chhattisgarh,133,142.76
2019,DISTPV,Chhattisgarh,132,65.35000000000002
2020,DISTPV,Chhattisgarh,131,0.12000000000000455
2021,DISTPV,Chhattisgarh,132,14.339999999999975
2022,DISTPV,Chhattisgarh,132,6.8799999999999955
2023,DISTPV,Chhattisgarh,131,212.19
2024,DISTPV,Chhattisgarh,132,22.79000000000002
2025,DISTPV,Chhattisgarh,131,33.69999999999999
2026,DISTPV,Chhattisgarh,133,33.69999999999993
2027,DISTPV,Chhattisgarh,133,46.83095915880267
2028,DISTPV,Chhattisgarh,132,181.16819211902646
2029,DISTPV,Chhattisgarh,133,203.69351012670074
2030,DISTPV,Chhattisgarh,131,238.22392006694417
2031,DISTPV,Chhattisgarh,133,61.311372905421194
2032,DISTPV,Chhattisgarh,131,64.3927121847994
2033,DISTPV,Chhattisgarh,133,84.08416855600603
2034,DISTPV,Chhattisgarh,132,84.08416855600626
2035,DISTPV,Chhattisgarh,133,84.08416855600603
2036,DISTPV,Chhattisgarh,133,84.08416855600603
2037,DISTPV,Chhattisgarh,133,84.08416855600626
2038,DISTPV,Chhattisgarh,131,83.81728090188699
2039,DISTPV,Chhattisgarh,131,83.81728090188699
2040,DISTPV,Chhattisgarh,132,251.45184270565983
2018,DISTPV,Dadra_Nagar_Haveli,137,2.97
2019,DISTPV,Dadra_Nagar_Haveli,137,0.0
2020,DISTPV,Dadra_Nagar_Haveli,137,0.0
2021,DISTPV,Dadra_Nagar_Haveli,137,0.0
2022,DISTPV,Dadra_Nagar_Haveli,137,0.0
2023,DISTPV,Dadra_Nagar_Haveli,137,0.0
2024,DISTPV,Dadra_Nagar_Haveli,137,30.85
2025,DISTPV,Dadra_Nagar_Haveli,137,0.0
2026,DISTPV,Dadra_Nagar_Haveli,137,61.06468294533321
2027,DISTPV,Dadra_Nagar_Haveli,137,33.64765344918841
2028,DISTPV,Dadra_Nagar_Haveli,137,36.95902000175829
2029,DISTPV,Dadra_Nagar_Haveli,137,40.26236871763916
2030,DISTPV,Dadra_Nagar_Haveli,137,45.8219366778134
2031,DISTPV,Dadra_Nagar_Haveli,137,7.817390771805464
2032,DISTPV,Dadra_Nagar_Haveli,137,7.721176731537014
2033,DISTPV,Dadra_Nagar_Haveli,137,12.791656653680434
2034,DISTPV,Dadra_Nagar_Haveli,137,12.791656653680377
2035,DISTPV,Dadra_Nagar_Haveli,137,12.791656653680377
2036,DISTPV,Dadra_Nagar_Haveli,137,12.791656653680434
2037,DISTPV,Dadra_Nagar_Haveli,137,12.79165665368049
2038,DISTPV,Dadra_Nagar_Haveli,137,15.384625038913043
2039,DISTPV,Dadra_Nagar_Haveli,137,15.3846250389131
2040,DISTPV,Dadra_Nagar_Haveli,137,46.1538751167393
2018,DISTPV,Delhi,138,68.14
2019,DISTPV,Delhi,138,51.25
2020,DISTPV,Delhi,138,38.269999999999996
2021,DISTPV,Delhi,138,27.810000000000002
2022,DISTPV,Delhi,138,16.689999999999998
2023,DISTPV,Delhi,138,7.140000000000015
2024,DISTPV,Delhi,138,37.370000000000005
2025,DISTPV,Delhi,138,56.889999999999986
2026,DISTPV,Delhi,138,140.5835206245319
2027,DISTPV,Delhi,138,152.47202790120411
2028,DISTPV,Delhi,138,165.46439051636935
2029,DISTPV,Delhi,138,179.38846264958386
2030,DISTPV,Delhi,138,197.75276667416824
2031,DISTPV,Delhi,138,49.35310011661727
2032,DISTPV,Delhi,138,50.152444998338524
2033,DISTPV,Delhi,138,60.49235782318874
2034,DISTPV,Delhi,138,60.49235782318897
2035,DISTPV,Delhi,138,60.49235782318874
2036,DISTPV,Delhi,138,60.49235782318874
2037,DISTPV,Delhi,138,60.49235782318874
2038,DISTPV,Delhi,138,74.65365488904308
2039,DISTPV,Delhi,138,74.65365488904399
2040,DISTPV,Delhi,138,223.96096466713016
2018,DISTPV,Goa,117,0.83
2019,DISTPV,Goa,117,2.2600000000000002
2020,DISTPV,Goa,117,0.8599999999999999
2021,DISTPV,Goa,117,2.66
2022,DISTPV,Goa,117,12.39
2023,DISTPV,Goa,117,6.540000000000003
2024,DISTPV,Goa,117,16.98999999999999
2025,DISTPV,Goa,117,11.960000000000008
2026,DISTPV,Goa,117,11.960000000000015
2027,DISTPV,Goa,117,11.960000000000008
2028,DISTPV,Goa,117,6.950000000000003
2029,DISTPV,Goa,117,19.425711985089464
2030,DISTPV,Goa,117,22.816953605777627
2031,DISTPV,Goa,117,5.304988868799924
2032,DISTPV,Goa,117,5.422877510328817
2033,DISTPV,Goa,117,7.6580461537164695
2034,DISTPV,Goa,117,7.6580461537164695
2035,DISTPV,Goa,117,7.658046153716526
2036,DISTPV,Goa,117,7.658046153716498
2037,DISTPV,Goa,117,7.6580461537164695
2038,DISTPV,Goa,117,8.780346021071466
2039,DISTPV,Goa,117,8.780346021071495
2040,DISTPV,Goa,117,26.341038063214512
2018,DISTPV,Gujarat,19,131.88
2019,DISTPV,Gujarat,24,232.98000000000002
2020,DISTPV,Gujarat,23,195.4699999999999
2021,DISTPV,Gujarat,18,484.3700000000001
2022,DISTPV,Gujarat,22,801.6599999999999
2023,DISTPV,Gujarat,18,700.0500000000004
2024,DISTPV,Gujarat,20,970.0999999999999
2025,DISTPV,Gujarat,23,1683.7199999999993
2026,DISTPV,Gujarat,19,1683.7199999999993
2027,DISTPV,Gujarat,17,1683.7199999999993
2028,DISTPV,Gujarat,23,564.1049999999996
2029,DISTPV,Gujarat,24,564.1049999999996
2030,DISTPV,Gujarat,17,564.1049999999996
2031,DISTPV,Gujarat,16,564.1049999999996
2032,DISTPV,Gujarat,26,564.1049999999996
2033,DISTPV,Gujarat,24,564.1049999999996
2034,DISTPV,Gujarat,16,564.1049999999996
2035,DISTPV,Gujarat,17,564.1049999999996
2036,DISTPV,Gujarat,19,564.1049999999996
2037,DISTPV,Gujarat,18,564.1049999999996
2038,DISTPV,Gujarat,22,564.1049999999996
2039,DISTPV,Gujarat,23,564.1049999999996
2040,DISTPV,Gujarat,23,564.1049999999996
2018,DISTPV,Haryana,123,96.1
2019,DISTPV,Haryana,123,8.620000000000005
2020,DISTPV,Haryana,123,27.620000000000005
2021,DISTPV,Haryana,123,209.11999999999998
2022,DISTPV,Haryana,123,303.36999999999995
2023,DISTPV,Haryana,123,118.52999999999997
2024,DISTPV,Haryana,123,446.5600000000002
2025,DISTPV,Haryana,123,588.25
2026,DISTPV,Haryana,123,588.25
2027,DISTPV,Haryana,123,588.25
2028,DISTPV,Haryana,123,185.63666666666677
2029,DISTPV,Haryana,123,185.63666666666677
2030,DISTPV,Haryana,123,185.63666666666677
2031,DISTPV,Haryana,123,185.63666666666677
2032,DISTPV,Haryana,123,185.63666666666677
2033,DISTPV,Haryana,123,185.63666666666677
2034,DISTPV,Haryana,123,185.63666666666631
2035,DISTPV,Haryana,123,185.63666666666631
2036,DISTPV,Haryana,123,185.63666666666631
2037,DISTPV,Haryana,123,185.63666666666631
2038,DISTPV,Haryana,123,185.63666666666631
2039,DISTPV,Haryana,123,185.63666666666631
2040,DISTPV,Haryana,123,185.63666666666631
2018,DISTPV,Himachal_Pradesh,124,7.970000000000001
2019,DISTPV,Himachal_Pradesh,124,4.949999999999999
2020,DISTPV,Himachal_Pradesh,124,10.26
2021,DISTPV,Himachal_Pradesh,124,3.1000000000000014
2022,DISTPV,Himachal_Pradesh,124,16.729999999999997
2023,DISTPV,Himachal_Pradesh,124,6.380000000000003
2024,DISTPV,Himachal_Pradesh,124,3.989999999999995
2025,DISTPV,Himachal_Pradesh,124,5.829999999999998
2026,DISTPV,Himachal_Pradesh,124,81.30599766767678
2027,DISTPV,Himachal_Pradesh,124,49.31948202205149
2028,DISTPV,Himachal_Pradesh,124,53.83799658968039
2029,DISTPV,Himachal_Pradesh,124,58.346866515756005
2030,DISTPV,Himachal_Pradesh,124,65.82628604018748
2031,DISTPV,Himachal_Pradesh,124,13.116712512220317
2032,DISTPV,Himachal_Pradesh,124,13.02026609668917
2033,DISTPV,Himachal_Pradesh,124,18.512889461181373
2034,DISTPV,Himachal_Pradesh,124,18.512889461181373
2035,DISTPV,Himachal_Pradesh,124,18.512889461181373
2036,DISTPV,Himachal_Pradesh,124,18.512889461181373
2037,DISTPV,Himachal_Pradesh,124,18.512889461181544
2038,DISTPV,Himachal_Pradesh,124,20.470751696461264
2039,DISTPV,Himachal_Pradesh,124,20.47075169646132
2040,DISTPV,Himachal_Pradesh,124,61.412255089384075
2018,DISTPV,Jammu_Kashmir,126,22.189999999999998
2019,DISTPV,Jammu_Kashmir,126,5.390000000000001
2020,DISTPV,Jammu_Kashmir,127,4.560000000000002
2021,DISTPV,Jammu_Kashmir,128,1.5
2022,DISTPV,Jammu_Kashmir,128,10.799999999999997
2023,DISTPV,Jammu_Kashmir,126,2.510000000000005
2024,DISTPV,Jammu_Kashmir,126,15.999999999999993
2025,DISTPV,Jammu_Kashmir,128,9.050000000000004
2026,DISTPV,Jammu_Kashmir,126,112.7181100775584
2027,DISTPV,Jammu_Kashmir,128,73.35174886988008
2028,DISTPV,Jammu_Kashmir,127,77.5277632051052
2029,DISTPV,Jammu_Kashmir,126,85.39549813968563
2030,DISTPV,Jammu_Kashmir,127,93.14093667631943
2031,DISTPV,Jammu_Kashmir,126,26.318184838161642
2032,DISTPV,Jammu_Kashmir,126,24.801709503620827
2033,DISTPV,Jammu_Kashmir,127,48.987045161589435
2034,DISTPV,Jammu_Kashmir,127,48.98704516158932
2035,DISTPV,Jammu_Kashmir,126,48.98704516158932
2036,DISTPV,Jammu_Kashmir,127,48.98704516158955
2037,DISTPV,Jammu_Kashmir,128,48.98704516158955
2038,DISTPV,Jammu_Kashmir,128,48.51253513755546
2039,DISTPV,Jammu_Kashmir,127,48.51253513755569
2040,DISTPV,Jammu_Kashmir,128,145.53760541266706
2018,DISTPV,Jharkhand,125,19.54
2019,DISTPV,Jharkhand,125,10.93
2020,DISTPV,Jharkhand,125,5.930000000000007
2021,DISTPV,Jharkhand,125,14.409999999999997
2022,DISTPV,Jharkhand,125,18.930000000000007
2023,DISTPV,Jharkhand,125,17.049999999999983
2024,DISTPV,Jharkhand,125,54.610000000000014
2025,DISTPV,Jharkhand,125,37.47
2026,DISTPV,Jharkhand,125,44.37946376818755
2027,DISTPV,Jharkhand,125,86.07381896309559
2028,DISTPV,Jharkhand,125,97.33096155963545
2029,DISTPV,Jharkhand,125,109.13351787429639
2030,DISTPV,Jharkhand,125,131.48565304306965
2031,DISTPV,Jharkhand,125,34.051505104330204
2032,DISTPV,Jharkhand,125,32.82309582928224
2033,DISTPV,Jharkhand,125,47.03333432303725
2034,DISTPV,Jharkhand,125,47.033334323037366
2035,DISTPV,Jharkhand,125,47.033334323037366
2036,DISTPV,Jharkhand,125,47.03333432303725
2037,DISTPV,Jharkhand,125,47.03333432303714
2038,DISTPV,Jharkhand,125,52.85108064966437
2039,DISTPV,Jharkhand,125,52.851080649664596
2040,DISTPV,Jharkhand,125,158.55324194899345
2018,DISTPV,Karnataka,40,151.49
2019,DISTPV,Karnataka,30,33.20999999999998
2020,DISTPV,Karnataka,38,76.32
2021,DISTPV,Karnataka,32,31.110000000000014
2022,DISTPV,Karnataka,30,85.42000000000002
2023,DISTPV,Karnataka,39,246.6599999999999
2024,DISTPV,Karnataka,35,0.0
2025,DISTPV,Karnataka,36,111.65000000000009
2026,DISTPV,Karnataka,39,111.65000000000009
2027,DISTPV,Karnataka,34,258.26921203132986
2028,DISTPV,Karnataka,36,304.89659850199587
2029,DISTPV,Karnataka,28,327.20325454441604
2030,DISTPV,Karnataka,29,363.08606492478566
2031,DISTPV,Karnataka,29,74.00589440060594
2032,DISTPV,Karnataka,39,69.94649934909603
2033,DISTPV,Karnataka,30,93.02980493785935
2034,DISTPV,Karnataka,36,93.02980493785981
2035,DISTPV,Karnataka,28,93.02980493785981
2036,DISTPV,Karnataka,33,93.02980493786026
2037,DISTPV,Karnataka,37,93.02980493785981
2038,DISTPV,Karnataka,36,105.90457267519332
2039,DISTPV,Karnataka,30,105.90457267519287
2040,DISTPV,Karnataka,34,317.7137180255809
2018,DISTPV,Kerala,134,58.64
2019,DISTPV,Kerala,134,0.10000000000000142
2020,DISTPV,Kerala,135,3.6399999999999935
2021,DISTPV,Kerala,135,65.02000000000001
2022,DISTPV,Kerala,134,67.88
2023,DISTPV,Kerala,135,266.30999999999995
2024,DISTPV,Kerala,134,238.41000000000003
2025,DISTPV,Kerala,136,515.73
2026,DISTPV,Kerala,134,515.73
2027,DISTPV,Kerala,136,515.73
2028,DISTPV,Kerala,134,106.89333333333343
2029,DISTPV,Kerala,135,106.89333333333343
2030,DISTPV,Kerala,136,106.89333333333343
2031,DISTPV,Kerala,135,106.89333333333343
2032,DISTPV,Kerala,136,106.89333333333343
2033,DISTPV,Kerala,136,106.89333333333343
2034,DISTPV,Kerala,134,106.89333333333343
2035,DISTPV,Kerala,134,106.89333333333343
2036,DISTPV,Kerala,134,106.89333333333343
2037,DISTPV,Kerala,134,106.89333333333343
2038,DISTPV,Kerala,135,106.89333333333343
2039,DISTPV,Kerala,134,106.89333333333343
2040,DISTPV,Kerala,134,106.89333333333343
2018,DISTPV,Madhya_Pradesh,51,34.86
2019,DISTPV,Madhya_Pradesh,54,49.540000000000006
2020,DISTPV,Madhya_Pradesh,48,16.409999999999997
2021,DISTPV,Madhya_Pradesh,49,57.589999999999975
2022,DISTPV,Madhya_Pradesh,46,100.53000000000003
2023,DISTPV,Madhya_Pradesh,44,84.19
2024,DISTPV,Madhya_Pradesh,53,101.98000000000002
2025,DISTPV,Madhya_Pradesh,42,170.03999999999996
2026,DISTPV,Madhya_Pradesh,56,393.48233372373704
2027,DISTPV,Madhya_Pradesh,48,410.44181078667407
2028,DISTPV,Madhya_Pradesh,47,441.8321218493177
2029,DISTPV,Madhya_Pradesh,55,494.4410892542521
2030,DISTPV,Madhya_Pradesh,52,574.2291139885897
2031,DISTPV,Madhya_Pradesh,50,151.32211587546863
2032,DISTPV,Madhya_Pradesh,48,144.26985108531835
2033,DISTPV,Madhya_Pradesh,48,233.45780244126263
2034,DISTPV,Madhya_Pradesh,41,233.45780244126263
2035,DISTPV,Madhya_Pradesh,47,233.45780244126308
2036,DISTPV,Madhya_Pradesh,53,233.45780244126263
2037,DISTPV,Madhya_Pradesh,51,233.45780244126308
2038,DISTPV,Madhya_Pradesh,49,271.1735001248944
2039,DISTPV,Madhya_Pradesh,43,271.17350012489715
2040,DISTPV,Madhya_Pradesh,49,813.520500374686
2018,DISTPV,Maharashtra,70,164.1
2019,DISTPV,Maharashtra,75,37.06
2020,DISTPV,Maharashtra,71,52.22
2021,DISTPV,Maharashtra,69,428.1700000000001
2022,DISTPV,Maharashtra,59,303.2299999999999
2023,DISTPV,Maharashtra,62,728.98
2024,DISTPV,Maharashtra,67,687.4400000000003
2025,DISTPV,Maharashtra,64,2291.3699999999994
2026,DISTPV,Maharashtra,67,2291.369999999999
2027,DISTPV,Maharashtra,60,2291.369999999999
2028,DISTPV,Maharashtra,62,372.85000000000036
2029,DISTPV,Maharashtra,72,372.85000000000036
2030,DISTPV,Maharashtra,70,372.85000000000036
2031,DISTPV,Maharashtra,69,372.85000000000036
2032,DISTPV,Maharashtra,72,372.85000000000036
2033,DISTPV,Maharashtra,75,372.85000000000036
2034,DISTPV,Maharashtra,62,372.85000000000036
2035,DISTPV,Maharashtra,71,372.85000000000036
2036,DISTPV,Maharashtra,65,372.85000000000036
2037,DISTPV,Maharashtra,67,372.85000000000036
2038,DISTPV,Maharashtra,60,372.85000000000036
2039,DISTPV,Maharashtra,72,372.85000000000036
2040,DISTPV,Maharashtra,59,372.85000000000036
2018,DISTPV,Manipur,146,4.829999999999999
2019,DISTPV,Manipur,146,3.38
2020,DISTPV,Manipur,146,1.7700000000000014
2021,DISTPV,Manipur,146,1.4100000000000001
2022,DISTPV,Manipur,146,0.8599999999999994
2023,DISTPV,Manipur,146,0.030000000000001137
2024,DISTPV,Manipur,146,0.16000000000000014
2025,DISTPV,Manipur,146,0.75
2026,DISTPV,Manipur,146,0.75
2027,DISTPV,Manipur,146,2.3391076698627096
2028,DISTPV,Manipur,146,4.993105078877072
