t,i,r,rs,value
2025,HYDRO-ROR,Jammu_Kashmir,127,0
2025,HYDRO-ROR,Kerala,135,60
2025,HYDRO-ROR,Punjab,129,0
2025,HYDRO-ROR,Sikkim,140,120
2025,HYDRO-ROR,Uttarakhand,116,0
2025,HYDRO-ROR,West_Bengal,112,0
2026,HYDRO-ROR,Himachal_Pradesh,124,0
2026,HYDRO-ROR,Jammu_Kashmir,127,624
2026,HYDRO-ROR,Punjab,129,206
2026,HYDRO-ROR,Sikkim,140,0
2026,HYDRO-ROR,Uttarakhand,116,444
2026,HYDRO-ROR,West_Bengal,112,0
2027,HYDRO-ROR,Himachal_Pradesh,124,564
2027,HYDRO-ROR,Jammu_Kashmir,128,37.5
2027,HYDRO-ROR,Sikkim,140,500
2027,HYDRO-ROR,Uttarakhand,116,0
2027,HYDRO-ROR,West_Bengal,112,0
2028,HYDRO-ROR,Himachal_Pradesh,124,210
2028,HYDRO-ROR,Uttarakhand,116,0
2028,HYDRO-ROR,West_Bengal,112,0
2029,HYDRO-ROR,Uttarakhand,116,520
2029,HYDRO-ROR,West_Bengal,112,120
2023,HYDRO-STORAGE,Andhra_Pradesh,4,0
2023,HYDRO-STORAGE,Madhya_Pradesh,56,0
2023,HYDRO-STORAGE,Uttarakhand,116,0
2023,HYDRO-STORAGE,Jammu_Kashmir,126,0
2023,HYDRO-STORAGE,Kerala,135,0
2023,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2024,HYDRO-STORAGE,Andhra_Pradesh,4,0
2024,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2024,HYDRO-STORAGE,Jammu_Kashmir,126,0
2024,HYDRO-STORAGE,Kerala,135,0
2024,HYDRO-STORAGE,Madhya_Pradesh,56,0
2024,HYDRO-STORAGE,Uttarakhand,116,0
2025,HYDRO-STORAGE,Andhra_Pradesh,4,0
2025,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2025,HYDRO-STORAGE,Jammu_Kashmir,126,0
2025,HYDRO-STORAGE,Kerala,135,0
2025,HYDRO-STORAGE,Madhya_Pradesh,56,0
2025,HYDRO-STORAGE,Uttarakhand,116,0
2026,HYDRO-STORAGE,Andhra_Pradesh,4,0
2026,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2026,HYDRO-STORAGE,Jammu_Kashmir,126,1000
2026,HYDRO-STORAGE,Kerala,135,40
2026,HYDRO-STORAGE,Madhya_Pradesh,56,0
2026,HYDRO-STORAGE,Uttarakhand,116,0
2027,HYDRO-STORAGE,Andhra_Pradesh,4,960
2027,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2027,HYDRO-STORAGE,Madhya_Pradesh,56,0
2027,HYDRO-STORAGE,Uttarakhand,116,0
2028,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2028,HYDRO-STORAGE,Madhya_Pradesh,56,1920
2028,HYDRO-STORAGE,Uttarakhand,116,300
2029,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2030,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2031,HYDRO-STORAGE,Arunachal_Pradesh,144,0
2032,HYDRO-STORAGE,Arunachal_Pradesh,144,2800
2023,OFSWIND,Tamil_Nadu,103,0
2024,OFSWIND,Tamil_Nadu,103,0
2025,OFSWIND,Tamil_Nadu,103,0
2026,OFSWIND,Tamil_Nadu,103,0
2027,OFSWIND,Tamil_Nadu,103,0
2028,OFSWIND,Tamil_Nadu,103,500
2029,OFSWIND,Tamil_Nadu,103,1500
2030,OFSWIND,Tamil_Nadu,103,1500
2031,OFSWIND,Tamil_Nadu,103,1500
2032,OFSWIND,Tamil_Nadu,103,1500
2033,OFSWIND,Tamil_Nadu,103,1500
2034,OFSWIND,Tamil_Nadu,103,1500
2035,OFSWIND,Tamil_Nadu,103,1500
2036,OFSWIND,Tamil_Nadu,102,1500
2037,OFSWIND,Tamil_Nadu,102,1500
2038,OFSWIND,Tamil_Nadu,102,1500
2039,OFSWIND,Tamil_Nadu,102,1500
2040,OFSWIND,Tamil_Nadu,102,1500
2041,OFSWIND,Tamil_Nadu,103,1500
2042,OFSWIND,Tamil_Nadu,103,1500
2043,OFSWIND,Tamil_Nadu,103,1500
2023,OFSWIND,Gujarat,25,0
2024,OFSWIND,Gujarat,25,0
2025,OFSWIND,Gujarat,25,0
2026,OFSWIND,Gujarat,25,0
2027,OFSWIND,Gujarat,25,0
2028,OFSWIND,Gujarat,25,500
2029,OFSWIND,Gujarat,25,1500
2030,OFSWIND,Gujarat,25,1500
2031,OFSWIND,Gujarat,25,1500
2032,OFSWIND,Gujarat,25,1500
2033,OFSWIND,Gujarat,27,1500
2034,OFSWIND,Gujarat,27,1500
2035,OFSWIND,Gujarat,19,1500
2036,OFSWIND,Gujarat,19,1500
2037,OFSWIND,Gujarat,19,1500
2038,OFSWIND,Gujarat,25,1500
2039,OFSWIND,Gujarat,25,1500
2040,OFSWIND,Gujarat,25,1500
2041,OFSWIND,Gujarat,25,1500
2042,OFSWIND,Gujarat,25,1500
2043,OFSWIND,Gujarat,27,1500
2023,ONSWIND,Andhra_Pradesh,10,1473.69
2023,ONSWIND,Andhra_Pradesh,11,84.4
2023,ONSWIND,Andhra_Pradesh,14,55.57
2023,ONSWIND,Gujarat,19,1036.15
2023,ONSWIND,Gujarat,20,821.375
2023,ONSWIND,Gujarat,23,1312.585
2023,ONSWIND,Gujarat,24,387.665
2023,ONSWIND,Karnataka,31,665.1
2023,ONSWIND,Karnataka,32,92.9
2023,ONSWIND,Karnataka,34,1874.16
2023,ONSWIND,Karnataka,35,342.65
2023,ONSWIND,Karnataka,36,165.5
2023,ONSWIND,Madhya_Pradesh,49,118.35
2023,ONSWIND,Madhya_Pradesh,50,73.7
2023,ONSWIND,Maharashtra,59,547.9
2023,ONSWIND,Maharashtra,64,29.7
2023,ONSWIND,Maharashtra,65,319.7
2023,ONSWIND,Maharashtra,69,1419.71
2023,ONSWIND,Maharashtra,70,522.4
2023,ONSWIND,Maharashtra,74,80.1
2023,ONSWIND,Maharashtra,75,1078.1
2023,ONSWIND,Rajasthan,83,3464.32
2023,ONSWIND,Rajasthan,84,416
2023,ONSWIND,Rajasthan,85,7.2
2023,ONSWIND,Rajasthan,90,2.925
2023,ONSWIND,Rajasthan,93,348
2023,ONSWIND,Tamil_Nadu,99,2945.5
2023,ONSWIND,Tamil_Nadu,101,4908.9
2023,ONSWIND,Tamil_Nadu,102,2.9
2023,ONSWIND,Telangana,111,87
2023,ONSWIND,Andhra_Pradesh,sk,2483.6649
2023,ONSWIND,Arunachal_Pradesh,sk,0
2023,ONSWIND,Assam,sk,0.1
2023,ONSWIND,Bihar,sk,0.1
2023,ONSWIND,Chandigarh,sk,0.1
2023,ONSWIND,Chhattisgarh,sk,0.1
2023,ONSWIND,Dadra_Nagar_Haveli,sk,0.1
2023,ONSWIND,Daman_Diu,sk,0.1
2023,ONSWIND,Delhi,sk,0.1
2023,ONSWIND,Goa,sk,0.1
2023,ONSWIND,Gujarat,sk,8756.705
2023,ONSWIND,Haryana,sk,0.1
2023,ONSWIND,Himachal_Pradesh,sk,0.1
2023,ONSWIND,Jammu_Kashmir,sk,0
2023,ONSWIND,Jharkhand,sk,0.1
2023,ONSWIND,Karnataka,sk,3584.05
2023,ONSWIND,Kerala,sk,63.5
2023,ONSWIND,Madhya_Pradesh,sk,2652.24
2023,ONSWIND,Maharashtra,sk,1218.77
2023,ONSWIND,Manipur,sk,0
2023,ONSWIND,Meghalaya,sk,0.1
2023,ONSWIND,Mizoram,sk,0.1
2023,ONSWIND,Nagaland,sk,0
2023,ONSWIND,Odisha,sk,0.1
2023,ONSWIND,Puducherry,sk,0.1
2023,ONSWIND,Punjab,sk,0.1
2023,ONSWIND,Rajasthan,sk,957.375
2023,ONSWIND,Sikkim,sk,0
2023,ONSWIND,Tamil_Nadu,sk,3271.54
2023,ONSWIND,Telangana,sk,41.1
2023,ONSWIND,Tripura,sk,0.1
2023,ONSWIND,Uttar_Pradesh,sk,0.1
2023,ONSWIND,Uttarakhand,sk,0.1
2023,ONSWIND,West_Bengal,sk,0.1
2023,UPV,Andhra_Pradesh,1,879.28
2023,UPV,Andhra_Pradesh,2,280.64
2023,UPV,Andhra_Pradesh,4,159.165
2023,UPV,Andhra_Pradesh,5,542.75
2023,UPV,Andhra_Pradesh,11,1867.23
2023,UPV,Andhra_Pradesh,12,494.84
2023,UPV,Gujarat,19,2248.1
2023,UPV,Gujarat,21,312.98
2023,UPV,Gujarat,23,2051.87
2023,UPV,Gujarat,25,244.94
2023,UPV,Gujarat,26,1908.5
2023,UPV,Gujarat,27,619.15
2023,UPV,Karnataka,28,1027.84
2023,UPV,Karnataka,30,353.605
2023,UPV,Karnataka,32,1109.1
2023,UPV,Karnataka,36,46.59
2023,UPV,Karnataka,39,4908.22
2023,UPV,Karnataka,40,121.51
2023,UPV,Madhya_Pradesh,41,591.5
2023,UPV,Madhya_Pradesh,44,545.655
2023,UPV,Madhya_Pradesh,51,401.95
2023,UPV,Madhya_Pradesh,56,177.83
2023,UPV,Madhya_Pradesh,57,430.7
2023,UPV,Madhya_Pradesh,58,857.04
2023,UPV,Maharashtra,60,634.93
2023,UPV,Maharashtra,61,1296.055
2023,UPV,Maharashtra,66,812.37
2023,UPV,Maharashtra,74,4
2023,UPV,Rajasthan,80,6180.17
2023,UPV,Rajasthan,82,1259.5
2023,UPV,Rajasthan,83,1812.93
2023,UPV,Rajasthan,89,3030.165
2023,UPV,Rajasthan,90,430.89
2023,UPV,Rajasthan,93,1810.26
2023,UPV,Tamil_Nadu,95,1433.63
2023,UPV,Tamil_Nadu,97,1698.39
2023,UPV,Tamil_Nadu,98,407.29
2023,UPV,Tamil_Nadu,101,634.36
2023,UPV,Tamil_Nadu,102,1964.12
2023,UPV,Telangana,104,1286.98
2023,UPV,Telangana,108,516.07
2023,UPV,Telangana,110,2463.9
2023,UPV,Telangana,111,52.28
2023,UPV,West_Bengal,112,106.9
2023,UPV,Odisha,113,20
2023,UPV,Odisha,114,307.5
2023,UPV,Odisha,115,83.86
2023,UPV,Uttarakhand,116,298.4
2023,UPV,Goa,117,0.95
2023,UPV,Uttar_Pradesh,119,1445.7
2023,UPV,Uttar_Pradesh,121,697.78
2023,UPV,Chandigarh,122,6.34
2023,UPV,Haryana,123,265.8
2023,UPV,Himachal_Pradesh,124,37.5
2023,UPV,Jharkhand,125,20.025
2023,UPV,Jammu_Kashmir,126,0
2023,UPV,Jammu_Kashmir,127,7.13
2023,UPV,Jammu_Kashmir,128,1.36
2023,UPV,Punjab,129,857.425
2023,UPV,Bihar,130,142.495
2023,UPV,Chhattisgarh,131,107.815
2023,UPV,Chhattisgarh,133,194.85
2023,UPV,Kerala,134,95.345
2023,UPV,Kerala,135,0
2023,UPV,Kerala,136,150
2023,UPV,Dadra_Nagar_Haveli,137,12.64
2023,UPV,Delhi,138,9.4
2023,UPV,Puducherry,139,0.84
2023,UPV,Sikkim,140,0
2023,UPV,Assam,141,90.015
2023,UPV,Mizoram,142,11.05
2023,UPV,Nagaland,143,0
2023,UPV,Arunachal_Pradesh,144,1.27
2023,UPV,Tripura,145,5
2023,UPV,Manipur,146,0.3
2024,UPV,Andhra_Pradesh,3,74.615
2024,UPV,Arunachal_Pradesh,144,0
2024,UPV,Assam,141,14.985
2024,UPV,Bihar,130,3.565
2024,UPV,Chandigarh,122,0
2024,UPV,Chhattisgarh,132,229.665
2024,UPV,Dadra_Nagar_Haveli,137,0
2024,UPV,Delhi,138,0.44
2024,UPV,Goa,117,0
2024,UPV,Gujarat,22,2051.87
2024,UPV,Haryana,123,0
2024,UPV,Himachal_Pradesh,124,4.35
2024,UPV,Jammu_Kashmir,127,0
2024,UPV,Jharkhand,125,0.975
2024,UPV,Karnataka,36,353.605
2024,UPV,Kerala,135,77.445
2024,UPV,Madhya_Pradesh,52,545.655
2024,UPV,Maharashtra,63,1101.115
2024,UPV,Manipur,146,0.3
2024,UPV,Mizoram,142,10.95
2024,UPV,Nagaland,143,0
2024,UPV,Odisha,113,7.8
2024,UPV,Puducherry,139,0.04
2024,UPV,Punjab,129,28.845
2024,UPV,Rajasthan,81,3030.165
2024,UPV,Sikkim,140,0
2024,UPV,Tamil_Nadu,97,1433.63
2024,UPV,Telangana,106,41.26
2024,UPV,Tripura,145,0
2024,UPV,Uttar_Pradesh,121,291.98
2024,UPV,Uttarakhand,116,0
2024,UPV,West_Bengal,112,6.9
2025,UPV,Andhra_Pradesh,12,692.34
2025,UPV,Arunachal_Pradesh,144,0
2025,UPV,Assam,141,21
2025,UPV,Bihar,130,50
2025,UPV,Chandigarh,122,0
2025,UPV,Chhattisgarh,131,100.95
2025,UPV,Dadra_Nagar_Haveli,137,1.66
2025,UPV,Delhi,138,0
2025,UPV,Goa,117,1
2025,UPV,Gujarat,26,3045.52
2025,UPV,Haryana,123,1
2025,UPV,Himachal_Pradesh,124,103.2
2025,UPV,Jammu_Kashmir,128,0
2025,UPV,Jharkhand,125,0
2025,UPV,Karnataka,29,942.33
2025,UPV,Kerala,134,0.42
2025,UPV,Madhya_Pradesh,50,952.91
2025,UPV,Maharashtra,63,2146.23
2025,UPV,Manipur,146,0
2025,UPV,Mizoram,142,0
2025,UPV,Nagaland,143,0
2025,UPV,Odisha,115,92.84
2025,UPV,Puducherry,139,0.15
2025,UPV,Punjab,129,0
2025,UPV,Rajasthan,84,6431.14
2025,UPV,Sikkim,140,0.52
2025,UPV,Tamil_Nadu,101,1604.61
2025,UPV,Telangana,107,0
2025,UPV,Tripura,145,0
2025,UPV,Uttar_Pradesh,119,281.99
2025,UPV,Uttarakhand,116,0
2025,UPV,West_Bengal,112,126.55
2023,DISTPV,Andhra_Pradesh,1,29.61
2035,DISTPV,Andhra_Pradesh,1,178.4069058
2036,DISTPV,Andhra_Pradesh,1,178.4069058
2023,DISTPV,Andhra_Pradesh,2,36.66
2027,DISTPV,Andhra_Pradesh,2,361.1351488
2032,DISTPV,Andhra_Pradesh,2,152.809522
2037,DISTPV,Andhra_Pradesh,2,178.4069058
2025,DISTPV,Andhra_Pradesh,3,92.68
2023,DISTPV,Andhra_Pradesh,4,20.05
2024,DISTPV,Andhra_Pradesh,4,28.94
2038,DISTPV,Andhra_Pradesh,4,180.3463259
2039,DISTPV,Andhra_Pradesh,4,180.3463259
2023,DISTPV,Andhra_Pradesh,5,10.87
2034,DISTPV,Andhra_Pradesh,7,178.4069058
2031,DISTPV,Andhra_Pradesh,9,152.5134273
2040,DISTPV,Andhra_Pradesh,9,541.0389777
2033,DISTPV,Andhra_Pradesh,10,178.4069058
2023,DISTPV,Andhra_Pradesh,11,110.06
2028,DISTPV,Andhra_Pradesh,11,409.8822006
2023,DISTPV,Andhra_Pradesh,12,50.27
2026,DISTPV,Andhra_Pradesh,12,547.9735222
2029,DISTPV,Andhra_Pradesh,12,463.4473706
2030,DISTPV,Andhra_Pradesh,15,542.851735
2031,DISTPV,Gujarat,16,564.105
2034,DISTPV,Gujarat,16,564.105
2027,DISTPV,Gujarat,17,1683.72
2030,DISTPV,Gujarat,17,564.105
2035,DISTPV,Gujarat,17,564.105
2023,DISTPV,Gujarat,18,1184.42
2037,DISTPV,Gujarat,18,564.105
2023,DISTPV,Gujarat,19,131.88
2026,DISTPV,Gujarat,19,1683.72
2036,DISTPV,Gujarat,19,564.105
2024,DISTPV,Gujarat,20,970.1
2023,DISTPV,Gujarat,22,801.66
2038,DISTPV,Gujarat,22,564.105
2023,DISTPV,Gujarat,23,195.47
2025,DISTPV,Gujarat,23,1683.72
2028,DISTPV,Gujarat,23,564.105
2039,DISTPV,Gujarat,23,564.105
2040,DISTPV,Gujarat,23,564.105
2023,DISTPV,Gujarat,24,232.98
2029,DISTPV,Gujarat,24,564.105
2033,DISTPV,Gujarat,24,564.105
2032,DISTPV,Gujarat,26,564.105
2029,DISTPV,Karnataka,28,327.2032545
2035,DISTPV,Karnataka,28,93.02980494
2030,DISTPV,Karnataka,29,363.0860649
2031,DISTPV,Karnataka,29,74.0058944
2023,DISTPV,Karnataka,30,118.63
2033,DISTPV,Karnataka,30,93.02980494
2039,DISTPV,Karnataka,30,105.9045727
2023,DISTPV,Karnataka,32,31.11
2036,DISTPV,Karnataka,33,93.02980494
2027,DISTPV,Karnataka,34,258.269212
2040,DISTPV,Karnataka,34,317.713718
2024,DISTPV,Karnataka,35,0
2025,DISTPV,Karnataka,36,111.65
2028,DISTPV,Karnataka,36,304.8965985
2034,DISTPV,Karnataka,36,93.02980494
2038,DISTPV,Karnataka,36,105.9045727
2037,DISTPV,Karnataka,37,93.02980494
2023,DISTPV,Karnataka,38,76.32
2023,DISTPV,Karnataka,39,246.66
2026,DISTPV,Karnataka,39,111.65
2032,DISTPV,Karnataka,39,69.94649935
2023,DISTPV,Karnataka,40,151.49
2034,DISTPV,Madhya_Pradesh,41,233.4578024
2025,DISTPV,Madhya_Pradesh,42,170.04
2039,DISTPV,Madhya_Pradesh,43,271.1735001
2023,DISTPV,Madhya_Pradesh,44,84.19
2023,DISTPV,Madhya_Pradesh,46,100.53
2028,DISTPV,Madhya_Pradesh,47,441.8321218
2035,DISTPV,Madhya_Pradesh,47,233.4578024
2023,DISTPV,Madhya_Pradesh,48,16.41
2027,DISTPV,Madhya_Pradesh,48,410.4418108
2032,DISTPV,Madhya_Pradesh,48,144.2698511
2033,DISTPV,Madhya_Pradesh,48,233.4578024
2023,DISTPV,Madhya_Pradesh,49,57.59
2038,DISTPV,Madhya_Pradesh,49,271.1735001
2040,DISTPV,Madhya_Pradesh,49,813.5205004
2031,DISTPV,Madhya_Pradesh,50,151.3221159
2023,DISTPV,Madhya_Pradesh,51,34.86
2037,DISTPV,Madhya_Pradesh,51,233.4578024
2030,DISTPV,Madhya_Pradesh,52,574.229114
2024,DISTPV,Madhya_Pradesh,53,101.98
2036,DISTPV,Madhya_Pradesh,53,233.4578024
2023,DISTPV,Madhya_Pradesh,54,49.54
2029,DISTPV,Madhya_Pradesh,55,494.4410893
2026,DISTPV,Madhya_Pradesh,56,393.4823337
2023,DISTPV,Maharashtra,59,303.23
2040,DISTPV,Maharashtra,59,372.85
2027,DISTPV,Maharashtra,60,2291.37
2038,DISTPV,Maharashtra,60,372.85
2023,DISTPV,Maharashtra,62,728.98
2028,DISTPV,Maharashtra,62,372.85
2034,DISTPV,Maharashtra,62,372.85
2025,DISTPV,Maharashtra,64,2291.37
2036,DISTPV,Maharashtra,65,372.85
2024,DISTPV,Maharashtra,67,687.44
2026,DISTPV,Maharashtra,67,2291.37
2037,DISTPV,Maharashtra,67,372.85
2023,DISTPV,Maharashtra,69,428.17
2031,DISTPV,Maharashtra,69,372.85
2023,DISTPV,Maharashtra,70,164.1
2030,DISTPV,Maharashtra,70,372.85
2023,DISTPV,Maharashtra,71,52.22
2035,DISTPV,Maharashtra,71,372.85
2029,DISTPV,Maharashtra,72,372.85
2032,DISTPV,Maharashtra,72,372.85
2039,DISTPV,Maharashtra,72,372.85
2023,DISTPV,Maharashtra,75,37.06
2033,DISTPV,Maharashtra,75,372.85
2034,DISTPV,Rajasthan,76,276.8833333
2040,DISTPV,Rajasthan,78,276.8833333
2023,DISTPV,Rajasthan,79,459.1
2029,DISTPV,Rajasthan,79,276.8833333
2032,DISTPV,Rajasthan,79,276.8833333
2023,DISTPV,Rajasthan,80,253.18
2028,DISTPV,Rajasthan,81,276.8833333
2030,DISTPV,Rajasthan,81,276.8833333
2024,DISTPV,Rajasthan,82,362.63
2039,DISTPV,Rajasthan,82,276.8833333
2023,DISTPV,Rajasthan,83,139.4
2026,DISTPV,Rajasthan,84,507.75
2031,DISTPV,Rajasthan,85,276.8833333
2035,DISTPV,Rajasthan,85,276.8833333
2027,DISTPV,Rajasthan,87,507.75
2037,DISTPV,Rajasthan,88,276.8833333
2038,DISTPV,Rajasthan,88,276.8833333
2025,DISTPV,Rajasthan,90,507.75
2023,DISTPV,Rajasthan,91,219.44
2023,DISTPV,Rajasthan,94,379.75
2033,DISTPV,Rajasthan,94,276.8833333
2036,DISTPV,Rajasthan,94,276.8833333
2029,DISTPV,Tamil_Nadu,95,615.2055909
2023,DISTPV,Tamil_Nadu,96,10.33
2032,DISTPV,Tamil_Nadu,97,195.3541695
2023,DISTPV,Tamil_Nadu,98,175.65
2025,DISTPV,Tamil_Nadu,98,337.59
2034,DISTPV,Tamil_Nadu,98,208.7876266
2023,DISTPV,Tamil_Nadu,99,97.02
2036,DISTPV,Tamil_Nadu,99,208.7876266
2038,DISTPV,Tamil_Nadu,99,205.530877
2039,DISTPV,Tamil_Nadu,99,205.530877
2023,DISTPV,Tamil_Nadu,100,15.23
2028,DISTPV,Tamil_Nadu,100,556.5857914
2031,DISTPV,Tamil_Nadu,100,195.7098208
2035,DISTPV,Tamil_Nadu,100,208.7876266
2037,DISTPV,Tamil_Nadu,100,208.7876266
2023,DISTPV,Tamil_Nadu,101,152.59
2027,DISTPV,Tamil_Nadu,101,502.6538146
2024,DISTPV,Tamil_Nadu,102,214.19
2026,DISTPV,Tamil_Nadu,102,379.946946
2030,DISTPV,Tamil_Nadu,102,696.7039294
2033,DISTPV,Tamil_Nadu,102,208.7876266
2040,DISTPV,Tamil_Nadu,103,616.5926309
2023,DISTPV,Telangana,104,42.02
2028,DISTPV,Telangana,104,361.3035785
2023,DISTPV,Telangana,105,17.7
2029,DISTPV,Telangana,105,398.6736691
2023,DISTPV,Telangana,107,117.55
2024,DISTPV,Telangana,107,92.13
2031,DISTPV,Telangana,107,110.5416103
2033,DISTPV,Telangana,107,154.429816
2030,DISTPV,Telangana,108,450.8872185
2034,DISTPV,Telangana,108,154.429816
2035,DISTPV,Telangana,109,154.429816
2037,DISTPV,Telangana,109,154.429816
2039,DISTPV,Telangana,109,190.0678429
2040,DISTPV,Telangana,109,570.2035288
2023,DISTPV,Telangana,110,65.24
2032,DISTPV,Telangana,110,106.6199568
2038,DISTPV,Telangana,110,190.0678429
2023,DISTPV,Telangana,111,63.03
2025,DISTPV,Telangana,111,83.94
2026,DISTPV,Telangana,111,405.5448393
2027,DISTPV,Telangana,111,327.2538213
2036,DISTPV,Telangana,111,154.429816
2023,DISTPV,West_Bengal,112,66.18
2024,DISTPV,West_Bengal,112,14.09
2025,DISTPV,West_Bengal,112,0
2026,DISTPV,West_Bengal,112,621.5960884
2027,DISTPV,West_Bengal,112,263.7685774
2028,DISTPV,West_Bengal,112,297.4702247
2029,DISTPV,West_Bengal,112,328.3426275
2030,DISTPV,West_Bengal,112,379.6327169
2031,DISTPV,West_Bengal,112,94.68663758
2032,DISTPV,West_Bengal,112,96.12089555
2033,DISTPV,West_Bengal,112,140.6289937
2034,DISTPV,West_Bengal,112,140.6289937
2035,DISTPV,West_Bengal,112,140.6289937
2036,DISTPV,West_Bengal,112,140.6289937
2037,DISTPV,West_Bengal,112,140.6289937
2038,DISTPV,West_Bengal,112,150.2999903
2039,DISTPV,West_Bengal,112,150.2999903
2040,DISTPV,West_Bengal,112,450.8999708
2023,DISTPV,Odisha,113,13.94
2027,DISTPV,Odisha,113,157.9684061
2028,DISTPV,Odisha,113,174.1727509
2033,DISTPV,Odisha,113,59.51175504
2037,DISTPV,Odisha,113,59.51175504
2023,DISTPV,Odisha,114,12.89
2025,DISTPV,Odisha,114,35.97
2026,DISTPV,Odisha,114,348.5188898
2029,DISTPV,Odisha,114,191.7774712
2030,DISTPV,Odisha,114,223.7154464
2035,DISTPV,Odisha,114,59.51175504
2036,DISTPV,Odisha,114,59.51175504
2038,DISTPV,Odisha,114,58.90150739
2039,DISTPV,Odisha,114,58.90150739
2040,DISTPV,Odisha,114,176.7045222
2023,DISTPV,Odisha,115,22.78
2024,DISTPV,Odisha,115,26.86
2031,DISTPV,Odisha,115,39.74174828
2032,DISTPV,Odisha,115,36.51399208
2034,DISTPV,Odisha,115,59.51175504
2023,DISTPV,Uttarakhand,116,277.13
2024,DISTPV,Uttarakhand,116,0
2025,DISTPV,Uttarakhand,116,17.54
2026,DISTPV,Uttarakhand,116,17.54
2027,DISTPV,Uttarakhand,116,17.54
2028,DISTPV,Uttarakhand,116,41.14666667
2029,DISTPV,Uttarakhand,116,41.14666667
2030,DISTPV,Uttarakhand,116,62.30380678
2031,DISTPV,Uttarakhand,116,19.98952656
2032,DISTPV,Uttarakhand,116,41.14666667
2033,DISTPV,Uttarakhand,116,41.14666667
2034,DISTPV,Uttarakhand,116,41.14666667
2035,DISTPV,Uttarakhand,116,41.14666667
2036,DISTPV,Uttarakhand,116,41.14666667
2037,DISTPV,Uttarakhand,116,41.14666667
2038,DISTPV,Uttarakhand,116,41.14666667
2039,DISTPV,Uttarakhand,116,41.14666667
2040,DISTPV,Uttarakhand,116,41.14666667
2023,DISTPV,Goa,117,25.54
2024,DISTPV,Goa,117,16.99
2025,DISTPV,Goa,117,11.96
2026,DISTPV,Goa,117,11.96
2027,DISTPV,Goa,117,11.96
2028,DISTPV,Goa,117,6.95
2029,DISTPV,Goa,117,19.42571199
2030,DISTPV,Goa,117,22.81695361
2031,DISTPV,Goa,117,5.304988869
2032,DISTPV,Goa,117,5.42287751
2033,DISTPV,Goa,117,7.658046154
2034,DISTPV,Goa,117,7.658046154
2035,DISTPV,Goa,117,7.658046154
2036,DISTPV,Goa,117,7.658046154
2037,DISTPV,Goa,117,7.658046154
2038,DISTPV,Goa,117,8.780346021
2039,DISTPV,Goa,117,8.780346021
2040,DISTPV,Goa,117,26.34103806
2023,DISTPV,Uttar_Pradesh,119,115.79
2027,DISTPV,Uttar_Pradesh,119,610.21799
2030,DISTPV,Uttar_Pradesh,119,886.1494249
2031,DISTPV,Uttar_Pradesh,119,276.9500909
2038,DISTPV,Uttar_Pradesh,119,320.8383828
