t,st,rps_all,rps_solar,rps_wind
2039,CO,0.201149063,0,0
2040,CO,0.201505492,0,0
2041,CO,0.20187201,0,0
2042,CO,0.202258994,0,0
2043,CO,0.202653313,0,0
2044,CO,0.203022817,0,0
2045,CO,0.2033842,0,0
2046,CO,0.20372731,0,0
2047,CO,0.204072657,0,0
2048,CO,0.204389453,0,0
2049,CO,0.204735916,0,0
2050,CO,0.205091576,0,0
2010,CT,0.0999,0,0
2011,CT,0.1099,0,0
2012,CT,0.1198,0,0
2013,CT,0.1298,0,0
2014,CT,0.1398,0,0
2015,CT,0.156899767,0,0
2016,CT,0.173975075,0,0
2017,CT,0.184234101,0,0
2018,CT,0.208793717,0,0
2019,CT,0.233195798,0,0
2020,CT,0.247624372,0,0
2021,CT,0.262481834,0,0
2022,CT,0.277339297,0,0
2023,CT,0.297149246,0,0
2024,CT,0.316959196,0,0
2025,CT,0.336769146,0,0
2026,CT,0.356579096,0,0
2027,CT,0.376389045,0,0
2028,CT,0.396198995,0,0
2029,CT,0.416008945,0,0
2030,CT,0.435818895,0,0
2031,CT,0.435818895,0,0
2032,CT,0.435818895,0,0
2033,CT,0.435818895,0,0
2034,CT,0.435818895,0,0
2035,CT,0.435818895,0,0
2036,CT,0.435818895,0,0
2037,CT,0.435818895,0,0
2038,CT,0.435818895,0,0
2039,CT,0.435818895,0,0
2040,CT,0.435818895,0,0
2041,CT,0.435818895,0,0
2042,CT,0.435818895,0,0
2043,CT,0.435818895,0,0
2044,CT,0.435818895,0,0
2045,CT,0.435818895,0,0
2046,CT,0.435818895,0,0
2047,CT,0.435818895,0,0
2048,CT,0.435818895,0,0
2049,CT,0.435818895,0,0
2050,CT,0.435818895,0,0
2010,DE,0.0327,0,0
2011,DE,0.0453,0,0
2012,DE,0.0555,0,0
2013,DE,0.0713,0,0
2014,DE,0.0728,0,0
2015,DE,0.081982713,0,0
2016,DE,0.095835291,0,0
2017,DE,0.093431631,0.010786336,0
2018,DE,0.098393214,0.011973691,0
2019,DE,0.122923837,0.015158215,0
2020,DE,0.136144406,0.017378455,0
2021,DE,0.13444337,0.018273468,0
2022,DE,0.148105223,0.020841965,0
2023,DE,0.155980557,0.022755852,0
2024,DE,0.166749341,0.025050648,0
2025,DE,0.175590876,0.027115049,0
2026,DE,0.184956011,0.029255984,0
2027,DE,0.189476104,0.031359328,0
2028,DE,0.193696734,0.033415093,0
2029,DE,0.19800447,0.035476601,0
2030,DE,0.202320131,0.037532333,0
2031,DE,0.211365893,0.041740844,0
2032,DE,0.228682948,0.04834857,0
2033,DE,0.24711101,0.055184178,0
2034,DE,0.264430732,0.061803129,0
2035,DE,0.290090003,0.069942169,0
2036,DE,0.316182283,0.083245471,0
2037,DE,0.316182704,0.083183416,0
2038,DE,0.31600626,0.083068153,0
2039,DE,0.317187353,0.083296829,0
2040,DE,0.317484443,0.083319964,0
2041,DE,0.316982652,0.083136487,0
2042,DE,0.317564003,0.083216729,0
2043,DE,0.318043752,0.08327976,0
2044,DE,0.317115573,0.082981701,0
2045,DE,0.318003971,0.083126573,0
2046,DE,0.318164776,0.083097753,0
2047,DE,0.317627382,0.082884227,0
2048,DE,0.31886226,0.083110879,0
2049,DE,0.318806017,0.083025826,0
2050,DE,0.317941017,0.082722153,0
2010,IA,0.006513329,0,0
2011,IA,0.006483426,0,0
2012,IA,0.006475735,0,0
2013,IA,0.006337622,0,0
2014,IA,0.00627094,0,0
2015,IA,0.006278197,0,0
2016,IA,0.006111764,0,0
2017,IA,0.00604636,0,0
2018,IA,0.005776142,0,0
2019,IA,0.005795097,0,0
2020,IA,0.005841248,0,0
2021,IA,0.005590837,0,0
2022,IA,0.005471823,0,0
2023,IA,0.005520163,0,0
2024,IA,0.005504555,0,0
2025,IA,0.005479855,0,0
2026,IA,0.005455631,0,0
2027,IA,0.005435287,0,0
2028,IA,0.005415745,0,0
2029,IA,0.005390524,0,0
2030,IA,0.005375755,0,0
2031,IA,0.005357846,0,0
2032,IA,0.005336151,0,0
2033,IA,0.005312621,0,0
2034,IA,0.005285826,0,0
2035,IA,0.00525684,0,0
2036,IA,0.005228447,0,0
2037,IA,0.005195129,0,0
2038,IA,0.005161597,0,0
2039,IA,0.005130607,0,0
2040,IA,0.00510363,0,0
2041,IA,0.005072843,0,0
2042,IA,0.005036885,0,0
2043,IA,0.005000454,0,0
2044,IA,0.004966141,0,0
2045,IA,0.004932565,0,0
2046,IA,0.004899679,0,0
2047,IA,0.004869491,0,0
2048,IA,0.004840923,0,0
2049,IA,0.004806281,0,0
2050,IA,0.00476527,0,0
2010,IL,0.0223,0,0
2011,IL,0.0394,0,0
2012,IL,0.0394,0,0
2013,IL,0.0394,0,0
2014,IL,0.0442,0,0
2015,IL,0.043195813,0,0
2016,IL,0.050509209,0,0
2017,IL,0.056818194,0,0
2018,IL,0.062034408,0,0
2019,IL,0.104093491,0,0
2020,IL,0.151600762,0,0
2021,IL,0.168226686,0.014720278,0.014720278
2022,IL,0.173344415,0.014583822,0.014583822
2023,IL,0.182402501,0.014466825,0.014466825
2024,IL,0.200380989,0.014438807,0.014438807
2025,IL,0.213088205,0.014408975,0.014408975
2026,IL,0.232327359,0.02162493,0.02162493
2027,IL,0.261441604,0.021658226,0.021658226
2028,IL,0.290874594,0.021649203,0.021649203
2029,IL,0.319905882,0.021622175,0.021622175
2030,IL,0.34806606,0.021559377,0.021559377
2031,IL,0.37672103,0.028710307,0.028710307
2032,IL,0.376741022,0.028605485,0.028605485
2033,IL,0.377607833,0.028639414,0.028639414
2034,IL,0.378196492,0.028622073,0.028622073
2035,IL,0.377512407,0.028481824,0.028481824
2036,IL,0.377010421,0.028341759,0.028341759
2037,IL,0.376576897,0.028189382,0.028189382
2038,IL,0.37567476,0.027984976,0.027984976
2039,IL,0.376398121,0.027898353,0.027898353
2040,IL,0.377416544,0.027807565,0.027807565
2041,IL,0.4715971,0.027639924,0.027639924
2042,IL,0.472023081,0.027519915,0.027519915
2043,IL,0.472714094,0.027442516,0.027442516
2044,IL,0.470915309,0.027195618,0.027195618
2045,IL,0.470922848,0.027022956,0.027022956
2046,IL,0.470700518,0.026835859,0.026835859
2047,IL,0.468337961,0.026534392,0.026534392
2048,IL,0.468102464,0.026345517,0.026345517
2049,IL,0.467122091,0.026122362,0.026122362
2050,IL,0.463638154,0.025772549,0.025772549
2010,MA,0.077,0,0
2011,MA,0.0859,0,0
2012,MA,0.0951,0,0
2013,MA,0.0843,0,0
2014,MA,0.0959,0,0
2015,MA,0.105650986,0,0
2016,MA,0.115713271,0,0
2017,MA,0.126147847,0.043994566,0
2018,MA,0.13473495,0.055498797,0
2019,MA,0.141782502,0.059961065,0
2020,MA,0.168985012,0.073210077,0
2021,MA,0.186582485,0.083787624,0
2022,MA,0.204179958,0.097035842,0
2023,MA,0.221777431,0.106719977,0
2024,MA,0.239374904,0.117995431,0
2025,MA,0.265771113,0.129002528,0
2026,MA,0.292167322,0.139917979,0
2027,MA,0.318563531,0.145205767,0
2028,MA,0.344959741,0.14469268,0
2029,MA,0.37135595,0.144222676,0
2030,MA,0.380154686,0.143263008,0
2031,MA,0.388953423,0.142648792,0
2032,MA,0.397752159,0.141907316,0
2033,MA,0.406550896,0.14137843,0
2034,MA,0.415349632,0.14115964,0
2035,MA,0.424148368,0.140441104,0
2036,MA,0.432947105,0.139680476,0
2037,MA,0.441745841,0.138811788,0
2038,MA,0.450544578,0.137848448,0
2039,MA,0.459343314,0.136976529,0
2040,MA,0.46814205,0.136151421,0
2041,MA,0.476940787,0.135329289,0
2042,MA,0.485739523,0.134509589,0
2043,MA,0.49453826,0.133575793,0
2044,MA,0.503336996,0.132394291,0
2045,MA,0.512135733,0.131321925,0
2046,MA,0.520934469,0.130291741,0
2047,MA,0.529733205,0.129143416,0
2048,MA,0.538531942,0.12806174,0
2049,MA,0.547330678,0.126915335,0
2050,MA,0.556129415,0.125631905,0
2010,MD,0.0538,0,0
2011,MD,0.0719,0,0
2012,MD,0.0875,0,0
2013,MD,0.1041,0,0
2014,MD,0.12,0,0
2015,MD,0.127074162,0,0
2016,MD,0.147889313,0,0
2017,MD,0.151054223,0.010939938,0
2018,MD,0.175377247,0.014062177,0
2019,MD,0.218747885,0.04814406,0
2020,MD,0.281938668,0.05291031,0
2021,MD,0.310261036,0.062243048,0
2022,MD,0.314836217,0.047216818,0
2023,MD,0.338375599,0.051372485,0
2024,MD,0.361914981,0.055600718,0
2025,MD,0.386542845,0.059828951,0
2026,MD,0.416605989,0.067850024,0
2027,MD,0.454568074,0.079736502,0
2028,MD,0.476105755,0.091695546,0
2029,MD,0.522280042,0.103436894,0
2030,MD,0.551716665,0.118971082,0
2031,MD,0.561875826,0.119333909,0
2032,MD,0.570583678,0.119696736,0
2033,MD,0.570583678,0.12042239,0
2034,MD,0.570583678,0.121148045,0
2035,MD,0.570583678,0.121873699,0
2036,MD,0.570583678,0.122599353,0
2037,MD,0.570583678,0.123325008,0
2038,MD,0.570583678,0.124050662,0
2039,MD,0.570583678,0.124776317,0
2040,MD,0.570583678,0.125501971,0
2041,MD,0.570583678,0.126227625,0
2042,MD,0.570583678,0.126227625,0
2043,MD,0.570583678,0.126227625,0
2044,MD,0.570583678,0.126227625,0
2045,MD,0.570583678,0.126227625,0
2046,MD,0.570583678,0.126227625,0
2047,MD,0.570583678,0.126227625,0
2048,MD,0.570583678,0.126227625,0
2049,MD,0.570583678,0.126227625,0
2050,MD,0.570583678,0.126227625,0
2010,ME,0.2502,0,0
2011,ME,0.2487,0,0
2012,ME,0.2735,0,0
2013,ME,0.2824,0,0
2014,ME,0.2916,0,0
2015,ME,0.315250247,0,0
2016,ME,0.329001436,0,0
2017,ME,0.38599649,0,0
2018,ME,0.378442517,0,0
2019,ME,0.378835053,0,0
2020,ME,0.381479475,0,0
2021,ME,0.401774083,0,0
2022,ME,0.426122181,0,0
2023,ME,0.451333055,0,0
2024,ME,0.485674084,0,0
2025,ME,0.520055141,0,0
2026,ME,0.575068885,0,0
2027,ME,0.609372389,0,0
2028,ME,0.64367751,0,0
2029,ME,0.677981961,0,0
2030,ME,0.721821015,0,0
2031,ME,0.721830574,0,0
2032,ME,0.721842114,0,0
2033,ME,0.721850345,0,0
2034,ME,0.72185375,0,0
2035,ME,0.721864932,0,0
2036,ME,0.72187677,0,0
2037,ME,0.72189029,0,0
2038,ME,0.721905283,0,0
2039,ME,0.721918852,0,0
2040,ME,0.721931694,0,0
2041,ME,0.721944489,0,0
2042,ME,0.721957246,0,0
2043,ME,0.721971779,0,0
2044,ME,0.721990167,0,0
2045,ME,0.722006856,0,0
2046,ME,0.722022889,0,0
2047,ME,0.722040761,0,0
2048,ME,0.722057595,0,0
2049,ME,0.722075437,0,0
2050,ME,0.722095411,0,0
2012,MI,0.0389,0,0
2013,MI,0.0518,0,0
2014,MI,0.0574,0,0
2015,MI,0.087782706,0,0
2016,MI,0.086873232,0,0
2017,MI,0.087611019,0,0
2018,MI,0.085129458,0,0
2019,MI,0.111506268,0,0
2020,MI,0.116376754,0,0
2021,MI,0.133383564,0,0
2022,MI,0.133945552,0,0
2023,MI,0.130778948,0,0
2024,MI,0.130349258,0,0
2025,MI,0.129688944,0,0
2026,MI,0.129214444,0,0
2027,MI,0.128872467,0,0
2028,MI,0.128571206,0,0
2029,MI,0.128116251,0,0
2030,MI,0.127992145,0,0
2031,MI,0.127735917,0,0
2032,MI,0.127359698,0,0
2033,MI,0.126908931,0,0
2034,MI,0.126370873,0,0
2035,MI,0.125754869,0,0
2036,MI,0.125123922,0,0
2037,MI,0.124385977,0,0
2038,MI,0.123681998,0,0
2039,MI,0.123033148,0,0
2040,MI,0.122504677,0,0
2041,MI,0.121871899,0,0
2042,MI,0.121105302,0,0
2043,MI,0.120326029,0,0
2044,MI,0.119568414,0,0
2045,MI,0.11877123,0,0
2046,MI,0.11800824,0,0
2047,MI,0.11728708,0,0
2048,MI,0.116591521,0,0
2049,MI,0.115769923,0,0
2050,MI,0.114796202,0,0
2010,MN,0.1065,0,0
2011,MN,0.1061,0,0
2012,MN,0.1459,0,0
2013,MN,0.1455,0,0
2014,MN,0.1455,0,0
2015,MN,0.146053509,0,0.067751481
2016,MN,0.201323787,0,0.092569525
2017,MN,0.205294663,0,0.092286048
2018,MN,0.205307585,0,0.092326714
2019,MN,0.204696695,0,0.090738963
2020,MN,0.252750827,0.008994086,0.109832937
2021,MN,0.252799517,0.009042776,0.109832937
2022,MN,0.252835555,0.009078814,0.109832937
2023,MN,0.252822276,0.009065535,0.109832937
2024,MN,0.252827831,0.00907109,0.109832937
2025,MN,0.280825359,0.009079314,0.109832937
2026,MN,0.280833434,0.009087389,0.109832937
2027,MN,0.280840361,0.009094316,0.109832937
2028,MN,0.280847045,0.009101,0.109832937
2029,MN,0.280855389,0.009109344,0.109832937
2030,MN,0.280860659,0.009114614,0.109832937
2031,MN,0.280866845,0.0091208,0.109832937
2032,MN,0.280874133,0.009128087,0.109832937
2033,MN,0.28088195,0.009135905,0.109832937
2034,MN,0.280890714,0.009144669,0.109832937
2035,MN,0.28090011,0.009154065,0.109832937
2036,MN,0.280909322,0.009163277,0.109832937
2037,MN,0.280919962,0.009173917,0.109832937
2038,MN,0.280930653,0.009184608,0.109832937
2039,MN,0.280940591,0.009194546,0.109832937
2040,MN,0.280949349,0.009203304,0.109832937
2041,MN,0.280959207,0.009213162,0.109832937
2042,MN,0.28097056,0.009224515,0.109832937
2043,MN,0.280982038,0.009235992,0.109832937
2044,MN,0.280992887,0.009246842,0.109832937
2045,MN,0.28100351,0.009257465,0.109832937
2046,MN,0.281013921,0.009267876,0.109832937
2047,MN,0.281023537,0.009277492,0.109832937
2048,MN,0.281032673,0.009286628,0.109832937
2049,MN,0.28104356,0.009297515,0.109832937
2050,MN,0.28105628,0.009310235,0.109832937
2011,MO,0.0136,0,0
2012,MO,0.0137,0,0
2013,MO,0.0136,0,0
2014,MO,0.03,0,0
2015,MO,0.033627383,0,0
2016,MO,0.033245077,0,0
2017,MO,0.033340572,0.000500316,0
2018,MO,0.066143035,0.000989772,0
2019,MO,0.06605623,0.000987241,0
2020,MO,0.065849553,0.000985358,0
2021,MO,0.098807954,0.001478037,0
2022,MO,0.098808576,0.001478037,0
2023,MO,0.098809171,0.001478037,0
2024,MO,0.098809395,0.001478037,0
2025,MO,0.09880972,0.001478037,0
2026,MO,0.098810003,0.001478037,0
2027,MO,0.098810206,0.001478037,0
2028,MO,0.098810397,0.001478037,0
2029,MO,0.098810656,0.001478037,0
2030,MO,0.098810795,0.001478037,0
2031,MO,0.098810974,0.001478037,0
2032,MO,0.098811197,0.001478037,0
2033,MO,0.098811438,0.001478037,0
2034,MO,0.098811714,0.001478037,0
2035,MO,0.098812019,0.001478037,0
2036,MO,0.098812328,0.001478037,0
2037,MO,0.098812689,0.001478037,0
2038,MO,0.098813041,0.001478037,0
2039,MO,0.09881337,0.001478037,0
2040,MO,0.098813648,0.001478037,0
2041,MO,0.098813971,0.001478037,0
2042,MO,0.098814349,0.001478037,0
2043,MO,0.09881473,0.001478037,0
2044,MO,0.098815093,0.001478037,0
2045,MO,0.098815461,0.001478037,0
2046,MO,0.098815819,0.001478037,0
2047,MO,0.098816148,0.001478037,0
2048,MO,0.098816461,0.001478037,0
2049,MO,0.098816835,0.001478037,0
2050,MO,0.098817286,0.001478037,0
2010,MT,0.0553,0,0
2011,MT,0.0565,0,0
2012,MT,0.0565,0,0
2013,MT,0.0564,0,0
2014,MT,0.0564,0,0
2015,MT,0.109229777,0,0
2016,MT,0.108891796,0,0
2017,MT,0.107720915,0,0
2018,MT,0.106370651,0,0
2019,MT,0.102045973,0,0
2020,MT,0.111256208,0,0
2021,MT,0,0,0
2022,MT,0,0,0
2023,MT,0,0,0
2024,MT,0,0,0
2025,MT,0,0,0
2026,MT,0,0,0
2027,MT,0,0,0
2028,MT,0,0,0
2029,MT,0,0,0
2030,MT,0,0,0
2031,MT,0,0,0
2032,MT,0,0,0
2033,MT,0,0,0
2034,MT,0,0,0
2035,MT,0,0,0
2036,MT,0,0,0
2037,MT,0,0,0
2038,MT,0,0,0
2039,MT,0,0,0
2040,MT,0,0,0
2041,MT,0,0,0
2042,MT,0,0,0
2043,MT,0,0,0
2044,MT,0,0,0
2045,MT,0,0,0
2046,MT,0,0,0
2047,MT,0,0,0
2048,MT,0,0,0
2049,MT,0,0,0
2050,MT,0,0,0
2012,NC,0.0247,0,0
2013,NC,0.0247,0,0
2014,NC,0.0194,0,0
2015,NC,0.029696077,0.001400031,0
2016,NC,0.028749569,0.001416934,0
2017,NC,0.033064162,0.00142957,0
2018,NC,0.057154038,0.001897679,0
2019,NC,0.055484072,0.002023922,0
2020,NC,0.055585561,0.00208945,0
2021,NC,0.051402649,0.001910874,0
2022,NC,0.050151554,0.001996707,0
2023,NC,0.049049153,0.001951181,0
2024,NC,0.048773442,0.001985262,0
2025,NC,0.047814556,0.001980807,0
2026,NC,0.047512124,0.001983517,0
2027,NC,0.047198826,0.001983873,0
2028,NC,0.046947792,0.001984989,0
2029,NC,0.046734509,0.001984541,0
2030,NC,0.046378188,0.001985212,0
2031,NC,0.046002514,0.001983342,0
2032,NC,0.045506512,0.001982866,0
2033,NC,0.04451603,0.001983806,0
2034,NC,0.04395932,0.00198369,0
2035,NC,0.043595326,0.001980809,0
2036,NC,0.043202243,0.00197941,0
2037,NC,0.042765302,0.001977255,0
2038,NC,0.04231278,0.001976377,0
2039,NC,0.041892426,0.001977697,0
2040,NC,0.041509784,0.001979268,0
2041,NC,0.041072462,0.001976434,0
2042,NC,0.040632153,0.001976141,0
2043,NC,0.04020122,0.001976383,0
2044,NC,0.039756338,0.001975462,0
2045,NC,0.039336413,0.001976498,0
2046,NC,0.038925941,0.001976732,0
2047,NC,0.038507249,0.00197609,0
2048,NC,0.038132067,0.001978136,0
2049,NC,0.037730258,0.0019765,0
2050,NC,0.037258993,0.001972649,0
2010,NH,0.0741,0,0
2011,NH,0.0741,0,0
2012,NH,0.0741,0,0
2013,NH,0.0741,0,0
2014,NH,0.0741,0,0
2015,NH,0.083315515,0,0
2016,NH,0.092857238,0,0
2017,NH,0.154834172,0.00297758,0
2018,NH,0.16171681,0.004960638,0
2019,NH,0.165884097,0.005889376,0
2020,NH,0.174732873,0.006989315,0
2021,NH,0.179725241,0.006989315,0
2022,NH,0.184717609,0.006989315,0
2023,NH,0.189709977,0.006989315,0
2024,NH,0.198696239,0.006989315,0
2025,NH,0.207682501,0.006989315,0
2026,NH,0.207682501,0.006989315,0
2027,NH,0.207682501,0.006989315,0
2028,NH,0.207682501,0.006989315,0
2029,NH,0.207682501,0.006989315,0
2030,NH,0.207682501,0.006989315,0
2031,NH,0.207682501,0.006989315,0
2032,NH,0.207682501,0.006989315,0
2033,NH,0.207682501,0.006989315,0
2034,NH,0.207682501,0.006989315,0
2035,NH,0.207682501,0.006989315,0
2036,NH,0.207682501,0.006989315,0
2037,NH,0.207682501,0.006989315,0
2038,NH,0.207682501,0.006989315,0
2039,NH,0.207682501,0.006989315,0
2040,NH,0.207682501,0.006989315,0
2041,NH,0.207682501,0.006989315,0
2042,NH,0.207682501,0.006989315,0
2043,NH,0.207682501,0.006989315,0
2044,NH,0.207682501,0.006989315,0
2045,NH,0.207682501,0.006989315,0
2046,NH,0.207682501,0.006989315,0
2047,NH,0.207682501,0.006989315,0
2048,NH,0.207682501,0.006989315,0
2049,NH,0.207682501,0.006989315,0
2050,NH,0.207682501,0.006989315,0
2010,NJ,0.0822,0,0
2011,NJ,0.0922,0,0
2012,NJ,0.1028,0,0
2013,NJ,0.1232,0,0
2014,NJ,0.1353,0,0
2015,NJ,0.149912455,0,0
2016,NJ,0.160985405,0,0
2017,NJ,0.160934434,0.030203522,0
2018,NJ,0.170495172,0.030268214,0
2019,NJ,0.211121132,0.04328109,0
2020,NJ,0.284291486,0.049050292,0
2021,NJ,0.278622742,0.049789366,0
2022,NJ,0.279515659,0.064280459,0
2023,NJ,0.277439243,0.078038017,0
2024,NJ,0.278008139,0.090058589,0
2025,NJ,0.413722238,0.102838889,0
2026,NJ,0.411564032,0.113803992,0
2027,NJ,0.410272495,0.112226493,0
2028,NJ,0.40387112,0.106009897,0
2029,NJ,0.397008256,0.100605129,0
2030,NJ,0.534935258,0.091655887,0
2031,NJ,0.529260353,0.084047373,0
2032,NJ,0.526727348,0.082467971,0
2033,NJ,0.525384055,0.07889167,0
2034,NJ,0.514019392,0.067899166,0
2035,NJ,0.512460707,0.067484188,0
2036,NJ,0.512343671,0.067056429,0
2037,NJ,0.511961748,0.053265369,0
2038,NJ,0.51125235,0.039611249,0
2039,NJ,0.512659759,0.0262563,0
2040,NJ,0.51280215,0.013056609,0
2041,NJ,0.511672916,0,0
2042,NJ,0.512166777,0,0
2043,NJ,0.512554709,0,0
2044,NJ,0.510720266,0,0
2045,NJ,0.511611901,0,0
2046,NJ,0.511434527,0,0
2047,NJ,0.510120354,0,0
2048,NJ,0.51151531,0,0
2049,NJ,0.51099184,0,0
2050,NJ,0.50912285,0,0
2010,NM,0.0337,0,0
2011,NM,0.0675,0,0
2012,NM,0.0686,0,0
2013,NM,0.0686,0,0
2014,NM,0.0686,0,0
2015,NM,0.11421354,0.020657697,0.030986546
2016,NM,0.11358417,0.020543864,0.030815795
2017,NM,0.117457562,0,0
2018,NM,0.120549036,0,0
2019,NM,0.123083277,0,0
2020,NM,0.163993009,0,0
2021,NM,0.163993009,0,0
2022,NM,0.163993009,0,0
2023,NM,0.163993009,0,0
2024,NM,0.163993009,0,0
2025,NM,0.362153233,0,0
2026,NM,0.362153233,0,0
2027,NM,0.362153233,0,0
2028,NM,0.362153233,0,0
2029,NM,0.362153233,0,0
2030,NM,0.452691542,0,0
2031,NM,0.452691542,0,0
2032,NM,0.452691542,0,0
2033,NM,0.452691542,0,0
2034,NM,0.452691542,0,0
2035,NM,0.452691542,0,0
2036,NM,0.452691542,0,0
2037,NM,0.452691542,0,0
2038,NM,0.452691542,0,0
2039,NM,0.452691542,0,0
2040,NM,0.673055643,0,0
2041,NM,0.673055643,0,0
2042,NM,0.673055643,0,0
2043,NM,0.673055643,0,0
2044,NM,0.673055643,0,0
2045,NM,0.673055643,0,0
2046,NM,0.673055643,0,0
2047,NM,0.673055643,0,0
2048,NM,0.673055643,0,0
2049,NM,0.673055643,0,0
2050,NM,0.724306467,0,0
2016,NS,0.25,0,0
2017,NS,0.25,0,0
2018,NS,0.25,0,0
2019,NS,0.25,0,0
2020,NS,0.4,0,0
2021,NS,0.4,0,0
2022,NS,0.4,0,0
2023,NS,0.4,0,0
2024,NS,0.4,0,0
2025,NS,0.4,0,0
2026,NS,0.4,0,0
2027,NS,0.4,0,0
2028,NS,0.4,0,0
2029,NS,0.4,0,0
2030,NS,0.4,0,0
2031,NS,0.4,0,0
2032,NS,0.4,0,0
2033,NS,0.4,0,0
2034,NS,0.4,0,0
2035,NS,0.4,0,0
2036,NS,0.4,0,0
2037,NS,0.4,0,0
2038,NS,0.4,0,0
2039,NS,0.4,0,0
2040,NS,0.4,0,0
2041,NS,0.4,0,0
2042,NS,0.4,0,0
2043,NS,0.4,0,0
2044,NS,0.4,0,0
2045,NS,0.4,0,0
2046,NS,0.4,0,0
2047,NS,0.4,0,0
2048,NS,0.4,0,0
2049,NS,0.4,0,0
2050,NS,0.4,0,0
2010,NV,0.073,0,0
2011,NV,0.0899,0,0
2012,NV,0.0889,0,0
2013,NV,0.1058,0,0
2014,NV,0.1049,0,0
2015,NV,0.132742063,0.003769386,0
2016,NV,0.132112494,0.004503025,0
2017,NV,0.131143212,0,0
2018,NV,0.132044217,0,0
2019,NV,0.130005772,0,0
2020,NV,0.166516051,0,0
2021,NV,0.183258736,0,0
2022,NV,0.224312559,0,0
2023,NV,0.22452585,0,0
2024,NV,0.265613708,0,0
2025,NV,0.296687581,0,0
2026,NV,0.296799976,0,0
2027,NV,0.369749073,0,0
2028,NV,0.369859453,0,0
2029,NV,0.369971077,0,0
2030,NV,0.442919192,0,0
2031,NV,0.443035844,0,0
2032,NV,0.44314365,0,0
2033,NV,0.443252515,0,0
2034,NV,0.443366618,0,0
2035,NV,0.443484396,0,0
