t,st,rps_all,rps_solar,rps_wind
2018,MA,0.13473495,0.056072794,0
2019,MA,0.141824995,0.060153314,0
2020,MA,0.168985012,0.06943708,0
2021,MA,0.189454535,0.078765508,0
2022,MA,0.207026396,0.084426274,0
2023,MA,0.224919823,0.087425565,0
2024,MA,0.241367963,0.09337409,0
2025,MA,0.267725755,0.101076723,0
2026,MA,0.294083547,0.107922815,0
2027,MA,0.320441338,0.114802181,0
2028,MA,0.34679913,0.12134125,0
2029,MA,0.373156922,0.127783634,0
2030,MA,0.381942852,0.133912474,0
2031,MA,0.390728783,0.135498764,0
2032,MA,0.399514713,0.13441021,0
2033,MA,0.408300644,0.133164584,0
2034,MA,0.417086575,0.132685945,0
2035,MA,0.425872505,0.131032845,0
2036,MA,0.434658436,0.130355273,0
2037,MA,0.443444366,0.129098309,0
2038,MA,0.452230297,0.128114228,0
2039,MA,0.461016227,0.12696049,0
2040,MA,0.469802158,0.125788264,0
2041,MA,0.478588089,0.124675358,0
2042,MA,0.487374019,0.123385469,0
2043,MA,0.49615995,0.1221965,0
2044,MA,0.50494588,0.120824893,0
2045,MA,0.513731811,0.119510406,0
2046,MA,0.522517741,0.118446259,0
2047,MA,0.531303672,0.11716945,0
2048,MA,0.540089603,0.116139755,0
2049,MA,0.548875533,0.114753553,0
2050,MA,0.557661464,0.113404486,0
2010,MD,0.054110047,0.000637262,0
2011,MD,0.072016279,0.001028765,0
2012,MD,0.086420856,0.001602223,0
2013,MD,0.102623796,0.002837801,0
2014,MD,0.122441788,0.003828548,0
2015,MD,0.126119177,0.00521916,0
2016,MD,0.146309713,0.007064113,0
2017,MD,0.151054223,0.010939938,0
2018,MD,0.175377247,0.014062177,0
2019,MD,0.218747885,0.04814406,0
2020,MD,0.281938668,0.05291031,0
2021,MD,0.310148666,0.06216109,0.013170197
2022,MD,0.314773817,0.047137874,0.013084095
2023,MD,0.338362767,0.05128372,0.019881549
2024,MD,0.361951717,0.055502781,0.019787663
2025,MD,0.386638895,0.059721841,0.019783189
2026,MD,0.416745424,0.067720671,0.041082463
2027,MD,0.454730674,0.079572486,0.040857325
2028,MD,0.476320117,0.091497516,0.06174327
2029,MD,0.52250327,0.1032029,0.061403172
2030,MD,0.551971434,0.118688054,0.081991515
2031,MD,0.562221569,0.11905413,0.08154166
2032,MD,0.571007399,0.119420206,0.081083211
2033,MD,0.571007399,0.120152359,0.080650117
2034,MD,0.571007399,0.120884511,0.080201466
2035,MD,0.571007399,0.121616664,0.079667444
2036,MD,0.571007399,0.122348816,0.079117602
2037,MD,0.571007399,0.123080969,0.078499733
2038,MD,0.571007399,0.123813121,0.077995471
2039,MD,0.571007399,0.124545274,0.077563776
2040,MD,0.571007399,0.125277426,0.077042141
2041,MD,0.571007399,0.126009579,0.076463109
2042,MD,0.571007399,0.126009579,0.075841832
2043,MD,0.571007399,0.126009579,0.07522014
2044,MD,0.571007399,0.126009579,0.074580011
2045,MD,0.571007399,0.126009579,0.073907157
2046,MD,0.571007399,0.126009579,0.0732304
2047,MD,0.571007399,0.126009579,0.0725046
2048,MD,0.571007399,0.126009579,0.071788231
2049,MD,0.571007399,0.126009579,0.071026259
2050,MD,0.571007399,0.126009579,0.070171448
2010,ME,0.291911162,0,0
2011,ME,0.327551847,0,0
2012,ME,0.331950187,0,0
2013,ME,0.347093376,0,0
2014,ME,0.36070169,0,0
2015,ME,0.364484429,0,0
2016,ME,0.373684558,0,0
2017,ME,0.38599649,0,0
2018,ME,0.378442517,0,0
2019,ME,0.378835053,0,0
2020,ME,0.381479475,0,0
2021,ME,0.402073547,0,0
2022,ME,0.427168487,0,0
2023,ME,0.451366656,0,0
2024,ME,0.486018678,0,0
2025,ME,0.520222469,0,0
2026,ME,0.575217405,0,0
2027,ME,0.60953054,0,0
2028,ME,0.643849086,0,0
2029,ME,0.678167884,0,0
2030,ME,0.722019845,0,0
2031,ME,0.722035849,0,0
2032,ME,0.722053493,0,0
2033,ME,0.722073682,0,0
2034,ME,0.72208144,0,0
2035,ME,0.722108234,0,0
2036,ME,0.722119216,0,0
2037,ME,0.722139589,0,0
2038,ME,0.722155539,0,0
2039,ME,0.72217424,0,0
2040,ME,0.722193239,0,0
2041,ME,0.722211277,0,0
2042,ME,0.722232184,0,0
2043,ME,0.722251455,0,0
2044,ME,0.722273687,0,0
2045,ME,0.722294992,0,0
2046,ME,0.72231224,0,0
2047,ME,0.722332935,0,0
2048,ME,0.722349624,0,0
2049,ME,0.722372092,0,0
2050,ME,0.722393958,0,0
2010,MI,0,0,0
2011,MI,0,0,0
2012,MI,0.02928634,0,0
2013,MI,0.040680904,0,0
2014,MI,0.05131776,0,0
2015,MI,0.087114464,0,0
2016,MI,0.085456785,0,0
2017,MI,0.087611019,0,0
2018,MI,0.085129458,0,0
2019,MI,0.111506268,0,0
2020,MI,0.116376754,0,0
2021,MI,0.132836629,0,0
2022,MI,0.132836629,0,0
2023,MI,0.132836629,0,0
2024,MI,0.15,0,0
2025,MI,0.208333333,0,0
2026,MI,0.266666666,0,0
2027,MI,0.324999999,0,0
2028,MI,0.383333334,0,0
2029,MI,0.441666667,0,0
2030,MI,0.5,0,0
2031,MI,0.52,0,0
2032,MI,0.54,0,0
2033,MI,0.56,0,0
2034,MI,0.58,0,0
2035,MI,0.6,0,0
2036,MI,0.6,0,0
2037,MI,0.6,0,0
2038,MI,0.6,0,0
2039,MI,0.6,0,0
2040,MI,0.6,0,0
2041,MI,0.6,0,0
2042,MI,0.6,0,0
2043,MI,0.6,0,0
2044,MI,0.6,0,0
2045,MI,0.6,0,0
2046,MI,0.6,0,0
2047,MI,0.6,0,0
2048,MI,0.6,0,0
2049,MI,0.6,0,0
2050,MI,0.6,0,0
2010,MN,0.106511252,0,0
2011,MN,0.106090008,0,0
2012,MN,0.145933492,0,0
2013,MN,0.145300987,0,0
2014,MN,0.146745514,0,0
2015,MN,0.147212489,0,0
2016,MN,0.206277594,0,0
2017,MN,0.205294663,0,0
2018,MN,0.205307585,0,0
2019,MN,0.204696695,0,0
2020,MN,0.243756741,0.008994086,0
2021,MN,0.243104754,0.00911369,0
2022,MN,0.243104754,0.009110817,0
2023,MN,0.199833147,0.00910315,0
2024,MN,0.199833147,0.009096077,0
2025,MN,0.249791434,0.009104202,0
2026,MN,0.249791434,0.009117376,0
2027,MN,0.249791434,0.009130254,0
2028,MN,0.249791434,0.009139772,0
2029,MN,0.249791434,0.009146826,0
2030,MN,0.249791434,0.009155664,0
2031,MN,0.249791434,0.009163619,0
2032,MN,0.249791434,0.009173831,0
2033,MN,0.249791434,0.009182557,0
2034,MN,0.249791434,0.00919217,0
2035,MN,0.549541154,0.009203912,0
2036,MN,0.549541154,0.009213999,0
2037,MN,0.549541154,0.009223364,0
2038,MN,0.549541154,0.009232216,0
2039,MN,0.549541154,0.009238032,0
2040,MN,0.549541154,0.00924374,0
2041,MN,0.549541154,0.009251686,0
2042,MN,0.549541154,0.009261403,0
2043,MN,0.549541154,0.009272097,0
2044,MN,0.549541154,0.009281732,0
2045,MN,0.549541154,0.009291449,0
2046,MN,0.549541154,0.009301984,0
2047,MN,0.549541154,0.009313936,0
2048,MN,0.549541154,0.009324557,0
2049,MN,0.549541154,0.009335449,0
2050,MN,0.549541154,0.009348157,0
2010,MO,0,0,0
2011,MO,0.013640728,0.000206501,0
2012,MO,0.013680708,0.000207317,0
2013,MO,0.013622889,0.000206303,0
2014,MO,0.033994923,0.000512856,0
2015,MO,0.034027667,0.000513138,0
2016,MO,0.033438818,0.000502034,0
2017,MO,0.033340572,0.000500316,0
2018,MO,0.066143035,0.000989772,0
2019,MO,0.06605623,0.000987241,0
2020,MO,0.065849553,0.000985358,0
2021,MO,0.098478121,0.001469617,0
2022,MO,0.098480087,0.001469617,0
2023,MO,0.098479751,0.001469617,0
2024,MO,0.098479984,0.001469617,0
2025,MO,0.098480274,0.001469617,0
2026,MO,0.098480725,0.001469617,0
2027,MO,0.098481177,0.001469617,0
2028,MO,0.098481508,0.001469617,0
2029,MO,0.098481747,0.001469617,0
2030,MO,0.098482033,0.001469617,0
2031,MO,0.098482265,0.001469617,0
2032,MO,0.098482567,0.001469617,0
2033,MO,0.098482815,0.001469617,0
2034,MO,0.098483082,0.001469617,0
2035,MO,0.098483432,0.001469617,0
2036,MO,0.098483724,0.001469617,0
2037,MO,0.098484012,0.001469617,0
2038,MO,0.098484284,0.001469617,0
2039,MO,0.098484469,0.001469617,0
2040,MO,0.098484657,0.001469617,0
2041,MO,0.0984849,0.001469617,0
2042,MO,0.098485198,0.001469617,0
2043,MO,0.098485532,0.001469617,0
2044,MO,0.098485837,0.001469617,0
2045,MO,0.09848615,0.001469617,0
2046,MO,0.0984865,0.001469617,0
2047,MO,0.098486906,0.001469617,0
2048,MO,0.098487255,0.001469617,0
2049,MO,0.098487619,0.001469617,0
2050,MO,0.098488059,0.001469617,0
2010,MT,0.068451172,0,0
2011,MT,0.06992361,0,0
2012,MT,0.070246901,0,0
2013,MT,0.070717244,0,0
2014,MT,0.071028745,0,0
2015,MT,0.10732458,0,0
2016,MT,0.107516343,0,0
2017,MT,0.107720915,0,0
2018,MT,0.106370651,0,0
2019,MT,0.102045973,0,0
2020,MT,0.111256208,0,0
2021,MT,0,0,0
2022,MT,0,0,0
2023,MT,0,0,0
2024,MT,0,0,0
2025,MT,0,0,0
2026,MT,0,0,0
2027,MT,0,0,0
2028,MT,0,0,0
2029,MT,0,0,0
2030,MT,0,0,0
2031,MT,0,0,0
2032,MT,0,0,0
2033,MT,0,0,0
2034,MT,0,0,0
2035,MT,0,0,0
2036,MT,0,0,0
2037,MT,0,0,0
2038,MT,0,0,0
2039,MT,0,0,0
2040,MT,0,0,0
2041,MT,0,0,0
2042,MT,0,0,0
2043,MT,0,0,0
2044,MT,0,0,0
2045,MT,0,0,0
2046,MT,0,0,0
2047,MT,0,0,0
2048,MT,0,0,0
2049,MT,0,0,0
2050,MT,0,0,0
2010,NC,0.000199649,0.000199649,0
2011,NC,0.000207767,0.000207767,0
2012,NC,0.017217865,0.000715133,0
2013,NC,0.016978978,0.000689683,0
2014,NC,0.015591457,0.000681205,0
2015,NC,0.032987803,0.001390219,0
2016,NC,0.032852192,0.001391983,0
2017,NC,0.033064162,0.00142957,0
2018,NC,0.057154038,0.001897679,0
2019,NC,0.055484072,0.002023922,0
2020,NC,0.055585561,0.00208945,0
2021,NC,0.051617633,0.001918998,0
2022,NC,0.048639941,0.001929151,0
2023,NC,0.04877413,0.002002769,0
2024,NC,0.049003015,0.002004411,0
2025,NC,0.048230807,0.001987963,0
2026,NC,0.04785821,0.001980404,0
2027,NC,0.047424557,0.001979116,0
2028,NC,0.046922817,0.001974866,0
2029,NC,0.04653296,0.001977731,0
2030,NC,0.046048535,0.001980279,0
2031,NC,0.045606285,0.001980794,0
2032,NC,0.045043269,0.001979268,0
2033,NC,0.044082787,0.001984983,0
2034,NC,0.043630581,0.001984295,0
2035,NC,0.043257177,0.001980168,0
2036,NC,0.042910284,0.001981346,0
2037,NC,0.042560022,0.001981034,0
2038,NC,0.042265035,0.001983505,0
2039,NC,0.041964419,0.001983084,0
2040,NC,0.041611726,0.001980517,0
2041,NC,0.041213411,0.001978251,0
2042,NC,0.040801636,0.001977475,0
2043,NC,0.040386482,0.001977132,0
2044,NC,0.040000783,0.001978394,0
2045,NC,0.039641533,0.001979503,0
2046,NC,0.039266751,0.001978533,0
2047,NC,0.03887775,0.001977659,0
2048,NC,0.038487865,0.001977444,0
2049,NC,0.038094387,0.001977066,0
2050,NC,0.03763937,0.001973643,0
2010,NE,0,0,0
2011,NE,0,0,0
2012,NE,0,0,0
2013,NE,0,0,0
2014,NE,0,0,0
2015,NE,0,0,0
2016,NE,0,0,0
2017,NE,0,0,0
2018,NE,0,0,0
2019,NE,0,0,0
2020,NE,0,0,0
2021,NE,0,0,0
2022,NE,0,0,0
2023,NE,0,0,0
2024,NE,0,0,0
2025,NE,0,0,0
2026,NE,0,0,0
2027,NE,0,0,0
2028,NE,0,0,0
2029,NE,0,0,0
2030,NE,0,0,0
2031,NE,0,0,0
2032,NE,0,0,0
2033,NE,0,0,0
2034,NE,0,0,0
2035,NE,0,0,0
2036,NE,0,0,0
2037,NE,0,0,0
2038,NE,0,0,0
2039,NE,0,0,0
2040,NE,0,0,0
2041,NE,0,0,0
2042,NE,0,0,0
2043,NE,0,0,0
2044,NE,0,0,0
2045,NE,0,0,0
2046,NE,0,0,0
2047,NE,0,0,0
2048,NE,0,0,0
2049,NE,0,0,0
2050,NE,0,0,0
2010,NH,0.074121366,0.000393217,0
2011,NH,0.094160596,0.00078631,0
2012,NH,0.055158288,0.001490765,0
2013,NH,0.057650444,0.001987946,0
2014,NH,0.063605535,0.002981509,0
2015,NH,0.070555176,0.002981205,0
2016,NH,0.072484754,0.002978825,0
2017,NH,0.154834172,0.00297758,0
2018,NH,0.16171681,0.004960638,0
2019,NH,0.165884097,0.005889376,0
2020,NH,0.174732873,0.006989315,0
2021,NH,0.179760624,0.006990691,0
2022,NH,0.184753975,0.006990691,0
2023,NH,0.189747326,0.006990691,0
2024,NH,0.198735357,0.006990691,0
2025,NH,0.207723388,0.006990691,0
2026,NH,0.207723388,0.006990691,0
2027,NH,0.207723388,0.006990691,0
2028,NH,0.207723388,0.006990691,0
2029,NH,0.207723388,0.006990691,0
2030,NH,0.207723388,0.006990691,0
2031,NH,0.207723388,0.006990691,0
2032,NH,0.207723388,0.006990691,0
2033,NH,0.207723388,0.006990691,0
2034,NH,0.207723388,0.006990691,0
2035,NH,0.207723388,0.006990691,0
2036,NH,0.207723388,0.006990691,0
2037,NH,0.207723388,0.006990691,0
2038,NH,0.207723388,0.006990691,0
2039,NH,0.207723388,0.006990691,0
2040,NH,0.207723388,0.006990691,0
2041,NH,0.207723388,0.006990691,0
2042,NH,0.207723388,0.006990691,0
2043,NH,0.207723388,0.006990691,0
2044,NH,0.207723388,0.006990691,0
2045,NH,0.207723388,0.006990691,0
2046,NH,0.207723388,0.006990691,0
2047,NH,0.207723388,0.006990691,0
2048,NH,0.207723388,0.006990691,0
2049,NH,0.207723388,0.006990691,0
2050,NH,0.207723388,0.006990691,0
2010,NJ,0.069485919,0.002073506,0
2011,NJ,0.08472336,0.003981277,0
2012,NJ,0.094433994,0.005889178,0
2013,NJ,0.103337326,0.007984738,0
2014,NJ,0.124274687,0.020337121,0
2015,NJ,0.132504332,0.023597849,0
2016,NJ,0.14670512,0.027078266,0
2017,NJ,0.160934434,0.030203522,0
2018,NJ,0.170495172,0.030268214,0
2019,NJ,0.211121132,0.04328109,0
2020,NJ,0.284291486,0.049050292,0
2021,NJ,0.276764001,0.049457213,0
2022,NJ,0.278730847,0.064021853,0
2023,NJ,0.284488956,0.079816615,0
2024,NJ,0.277256987,0.090635188,0
2025,NJ,0.41482223,0.104123916,0
2026,NJ,0.40993588,0.114883861,0
2027,NJ,0.408252435,0.113008116,0
2028,NJ,0.401954233,0.106578573,0
2029,NJ,0.395754673,0.10042649,0
2030,NJ,0.533778989,0.091600329,0
2031,NJ,0.527554327,0.084399666,0
2032,NJ,0.525726689,0.082626158,0
2033,NJ,0.522948258,0.078964526,0
2034,NJ,0.512102002,0.067852807,0
2035,NJ,0.51153782,0.067401009,0
2036,NJ,0.511412576,0.066935826,0
2037,NJ,0.5109451,0.053130473,0
2038,NJ,0.511658717,0.039591882,0
2039,NJ,0.51211645,0.026248497,0
2040,NJ,0.511503457,0.013035985,0
2041,NJ,0.511096352,0,0
2042,NJ,0.510782528,0,0
2043,NJ,0.510745439,0,0
2044,NJ,0.510584321,0,0
2045,NJ,0.510320749,0,0
2046,NJ,0.510251257,0,0
2047,NJ,0.509862798,0,0
2048,NJ,0.50987869,0,0
2049,NJ,0.509500789,0,0
2050,NJ,0.508769032,0,0
2010,NM,0.039784149,0,0
2011,NM,0.066438953,0,0
2012,NM,0.067493466,0,0
2013,NM,0.068082325,0,0
2014,NM,0.06764696,0,0
2015,NM,0.112787798,0,0
2016,NM,0.115768593,0,0
2017,NM,0.117457562,0,0
2018,NM,0.120549036,0,0
2019,NM,0.123083277,0,0
2020,NM,0.163993009,0,0
2021,NM,0.165460896,0,0
2022,NM,0.165460896,0,0
2023,NM,0.165460896,0,0
2024,NM,0.165460896,0,0
2025,NM,0.363695731,0,0
2026,NM,0.363695731,0,0
2027,NM,0.363695731,0,0
2028,NM,0.363695731,0,0
