h17,quarter,ccseason,year,hour,datetime
h9,wint,cold,2007,246,2007-01-11 05:00:00-05:00
h10,wint,cold,2007,247,2007-01-11 06:00:00-05:00
h10,wint,cold,2007,248,2007-01-11 07:00:00-05:00
h10,wint,cold,2007,249,2007-01-11 08:00:00-05:00
h10,wint,cold,2007,250,2007-01-11 09:00:00-05:00
h10,wint,cold,2007,251,2007-01-11 10:00:00-05:00
h10,wint,cold,2007,252,2007-01-11 11:00:00-05:00
h10,wint,cold,2007,253,2007-01-11 12:00:00-05:00
h11,wint,cold,2007,254,2007-01-11 13:00:00-05:00
h11,wint,cold,2007,255,2007-01-11 14:00:00-05:00
h11,wint,cold,2007,256,2007-01-11 15:00:00-05:00
h11,wint,cold,2007,257,2007-01-11 16:00:00-05:00
h12,wint,cold,2007,258,2007-01-11 17:00:00-05:00
h12,wint,cold,2007,259,2007-01-11 18:00:00-05:00
h12,wint,cold,2007,260,2007-01-11 19:00:00-05:00
h12,wint,cold,2007,261,2007-01-11 20:00:00-05:00
h12,wint,cold,2007,262,2007-01-11 21:00:00-05:00
h9,wint,cold,2007,263,2007-01-11 22:00:00-05:00
h9,wint,cold,2007,264,2007-01-11 23:00:00-05:00
h9,wint,cold,2007,265,2007-01-12 00:00:00-05:00
h9,wint,cold,2007,266,2007-01-12 01:00:00-05:00
h9,wint,cold,2007,267,2007-01-12 02:00:00-05:00
h9,wint,cold,2007,268,2007-01-12 03:00:00-05:00
h9,wint,cold,2007,269,2007-01-12 04:00:00-05:00
h9,wint,cold,2007,270,2007-01-12 05:00:00-05:00
h10,wint,cold,2007,271,2007-01-12 06:00:00-05:00
h10,wint,cold,2007,272,2007-01-12 07:00:00-05:00
h10,wint,cold,2007,273,2007-01-12 08:00:00-05:00
h10,wint,cold,2007,274,2007-01-12 09:00:00-05:00
h10,wint,cold,2007,275,2007-01-12 10:00:00-05:00
h10,wint,cold,2007,276,2007-01-12 11:00:00-05:00
h10,wint,cold,2007,277,2007-01-12 12:00:00-05:00
h11,wint,cold,2007,278,2007-01-12 13:00:00-05:00
h11,wint,cold,2007,279,2007-01-12 14:00:00-05:00
h11,wint,cold,2007,280,2007-01-12 15:00:00-05:00
h11,wint,cold,2007,281,2007-01-12 16:00:00-05:00
h12,wint,cold,2007,282,2007-01-12 17:00:00-05:00
h12,wint,cold,2007,283,2007-01-12 18:00:00-05:00
h12,wint,cold,2007,284,2007-01-12 19:00:00-05:00
h12,wint,cold,2007,285,2007-01-12 20:00:00-05:00
h12,wint,cold,2007,286,2007-01-12 21:00:00-05:00
h9,wint,cold,2007,287,2007-01-12 22:00:00-05:00
h9,wint,cold,2007,288,2007-01-12 23:00:00-05:00
h9,wint,cold,2007,289,2007-01-13 00:00:00-05:00
h9,wint,cold,2007,290,2007-01-13 01:00:00-05:00
h9,wint,cold,2007,291,2007-01-13 02:00:00-05:00
h9,wint,cold,2007,292,2007-01-13 03:00:00-05:00
h9,wint,cold,2007,293,2007-01-13 04:00:00-05:00
h9,wint,cold,2007,294,2007-01-13 05:00:00-05:00
h10,wint,cold,2007,295,2007-01-13 06:00:00-05:00
h10,wint,cold,2007,296,2007-01-13 07:00:00-05:00
h10,wint,cold,2007,297,2007-01-13 08:00:00-05:00
h10,wint,cold,2007,298,2007-01-13 09:00:00-05:00
h10,wint,cold,2007,299,2007-01-13 10:00:00-05:00
h10,wint,cold,2007,300,2007-01-13 11:00:00-05:00
h10,wint,cold,2007,301,2007-01-13 12:00:00-05:00
h11,wint,cold,2007,302,2007-01-13 13:00:00-05:00
h11,wint,cold,2007,303,2007-01-13 14:00:00-05:00
h11,wint,cold,2007,304,2007-01-13 15:00:00-05:00
h11,wint,cold,2007,305,2007-01-13 16:00:00-05:00
h12,wint,cold,2007,306,2007-01-13 17:00:00-05:00
h12,wint,cold,2007,307,2007-01-13 18:00:00-05:00
h12,wint,cold,2007,308,2007-01-13 19:00:00-05:00
h12,wint,cold,2007,309,2007-01-13 20:00:00-05:00
h12,wint,cold,2007,310,2007-01-13 21:00:00-05:00
h9,wint,cold,2007,311,2007-01-13 22:00:00-05:00
h9,wint,cold,2007,312,2007-01-13 23:00:00-05:00
h9,wint,cold,2007,313,2007-01-14 00:00:00-05:00
h9,wint,cold,2007,314,2007-01-14 01:00:00-05:00
h9,wint,cold,2007,315,2007-01-14 02:00:00-05:00
h9,wint,cold,2007,316,2007-01-14 03:00:00-05:00
h9,wint,cold,2007,317,2007-01-14 04:00:00-05:00
h9,wint,cold,2007,318,2007-01-14 05:00:00-05:00
h10,wint,cold,2007,319,2007-01-14 06:00:00-05:00
h10,wint,cold,2007,320,2007-01-14 07:00:00-05:00
h10,wint,cold,2007,321,2007-01-14 08:00:00-05:00
h10,wint,cold,2007,322,2007-01-14 09:00:00-05:00
h10,wint,cold,2007,323,2007-01-14 10:00:00-05:00
h10,wint,cold,2007,324,2007-01-14 11:00:00-05:00
h10,wint,cold,2007,325,2007-01-14 12:00:00-05:00
h11,wint,cold,2007,326,2007-01-14 13:00:00-05:00
h11,wint,cold,2007,327,2007-01-14 14:00:00-05:00
h11,wint,cold,2007,328,2007-01-14 15:00:00-05:00
h11,wint,cold,2007,329,2007-01-14 16:00:00-05:00
h12,wint,cold,2007,330,2007-01-14 17:00:00-05:00
h12,wint,cold,2007,331,2007-01-14 18:00:00-05:00
h12,wint,cold,2007,332,2007-01-14 19:00:00-05:00
h12,wint,cold,2007,333,2007-01-14 20:00:00-05:00
h12,wint,cold,2007,334,2007-01-14 21:00:00-05:00
h9,wint,cold,2007,335,2007-01-14 22:00:00-05:00
h9,wint,cold,2007,336,2007-01-14 23:00:00-05:00
h9,wint,cold,2007,337,2007-01-15 00:00:00-05:00
h9,wint,cold,2007,338,2007-01-15 01:00:00-05:00
h9,wint,cold,2007,339,2007-01-15 02:00:00-05:00
h9,wint,cold,2007,340,2007-01-15 03:00:00-05:00
h9,wint,cold,2007,341,2007-01-15 04:00:00-05:00
h9,wint,cold,2007,342,2007-01-15 05:00:00-05:00
h10,wint,cold,2007,343,2007-01-15 06:00:00-05:00
h10,wint,cold,2007,344,2007-01-15 07:00:00-05:00
h10,wint,cold,2007,345,2007-01-15 08:00:00-05:00
h10,wint,cold,2007,346,2007-01-15 09:00:00-05:00
h10,wint,cold,2007,347,2007-01-15 10:00:00-05:00
h10,wint,cold,2007,348,2007-01-15 11:00:00-05:00
h10,wint,cold,2007,349,2007-01-15 12:00:00-05:00
h11,wint,cold,2007,350,2007-01-15 13:00:00-05:00
h11,wint,cold,2007,351,2007-01-15 14:00:00-05:00
h11,wint,cold,2007,352,2007-01-15 15:00:00-05:00
h11,wint,cold,2007,353,2007-01-15 16:00:00-05:00
h12,wint,cold,2007,354,2007-01-15 17:00:00-05:00
h12,wint,cold,2007,355,2007-01-15 18:00:00-05:00
h12,wint,cold,2007,356,2007-01-15 19:00:00-05:00
h12,wint,cold,2007,357,2007-01-15 20:00:00-05:00
h12,wint,cold,2007,358,2007-01-15 21:00:00-05:00
h9,wint,cold,2007,359,2007-01-15 22:00:00-05:00
h9,wint,cold,2007,360,2007-01-15 23:00:00-05:00
h9,wint,cold,2007,361,2007-01-16 00:00:00-05:00
h9,wint,cold,2007,362,2007-01-16 01:00:00-05:00
h9,wint,cold,2007,363,2007-01-16 02:00:00-05:00
h9,wint,cold,2007,364,2007-01-16 03:00:00-05:00
h9,wint,cold,2007,365,2007-01-16 04:00:00-05:00
h9,wint,cold,2007,366,2007-01-16 05:00:00-05:00
h10,wint,cold,2007,367,2007-01-16 06:00:00-05:00
h10,wint,cold,2007,368,2007-01-16 07:00:00-05:00
h10,wint,cold,2007,369,2007-01-16 08:00:00-05:00
h10,wint,cold,2007,370,2007-01-16 09:00:00-05:00
h10,wint,cold,2007,371,2007-01-16 10:00:00-05:00
h10,wint,cold,2007,372,2007-01-16 11:00:00-05:00
h10,wint,cold,2007,373,2007-01-16 12:00:00-05:00
h11,wint,cold,2007,374,2007-01-16 13:00:00-05:00
h11,wint,cold,2007,375,2007-01-16 14:00:00-05:00
h11,wint,cold,2007,376,2007-01-16 15:00:00-05:00
h11,wint,cold,2007,377,2007-01-16 16:00:00-05:00
h12,wint,cold,2007,378,2007-01-16 17:00:00-05:00
h12,wint,cold,2007,379,2007-01-16 18:00:00-05:00
h12,wint,cold,2007,380,2007-01-16 19:00:00-05:00
h12,wint,cold,2007,381,2007-01-16 20:00:00-05:00
h12,wint,cold,2007,382,2007-01-16 21:00:00-05:00
h9,wint,cold,2007,383,2007-01-16 22:00:00-05:00
h9,wint,cold,2007,384,2007-01-16 23:00:00-05:00
h9,wint,cold,2007,385,2007-01-17 00:00:00-05:00
h9,wint,cold,2007,386,2007-01-17 01:00:00-05:00
h9,wint,cold,2007,387,2007-01-17 02:00:00-05:00
h9,wint,cold,2007,388,2007-01-17 03:00:00-05:00
h9,wint,cold,2007,389,2007-01-17 04:00:00-05:00
h9,wint,cold,2007,390,2007-01-17 05:00:00-05:00
h10,wint,cold,2007,391,2007-01-17 06:00:00-05:00
h10,wint,cold,2007,392,2007-01-17 07:00:00-05:00
h10,wint,cold,2007,393,2007-01-17 08:00:00-05:00
h10,wint,cold,2007,394,2007-01-17 09:00:00-05:00
h10,wint,cold,2007,395,2007-01-17 10:00:00-05:00
h10,wint,cold,2007,396,2007-01-17 11:00:00-05:00
h10,wint,cold,2007,397,2007-01-17 12:00:00-05:00
h11,wint,cold,2007,398,2007-01-17 13:00:00-05:00
h11,wint,cold,2007,399,2007-01-17 14:00:00-05:00
h11,wint,cold,2007,400,2007-01-17 15:00:00-05:00
h11,wint,cold,2007,401,2007-01-17 16:00:00-05:00
h12,wint,cold,2007,402,2007-01-17 17:00:00-05:00
h12,wint,cold,2007,403,2007-01-17 18:00:00-05:00
h12,wint,cold,2007,404,2007-01-17 19:00:00-05:00
h12,wint,cold,2007,405,2007-01-17 20:00:00-05:00
h12,wint,cold,2007,406,2007-01-17 21:00:00-05:00
h9,wint,cold,2007,407,2007-01-17 22:00:00-05:00
h9,wint,cold,2007,408,2007-01-17 23:00:00-05:00
h9,wint,cold,2007,409,2007-01-18 00:00:00-05:00
h9,wint,cold,2007,410,2007-01-18 01:00:00-05:00
h9,wint,cold,2007,411,2007-01-18 02:00:00-05:00
h9,wint,cold,2007,412,2007-01-18 03:00:00-05:00
h9,wint,cold,2007,413,2007-01-18 04:00:00-05:00
h9,wint,cold,2007,414,2007-01-18 05:00:00-05:00
h10,wint,cold,2007,415,2007-01-18 06:00:00-05:00
h10,wint,cold,2007,416,2007-01-18 07:00:00-05:00
h10,wint,cold,2007,417,2007-01-18 08:00:00-05:00
h10,wint,cold,2007,418,2007-01-18 09:00:00-05:00
h10,wint,cold,2007,419,2007-01-18 10:00:00-05:00
h10,wint,cold,2007,420,2007-01-18 11:00:00-05:00
h10,wint,cold,2007,421,2007-01-18 12:00:00-05:00
h11,wint,cold,2007,422,2007-01-18 13:00:00-05:00
h11,wint,cold,2007,423,2007-01-18 14:00:00-05:00
h11,wint,cold,2007,424,2007-01-18 15:00:00-05:00
h11,wint,cold,2007,425,2007-01-18 16:00:00-05:00
h12,wint,cold,2007,426,2007-01-18 17:00:00-05:00
h12,wint,cold,2007,427,2007-01-18 18:00:00-05:00
h12,wint,cold,2007,428,2007-01-18 19:00:00-05:00
h12,wint,cold,2007,429,2007-01-18 20:00:00-05:00
h12,wint,cold,2007,430,2007-01-18 21:00:00-05:00
h9,wint,cold,2007,431,2007-01-18 22:00:00-05:00
h9,wint,cold,2007,432,2007-01-18 23:00:00-05:00
h9,wint,cold,2007,433,2007-01-19 00:00:00-05:00
h9,wint,cold,2007,434,2007-01-19 01:00:00-05:00
h9,wint,cold,2007,435,2007-01-19 02:00:00-05:00
h9,wint,cold,2007,436,2007-01-19 03:00:00-05:00
h9,wint,cold,2007,437,2007-01-19 04:00:00-05:00
h9,wint,cold,2007,438,2007-01-19 05:00:00-05:00
h10,wint,cold,2007,439,2007-01-19 06:00:00-05:00
h10,wint,cold,2007,440,2007-01-19 07:00:00-05:00
h10,wint,cold,2007,441,2007-01-19 08:00:00-05:00
h10,wint,cold,2007,442,2007-01-19 09:00:00-05:00
h10,wint,cold,2007,443,2007-01-19 10:00:00-05:00
h10,wint,cold,2007,444,2007-01-19 11:00:00-05:00
h10,wint,cold,2007,445,2007-01-19 12:00:00-05:00
h11,wint,cold,2007,446,2007-01-19 13:00:00-05:00
h11,wint,cold,2007,447,2007-01-19 14:00:00-05:00
h11,wint,cold,2007,448,2007-01-19 15:00:00-05:00
h11,wint,cold,2007,449,2007-01-19 16:00:00-05:00
h12,wint,cold,2007,450,2007-01-19 17:00:00-05:00
