tech,class,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205
hydUD,hydclass5,1554.391033,1402.822462,398967.625,398967.625,1713.66747,1959.12589,398967.625,398967.625,1506.43339,398967.625,398967.625,398967.625,398967.625,398967.625,1899.841551,1805.190184,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2365.886212,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2645.854107,2594.05764,2679.746327,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1368.168048,398967.625,1574.072442,398967.625,1688.594098,2792.923336,398967.625,2126.743552,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2151.224474,398967.625,2620.356769,398967.625,2471.152162,398967.625,398967.625,2247.741994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUND,hydclass1,872.3235693,867.3069797,867.3069797,768.2547424,817.3857999,1260.880448,2146.736745,1601.62602,1090.259,1092.327196,2222.435737,2404.940032,3239.924499,1035.501754,997.5660018,1419.259474,945.1462712,1405.39498,398967.625,398967.625,2098.705356,398967.625,398967.625,1979.070542,1600.551888,2358.801051,1514.381206,897.6362053,398967.625,398967.625,1600.551888,2404.940032,1855.435436,1964.722189,1162.602882,398967.625,398967.625,398967.625,1444.625073,1243.418818,398967.625,1860.67846,1773.809797,3024.868532,398967.625,1393.754129,398967.625,398967.625,398967.625,1290.115991,1193.255903,398967.625,2146.736745,398967.625,1145.049919,1314.926751,398967.625,1104.218075,398967.625,398967.625,1366.504762,398967.625,2586.026582,1238.414258,1584.940088,1311.665455,398967.625,2159.382763,3377.120156,1203.195828,1709.861297,398967.625,398967.625,2005.549995,1790.135086,2009.570025,1585.952729,2769.765261,398967.625,1816.424015,2457.028723,398967.625,398967.625,2549.932161,1195.944733,398967.625,398967.625,398967.625,901.4115978,1069.910284,398967.625,1267.333563,1078.634899,1228.582837,1148.503299,1017.60142,979.9713322,1302.165395,2348.055675,2899.007552,1918.576004,398967.625,1575.202243,2134.520073,1931.536513,398967.625,1371.531588,3259.583032,1298.479184,398967.625,398967.625,1349.74162,398967.625,2716.390324,1437.776301,1314.926751,1252.627056,1332.715795,398967.625,398967.625,1736.561046,946.2663571,901.4651976,398967.625,398967.625,1966.403484,1521.138552,398967.625,1524.183926,1175.264073,1384.605575,2049.457417,2899.007552,1576.915292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUND,hydclass2,1330.988359,919.5350149,1579.9344,803.1433266,833.4490402,1503.790656,2369.845935,1634.805965,1274.136973,1482.12904,2337.595285,2625.38482,3464.7545,1564.529009,1586.422947,1584.653424,1087.182009,1473.641117,398967.625,398967.625,2129.919697,398967.625,398967.625,2217.861027,2113.199725,2531.820501,398967.625,1894.130313,398967.625,398967.625,1825.720689,398967.625,2163.929713,2100.1977,398967.625,398967.625,398967.625,398967.625,398967.625,1471.544778,398967.625,3395.689269,1954.623967,398967.625,398967.625,1549.101528,398967.625,398967.625,398967.625,1534.545113,1412.197652,398967.625,398967.625,398967.625,1541.634526,1575.997298,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1392.822792,2013.785536,2186.079333,398967.625,4090.982665,3688.84069,2516.638565,398967.625,398967.625,398967.625,2108.406664,2347.216797,2221.974536,2214.873287,3681.202756,398967.625,2111.273276,2979.312124,398967.625,398967.625,398967.625,1251.160996,398967.625,398967.625,398967.625,1312.054242,1084.082437,398967.625,1310.209542,1247.779984,1475.457658,1428.237734,1087.494928,1237.499379,1496.012716,2567.602737,2979.312124,398967.625,398967.625,1744.427539,2358.801051,2128.56455,398967.625,398967.625,398967.625,1412.197652,398967.625,398967.625,1460.168732,398967.625,398967.625,1777.807831,1496.012716,1667.062478,1709.861297,398967.625,398967.625,398967.625,1222.353064,398967.625,398967.625,398967.625,2668.590079,1763.285024,398967.625,1596.673741,1175.264073,1568.291591,2110.804305,3074.882799,1748.144273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUND,hydclass3,1456.263971,1090.902675,1642.209084,1278.709026,1312.114837,1572.118392,2577.823549,1736.561046,1411.077272,1553.923922,2695.45722,2714.578798,3648.663882,2417.351932,2005.134282,1997.890433,1289.823256,1591.795485,398967.625,398967.625,2570.177857,398967.625,398967.625,2298.041052,2387.522171,3022.057639,398967.625,2031.194167,398967.625,398967.625,2089.460115,398967.625,2343.147886,2277.676529,398967.625,398967.625,398967.625,398967.625,398967.625,1668.353329,398967.625,3681.202756,2116.922129,398967.625,398967.625,1685.447991,398967.625,398967.625,398967.625,398967.625,1456.491977,398967.625,398967.625,398967.625,398967.625,1729.650336,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1417.81974,398967.625,398967.625,398967.625,398967.625,3854.707773,3074.882799,398967.625,398967.625,398967.625,2161.843245,2525.613993,2392.213653,3261.811241,398967.625,398967.625,2499.257558,398967.625,398967.625,398967.625,398967.625,1427.290329,398967.625,398967.625,398967.625,1510.725959,1126.684931,398967.625,1363.658106,398967.625,1765.972246,1484.383309,1412.197652,1480.110414,2358.801051,2646.464334,398967.625,398967.625,398967.625,1894.091731,2793.281788,2317.476292,398967.625,398967.625,398967.625,1620.578057,398967.625,398967.625,2280.120153,398967.625,398967.625,1857.689745,1531.237092,1855.435436,2091.57639,398967.625,398967.625,398967.625,1529.599042,398967.625,398967.625,398967.625,398967.625,1953.748316,398967.625,2108.43374,1876.503722,1750.850274,2435.759448,3434.722864,1855.698747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUND,hydclass4,1731.949228,1184.485453,1810.797159,1637.25143,1542.012213,1676.936874,398967.625,1773.809797,1554.970849,1816.114606,2957.704499,2830.030623,398967.625,398967.625,2186.841103,2167.387561,2028.583825,2020.267153,398967.625,398967.625,2699.122374,398967.625,398967.625,398967.625,2732.142936,3405.265954,398967.625,2549.932161,398967.625,398967.625,4449.780043,398967.625,2579.074936,2603.268075,398967.625,398967.625,398967.625,398967.625,398967.625,1709.861297,398967.625,398967.625,2552.263518,398967.625,398967.625,2052.311727,398967.625,398967.625,398967.625,398967.625,1544.38768,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1566.804833,398967.625,398967.625,398967.625,398967.625,398967.625,3623.255074,398967.625,398967.625,398967.625,2479.325922,2782.756535,2613.332854,5140.744879,398967.625,398967.625,2842.91708,398967.625,398967.625,398967.625,398967.625,1577.953622,398967.625,398967.625,398967.625,398967.625,1268.983557,398967.625,1506.787899,398967.625,2435.493287,1782.02004,1622.89809,1618.562323,2917.651019,2849.708746,398967.625,398967.625,398967.625,2180.018829,3048.875381,2485.772466,398967.625,398967.625,398967.625,2830.030623,398967.625,398967.625,2337.595285,398967.625,398967.625,2031.194167,2672.096863,1866.011418,2325.409764,398967.625,398967.625,398967.625,1708.272348,398967.625,398967.625,398967.625,398967.625,2245.770887,398967.625,2404.047737,2292.977752,2344.578518,2714.375253,3715.527336,2059.945198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUND,hydclass5,2191.136524,1988.052094,2555.309198,2160.658167,2016.719123,2542.565567,398967.625,2429.659029,2207.671539,2366.749338,3783.782914,3422.511482,398967.625,398967.625,2963.847273,2755.010409,2599.185319,2422.18758,398967.625,398967.625,3093.934385,398967.625,398967.625,398967.625,3489.232623,398967.625,398967.625,2979.312124,398967.625,398967.625,398967.625,398967.625,3154.371086,3845.294907,398967.625,398967.625,398967.625,398967.625,398967.625,2853.872749,398967.625,398967.625,3014.779371,398967.625,398967.625,2953.005952,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2285.322667,398967.625,398967.625,398967.625,398967.625,398967.625,4248.454348,398967.625,398967.625,398967.625,3031.819369,3206.022936,3318.561654,5140.744879,398967.625,398967.625,3130.222243,398967.625,398967.625,398967.625,398967.625,2399.149389,398967.625,398967.625,398967.625,398967.625,1572.652035,398967.625,1754.883414,398967.625,2970.618572,2520.584152,1969.650572,2038.306476,3355.196686,3033.853156,398967.625,398967.625,398967.625,2858.614216,3269.270773,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2429.138149,3192.023034,2200.195556,3063.025186,398967.625,398967.625,398967.625,2214.221963,398967.625,398967.625,398967.625,398967.625,2778.539586,398967.625,3128.360255,3020.667184,2905.23808,3347.136653,4342.308663,2744.765985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPD,hydclass1,2196.886724,3973.447202,5740.37551,398967.625,3255.033776,2761.015299,398967.625,398967.625,3153.840303,3475.649619,398967.625,398967.625,398967.625,398967.625,3983.050265,2944.293532,2911.825265,3278.457186,4295.859326,398967.625,6090.289842,398967.625,398967.625,3435.064623,3560.205074,2941.804396,3058.921203,2764.351006,398967.625,398967.625,2908.447453,2895.421052,2910.063575,3167.586691,398967.625,398967.625,4883.439974,398967.625,398967.625,398967.625,398967.625,5306.14814,4245.444744,4562.626316,5349.608626,5172.669454,3308.026763,398967.625,398967.625,3242.627897,3135.457286,398967.625,3178.559266,4928.603772,3136.18837,2915.598268,3257.218656,3784.826014,4966.461115,3374.168124,2956.428156,398967.625,3119.506939,3422.175236,3694.534527,3179.827363,3473.300185,398967.625,5202.243084,4002.487073,4957.381749,4466.583797,398967.625,5304.206616,398967.625,5576.539436,4796.211933,6102.647868,398967.625,4279.767699,3926.109071,5085.738977,3523.305916,3330.189678,3809.288922,3672.290664,3131.818219,3936.321391,3544.771976,3731.988099,4779.716204,3422.743172,4461.263397,4147.036635,3902.575271,5228.157697,3629.243058,3399.928465,2775.455505,398967.625,3884.493091,5061.769537,4761.142356,398967.625,2995.126156,3754.656029,2927.612123,4195.518176,3131.007877,2874.272621,3352.45134,3349.780024,3339.460323,2902.949638,4286.775882,2871.389135,3946.88456,2786.638384,2934.790482,398967.625,2747.188863,3207.006094,3310.218309,398967.625,398967.625,3471.41469,3166.537767,398967.625,2826.42701,2930.717792,3387.121338,3561.988437,5206.348946,5100.151259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPD,hydclass2,2783.084404,4566.888122,398967.625,398967.625,3432.599156,3935.634774,398967.625,398967.625,3396.929472,4391.06475,398967.625,398967.625,398967.625,398967.625,398967.625,5669.796425,3306.159009,3446.236772,398967.625,398967.625,398967.625,398967.625,398967.625,4210.405166,3924.727505,3004.176794,398967.625,4193.840882,398967.625,398967.625,3216.686816,3266.82916,3095.885657,3277.293448,398967.625,398967.625,5129.270291,398967.625,398967.625,398967.625,398967.625,5679.191774,5038.269771,4594.911115,5917.013568,5372.023944,398967.625,398967.625,398967.625,4127.298917,3476.4004,398967.625,3261.775294,398967.625,4362.703677,3901.846116,3824.859966,3846.953511,5618.786608,3684.287438,2976.608653,398967.625,3434.260586,3578.600004,3703.312702,3830.540889,398967.625,398967.625,5336.654949,4888.126206,398967.625,4845.429525,398967.625,398967.625,398967.625,398967.625,4948.090012,6410.693259,398967.625,5169.059708,4423.780263,398967.625,4293.893785,398967.625,4288.696738,3816.986108,3275.163283,4208.468133,4000.825124,3833.847704,398967.625,4781.815971,398967.625,5378.796879,4603.429316,398967.625,398967.625,4918.186202,3956.314807,398967.625,4268.16137,398967.625,4899.481227,398967.625,3097.981501,5023.477307,3279.469768,4366.830663,4225.023687,3151.704676,4129.825904,4254.711383,3638.199294,3600.228688,4362.769293,4091.869697,398967.625,398967.625,4084.948137,398967.625,3214.154298,3651.773551,3881.576225,398967.625,398967.625,3793.853884,4372.908035,398967.625,4031.892821,3506.551436,4218.788528,4902.991421,5518.780049,398967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPD,hydclass3,4280.94788,4566.888122,398967.625,398967.625,3629.203446,5344.913301,398967.625,398967.625,4351.83732,4818.16984,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,3582.826081,3843.68889,398967.625,398967.625,398967.625,398967.625,398967.625,4402.612062,5517.393768,398967.625,398967.625,398967.625,398967.625,398967.625,3919.513789,398967.625,3225.232158,4298.869545,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,6069.320337,5577.438986,4838.063636,7089.948739,6086.473006,398967.625,398967.625,398967.625,398967.625,4357.354617,398967.625,3373.712471,398967.625,398967.625,4582.152413,398967.625,4029.34069,6740.454319,398967.625,398967.625,398967.625,3561.981859,3829.35349,5776.553031,398967.625,398967.625,398967.625,5816.408174,4968.754389,398967.625,5163.895219,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5663.426021,4971.161397,398967.625,4639.417911,398967.625,4414.411121,4674.282781,3708.499449,4247.268582,4311.835832,3937.242037,398967.625,5381.575442,398967.625,398967.625,4606.992959,398967.625,398967.625,5505.596022,5477.214563,398967.625,4332.825451,398967.625,5132.178205,398967.625,3313.38611,6128.886106,3459.086961,4605.318212,4324.287658,3514.050803,6176.1443,5001.418932,3811.627579,6000.334135,4666.067891,4383.573058,398967.625,398967.625,398967.625,398967.625,4426.13348,4412.088109,5560.398454,398967.625,398967.625,4755.725912,4864.409272,398967.625,4503.576161,3596.411761,5317.46428,4982.816429,398967.625,398967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPD,hydclass4,4486.25093,398967.625,398967.625,398967.625,4019.769097,398967.625,398967.625,398967.625,4839.340074,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,3717.581841,4639.012515,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,6879.658973,398967.625,3515.128918,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5800.546719,5005.473779,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,4442.393258,398967.625,3489.513533,398967.625,398967.625,398967.625,398967.625,4059.888397,398967.625,398967.625,398967.625,398967.625,3732.069239,398967.625,6010.518478,398967.625,398967.625,398967.625,6965.360503,5121.637767,398967.625,5778.703516,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5947.05853,4972.338836,398967.625,4856.847933,398967.625,4574.993935,398967.625,3883.566249,4502.233338,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5248.659939,398967.625,398967.625,5535.879505,398967.625,398967.625,4440.375824,398967.625,5283.933623,398967.625,4323.989532,6220.1684,5416.166622,4813.612344,4407.179096,3810.227691,6435.588453,5165.818173,6309.302885,6246.051492,4961.04937,4549.316463,398967.625,398967.625,398967.625,398967.625,398967.625,5752.471932,398967.625,398967.625,398967.625,398967.625,5086.133218,398967.625,398967.625,3732.868661,5802.593689,5554.94694,398967.625,398967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPD,hydclass5,4912.817557,398967.625,398967.625,398967.625,4050.764687,398967.625,398967.625,398967.625,5665.878429,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,4010.441054,5058.725828,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,4526.413424,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5559.229,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,4869.015023,398967.625,398967.625,398967.625,398967.625,4501.469394,398967.625,398967.625,398967.625,398967.625,5184.644233,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,6321.295361,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,6249.43729,5253.206655,398967.625,398967.625,398967.625,4791.796624,398967.625,6042.619905,5975.330218,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5860.036751,398967.625,398967.625,5530.870979,398967.625,5674.9037,398967.625,6011.143395,6230.447876,6633.130087,5540.708585,4582.775122,398967.625,398967.625,5584.065472,7039.887954,398967.625,5234.323074,6186.935162,398967.625,398967.625,398967.625,398967.625,398967.625,6455.191193,398967.625,398967.625,398967.625,398967.625,5771.796708,398967.625,398967.625,5698.964508,398967.625,398967.625,398967.625,398967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPND,hydclass1,2196.886724,3973.447202,5740.37551,398967.625,3255.033776,2761.015299,398967.625,398967.625,3153.840303,3475.649619,398967.625,398967.625,398967.625,398967.625,3983.050265,2944.293532,2911.825265,3278.457186,4295.859326,398967.625,6090.289842,398967.625,398967.625,3435.064623,3560.205074,2941.804396,3058.921203,2764.351006,398967.625,398967.625,2908.447453,2895.421052,2910.063575,3167.586691,398967.625,398967.625,4883.439974,398967.625,398967.625,398967.625,398967.625,5306.14814,4245.444744,4562.626316,5349.608626,5172.669454,3308.026763,398967.625,398967.625,3242.627897,3135.457286,398967.625,3178.559266,4928.603772,3136.18837,2915.598268,3257.218656,3784.826014,4966.461115,3374.168124,2956.428156,398967.625,3119.506939,3422.175236,3694.534527,3179.827363,3473.300185,398967.625,5202.243084,4002.487073,4957.381749,4466.583797,398967.625,5304.206616,398967.625,5576.539436,4796.211933,6102.647868,398967.625,4279.767699,3926.109071,5085.738977,3523.305916,3330.189678,3809.288922,3672.290664,3131.818219,3936.321391,3544.771976,3731.988099,4779.716204,3422.743172,4461.263397,4147.036635,3902.575271,5228.157697,3629.243058,3399.928465,2775.455505,398967.625,3884.493091,5061.769537,4761.142356,398967.625,2995.126156,3754.656029,2927.612123,4195.518176,3131.007877,2874.272621,3352.45134,3349.780024,3339.460323,2902.949638,4286.775882,2871.389135,3946.88456,2786.638384,2934.790482,398967.625,2747.188863,3207.006094,3310.218309,398967.625,398967.625,3471.41469,3166.537767,398967.625,2826.42701,2930.717792,3387.121338,3561.988437,5206.348946,5100.151259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPND,hydclass2,2783.084404,4566.888122,398967.625,398967.625,3432.599156,3935.634774,398967.625,398967.625,3396.929472,4391.06475,398967.625,398967.625,398967.625,398967.625,398967.625,5669.796425,3306.159009,3446.236772,398967.625,398967.625,398967.625,398967.625,398967.625,4210.405166,3924.727505,3004.176794,398967.625,4193.840882,398967.625,398967.625,3216.686816,3266.82916,3095.885657,3277.293448,398967.625,398967.625,5129.270291,398967.625,398967.625,398967.625,398967.625,5679.191774,5038.269771,4594.911115,5917.013568,5372.023944,398967.625,398967.625,398967.625,4127.298917,3476.4004,398967.625,3261.775294,398967.625,4362.703677,3901.846116,3824.859966,3846.953511,5618.786608,3684.287438,2976.608653,398967.625,3434.260586,3578.600004,3703.312702,3830.540889,398967.625,398967.625,5336.654949,4888.126206,398967.625,4845.429525,398967.625,398967.625,398967.625,398967.625,4948.090012,6410.693259,398967.625,5169.059708,4423.780263,398967.625,4293.893785,398967.625,4288.696738,3816.986108,3275.163283,4208.468133,4000.825124,3833.847704,398967.625,4781.815971,398967.625,5378.796879,4603.429316,398967.625,398967.625,4918.186202,3956.314807,398967.625,4268.16137,398967.625,4899.481227,398967.625,3097.981501,5023.477307,3279.469768,4366.830663,4225.023687,3151.704676,4129.825904,4254.711383,3638.199294,3600.228688,4362.769293,4091.869697,398967.625,398967.625,4084.948137,398967.625,3214.154298,3651.773551,3881.576225,398967.625,398967.625,3793.853884,4372.908035,398967.625,4031.892821,3506.551436,4218.788528,4902.991421,5518.780049,398967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPND,hydclass3,4280.94788,4566.888122,398967.625,398967.625,3629.203446,5344.913301,398967.625,398967.625,4351.83732,4818.16984,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,3582.826081,3843.68889,398967.625,398967.625,398967.625,398967.625,398967.625,4402.612062,5517.393768,398967.625,398967.625,398967.625,398967.625,398967.625,3919.513789,398967.625,3225.232158,4298.869545,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,6069.320337,5577.438986,4838.063636,7089.948739,6086.473006,398967.625,398967.625,398967.625,398967.625,4357.354617,398967.625,3373.712471,398967.625,398967.625,4582.152413,398967.625,4029.34069,6740.454319,398967.625,398967.625,398967.625,3561.981859,3829.35349,5776.553031,398967.625,398967.625,398967.625,5816.408174,4968.754389,398967.625,5163.895219,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5663.426021,4971.161397,398967.625,4639.417911,398967.625,4414.411121,4674.282781,3708.499449,4247.268582,4311.835832,3937.242037,398967.625,5381.575442,398967.625,398967.625,4606.992959,398967.625,398967.625,5505.596022,5477.214563,398967.625,4332.825451,398967.625,5132.178205,398967.625,3313.38611,6128.886106,3459.086961,4605.318212,4324.287658,3514.050803,6176.1443,5001.418932,3811.627579,6000.334135,4666.067891,4383.573058,398967.625,398967.625,398967.625,398967.625,4426.13348,4412.088109,5560.398454,398967.625,398967.625,4755.725912,4864.409272,398967.625,4503.576161,3596.411761,5317.46428,4982.816429,398967.625,398967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydNPND,hydclass4,4486.25093,398967.625,398967.625,398967.625,4019.769097,398967.625,398967.625,398967.625,4839.340074,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,3717.581841,4639.012515,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,6879.658973,398967.625,3515.128918,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5800.546719,5005.473779,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,4442.393258,398967.625,3489.513533,398967.625,398967.625,398967.625,398967.625,4059.888397,398967.625,398967.625,398967.625,398967.625,3732.069239,398967.625,6010.518478,398967.625,398967.625,398967.625,6965.360503,5121.637767,398967.625,5778.703516,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5947.05853,4972.338836,398967.625,4856.847933,398967.625,4574.993935,398967.625,3883.566249,4502.233338,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,5248.659939,398967.625,398967.625,5535.879505,398967.625,398967.625,4440.375824,398967.625,5283.933623,398967.625,4323.989532,6220.1684,5416.166622,4813.612344,4407.179096,3810.227691,6435.588453,5165.818173,6309.302885,6246.051492,4961.04937,4549.316463,398967.625,398967.625,398967.625,398967.625,398967.625,5752.471932,398967.625,398967.625,398967.625,398967.625,5086.133218,398967.625,398967.625,3732.868661,5802.593689,5554.94694,398967.625,398967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
