region,class,bin,capacity,supply_curve_cost_per_mw,dist_to_coast,sc_point_gid
s1,13,113,397.1192,1407157.4059,87970.3281,7701
s1,13,114,397.1192,1424641.4593,95996.1641,7222
s1,13,115,397.1192,1428509.0859,94616.6641,6744
s1,13,116,312.2993,1478968.2106,104806.9141,6265
s10,13,1,59.0659,798977.789,33043.3672,16786
s10,13,2,203.7218,810055.7503,34742.5586,16308
s10,13,3,38.1604,811290.8537,33161.7695,18697
s10,13,4,255.0302,817586.0,36110.4414,15830
s10,13,5,174.089,820133.2435,34736.418,18219
s10,13,6,158.4598,822479.7924,35361.4414,17741
s10,13,7,288.941,830906.8508,36898.7695,17263
s10,13,8,397.1192,843293.1861,38959.3164,16785
s10,13,9,79.2869,853520.7496,33368.7422,21085
s10,13,10,50.4527,861725.5005,33134.5117,19652
s10,13,11,395.7788,865788.1619,41751.3438,16307
s10,13,12,241.9963,870735.84,35611.4102,19174
s10,13,13,202.9803,874160.7957,35374.0195,20607
s10,13,14,310.3884,883040.0607,38085.1445,18696
s10,13,15,319.0016,892637.0125,45125.668,15829
s10,13,16,397.1192,900907.4702,41810.1016,18218
s10,13,17,228.0498,902735.4974,43921.1289,17740
s10,13,18,250.3243,906398.0359,38170.4453,20129
s10,13,19,239.1728,909897.5194,38680.9805,19651
s10,13,20,397.1192,911079.7145,39203.0156,21084
s10,13,21,314.638,911624.837,46155.5586,17262
s10,13,22,397.1192,933974.3328,49313.1758,16784
s10,13,23,334.8305,938699.7523,42894.6719,20606
s10,13,24,368.4561,944801.0216,43160.5039,19173
s10,13,25,369.9392,965592.2472,51630.3008,16306
s10,13,26,363.6647,982298.4471,47723.1992,20128
s10,13,27,309.8465,989623.9254,47486.2227,18695
s10,13,28,397.1192,996182.1412,49131.3867,21083
s10,13,29,344.0426,999159.5725,55118.1289,15828
s10,13,30,396.8625,1005878.1506,51631.3477,18217
s10,13,31,215.8145,1013570.6092,50405.7305,19650
s10,13,32,397.1192,1014204.3012,52667.6523,20605
s10,13,33,314.2672,1018925.4826,54611.8125,17739
s10,13,34,192.4847,1025752.2318,52367.6367,19172
s10,13,35,210.1389,1027536.4061,55897.5391,17261
s10,13,36,310.7022,1074399.1242,56900.2227,18694
s10,13,37,295.6719,1081794.2606,57311.5664,20127
s10,13,38,396.8055,1107104.5671,59501.5742,16783
s10,13,39,323.1941,1126132.2978,60406.5664,19649
s10,13,40,397.1192,1127829.4794,61890.9844,16305
s10,13,41,397.1192,1139474.1945,62648.6094,20604
s10,13,42,367.8287,1151410.4137,61586.7891,18216
s10,13,43,305.9963,1160561.4584,65438.2891,15827
s10,13,44,274.5382,1163830.0846,63003.7656,19171
s10,13,45,309.9891,1181027.7156,66897.1328,20126
s10,13,46,396.2636,1224386.2392,64819.9414,17738
s10,13,47,189.2619,1233534.5369,66508.7969,18693
s10,13,48,238.7735,1243612.5722,67083.4453,17260
s10,13,49,312.0997,1251107.9777,70948.7422,19648
s10,13,50,397.1192,1259059.9545,72645.1719,20603
s10,13,51,371.9927,1270987.9006,71898.5469,16304
s10,13,52,266.8947,1284942.2138,69267.3984,16782
s10,13,53,397.1192,1301893.9061,75100.4375,15826
s10,13,54,357.5328,1309195.4304,72657.8047,19170
s10,13,55,309.4473,1319106.8519,76127.3125,20125
s10,13,56,299.6077,1323200.2315,71397.8203,18215
s10,13,57,397.1192,1357758.4302,85053.7969,17736
s10,13,58,301.8893,1359199.863,79756.1016,16781
s10,13,59,397.1192,1372145.7188,82267.0938,20602
s10,13,60,397.1192,1376110.9147,80634.7344,19647
s10,13,61,252.064,1399263.3476,86161.2578,18691
s13,13,1,20.7914,782382.6043,32766.6719,24906
s13,13,2,174.4598,795008.2262,34507.7109,24428
s13,13,3,90.9518,796037.6953,33641.293,23473
s13,13,4,119.5293,797827.6116,33878.6875,25861
s13,13,5,276.2494,808059.6248,35731.8438,25383
s13,13,6,209.3974,813754.0853,34924.7656,22995
s13,13,7,341.2191,816863.6586,36575.543,23950
s13,13,8,386.4526,818582.6062,37672.5664,24905
s13,13,9,98.196,827078.9178,33701.2109,22040
s13,13,10,236.663,836562.8989,36314.4492,22517
s13,13,11,397.1192,846611.0491,41051.7422,24427
s13,13,12,367.9428,852439.8949,38969.7383,23472
s13,13,13,397.1192,869397.2891,44021.8281,25382
s13,13,14,318.089,882369.8206,36094.5898,21562
s13,13,15,371.6789,888730.9455,45404.3359,23949
s13,13,16,397.1192,890656.9455,39383.8672,22039
s13,13,17,397.1192,893418.6224,47646.8594,24904
s13,13,18,303.5435,897281.6506,43242.6523,22994
s13,13,19,397.1192,934035.2091,53875.7188,25381
s13,13,20,397.1192,937063.9291,50876.7539,24426
s13,13,21,376.7271,938199.3838,46141.418,22516
s13,13,22,397.1192,951948.3055,44190.0195,21561
s13,13,23,296.9838,960384.2095,49204.0195,23471
s13,13,24,397.1192,967305.7691,57701.8984,24903
s13,13,25,397.1192,978830.3588,49215.8789,22038
s13,13,26,397.1192,987773.4005,52927.7422,22993
s13,13,27,397.1192,1007348.4655,53472.543,21560
s13,13,28,308.4776,1013276.1921,55380.6758,23948
s13,13,29,397.1192,1021577.3988,55845.707,22515
s13,13,30,397.1192,1045284.3072,59245.9805,23470
s13,13,31,396.4347,1069102.9899,60934.1367,24425
s13,13,32,397.1192,1070354.4122,59222.5273,22037
s13,13,33,397.1192,1099909.5588,58666.9336,21082
s13,13,34,397.1192,1103405.2388,63089.6406,21559
s13,13,35,397.1192,1130536.5738,62950.1289,22992
s13,13,36,301.7182,1138713.9342,65062.2148,23947
s13,13,37,397.1192,1171586.4655,65936.0469,22514
s13,13,38,397.1192,1172839.6091,67667.875,24902
s13,13,39,397.1192,1183521.3988,67845.5469,21081
s13,13,40,397.1192,1199642.9738,69247.0234,23469
s13,13,41,397.1192,1211833.9322,69307.5469,22036
s13,13,42,397.1192,1232655.5557,71070.6406,24424
s13,13,43,397.1192,1254702.6005,76158.4297,22513
s13,13,44,397.1192,1273715.5072,72831.0312,22991
s13,13,45,346.3528,1282511.5193,74805.5312,23946
s13,13,46,397.1192,1310118.7322,72856.2969,21558
s13,13,47,397.1192,1312706.0922,77195.75,21080
s13,13,48,266.1532,1328664.2258,78809.0391,23468
s13,13,49,397.1192,1338017.1855,79360.8203,22035
s13,13,50,395.5221,1348227.7338,82760.9375,22990
s14,8,1,66.082,926809.3877,33105.6016,35891
s14,8,2,144.6844,930966.0908,33975.2148,36847
s14,8,3,67.9643,931048.8984,33132.2539,36369
s14,8,4,86.0748,942420.9946,33338.2539,35413
s14,8,5,119.1871,957412.1271,33790.0977,34935
s14,8,6,78.7736,960064.6495,33593.75,33502
s14,8,7,368.7128,988774.1158,37184.3398,37324
s14,8,8,81.8823,988920.2952,33328.1992,33024
s14,8,9,397.1192,995445.0641,40418.6836,36846
s14,8,10,397.1192,1004037.1174,39236.6523,36368
s14,8,11,195.3653,1005575.4817,34756.5508,34457
s14,8,12,397.1192,1017722.1308,39204.4922,35890
s14,8,13,397.1192,1042647.3676,39769.5273,35412
s14,8,14,397.1192,1063830.6742,40590.5781,34934
s14,8,15,397.1192,1085619.9212,46849.2734,37323
s14,8,16,299.9785,1086481.3988,36083.0508,33979
s14,8,17,394.8091,1097726.5786,38724.6367,33501
s14,8,18,397.1192,1098578.7174,49780.7031,36367
s14,8,19,397.1192,1102449.1174,50211.875,36845
s14,8,20,397.1192,1129014.2476,42293.3008,34456
s14,8,21,397.1192,1139159.8374,49749.875,35889
s14,8,22,397.1192,1186298.9612,57118.0977,37322
s14,8,23,397.1192,1200366.5142,50357.7695,35411
s14,8,24,397.1192,1221513.0641,60172.7109,36844
s14,8,25,397.1192,1225185.9174,60349.8672,36366
s14,9,1,397.1192,1088514.6729,39557.4023,33023
s14,10,1,45.0053,985616.9573,32817.5039,32546
s14,10,2,397.1192,1089046.1396,38659.8867,32545
s14,11,1,35.5936,1035832.5378,32722.9102,32068
s14,11,2,152.0997,1043492.5722,34210.7227,31590
s14,12,1,58.4385,857365.8032,34039.7461,30158
s14,12,2,30.9162,858172.737,33128.9648,28249
s14,12,3,92.3778,899763.9771,33947.2812,28726
s14,12,4,80.057,909666.1259,33841.1875,31113
s14,12,5,99.7361,914447.3143,33815.8906,29203
s14,12,6,263.0729,917150.1241,36393.2188,29680
s14,12,7,364.3777,930747.0098,37094.7539,28248
s14,12,8,368.8839,941353.0453,37319.7031,28725
s14,12,9,344.7271,955490.9816,36545.5312,30635
s14,12,10,397.1192,980049.0729,41934.832,27770
s14,12,11,396.8055,985069.3914,39068.5273,29202
s14,12,12,397.1192,1018358.4596,44659.9258,28247
s14,12,13,249.6968,1018665.8654,40343.2305,30157
s14,12,14,371.6504,1051821.4431,37486.75,31112
s14,12,15,397.1192,1062504.6135,44752.6289,28724
s14,12,16,213.9036,1089257.9219,45629.9102,29679
s14,12,17,397.1192,1101620.1663,51254.9414,27769
s14,12,18,397.1192,1116716.7201,48799.1719,29201
s14,12,19,397.1192,1137281.1263,51894.0898,28246
s14,12,20,397.1192,1144098.0271,44344.1953,30634
s14,12,21,397.1192,1170715.5468,53462.9961,28723
s14,12,22,329.7253,1172583.7421,55968.125,27291
s14,12,23,397.1192,1185447.3129,59548.5039,27768
s14,12,24,283.9214,1198846.0639,49827.4023,30156
s14,12,25,397.1192,1242316.9868,59672.0195,28245
s14,12,26,397.1192,1280365.0729,65632.5625,27290
s14,12,27,305.9107,1316158.8701,70524.8359,26812
s15,12,1,206.2601,876724.975,34839.0352,27771
s15,12,2,315.6647,892592.5224,37079.2227,27293
s15,12,3,397.1192,995640.4532,51601.3047,26814
s15,12,4,317.9178,1009940.837,46491.9023,27292
s15,12,5,377.7253,1201004.7083,60943.2109,26813
s15,13,1,356.5631,828869.2145,36858.2344,26338
s15,13,2,35.508,829186.6214,33137.3906,27294
s15,13,3,130.9375,832376.5459,34921.6523,26816
s15,13,4,393.6968,845185.0557,40133.1094,25860
s15,13,5,397.1192,893173.0766,46172.1133,26337
s15,13,6,363.0372,904604.1989,42479.6289,26815
s15,13,7,397.1192,908688.1433,50033.1992,25859
s15,13,8,397.1192,986605.9833,56018.0742,26336
s15,13,9,397.1192,1030006.5166,59933.6758,25858
s15,13,10,397.1192,1092899.1833,63745.6758,25380
s15,13,11,397.1192,1213064.6666,65755.4453,26335
s15,13,12,397.1192,1287136.0899,69816.5078,25857
s15,13,13,397.1192,1329817.5299,73655.9766,25379
s162,6,1,25.697,726130.6775,32930.0586,117384
s162,6,2,82.6524,727787.6423,33623.8086,118347
s162,6,3,57.2406,728117.8472,33271.4062,117864
s162,6,4,64.713,728529.3036,33564.6797,118346
s162,6,5,62.5454,729942.993,33821.7461,117383
s162,6,6,145.9393,733526.419,34334.6836,117380
s162,6,7,133.7611,734642.5665,34478.0859,117381
s162,6,8,107.18,736089.1478,34639.6367,117382
s162,6,9,154.2103,737319.587,34995.7773,118348
s162,6,10,136.2138,739399.3334,34868.9453,118345
s162,6,11,234.8662,742830.5719,35332.3125,118344
s162,6,12,98.6524,745677.5656,35672.9219,117863
s162,6,13,248.9553,752717.7087,36620.918,118343
s162,6,14,294.1032,759811.4552,37714.4648,117862
s162,6,15,388.9909,768576.8789,38769.2188,118342
s162,6,16,276.5631,777071.7165,40319.8008,118825
s162,6,17,135.5008,777676.2246,40209.6328,117861
s162,6,18,332.2351,784790.8081,41178.1172,117858
s162,6,19,331.5791,786656.3778,41697.8711,118826
s162,6,20,306.8519,787650.0862,41507.9453,118824
s162,6,21,348.5774,792467.0962,42072.3242,118823
s162,6,22,249.925,794351.3148,42536.4844,117860
s162,6,23,333.1478,795439.1852,42640.5938,117859
s162,6,24,266.4954,797476.4456,42779.3477,118341
s162,6,25,329.5827,803130.1639,43495.1094,118822
s162,6,26,378.2957,820890.5405,46036.5078,118821
s162,6,27,265.9535,828629.4964,47263.5352,118340
s162,6,28,364.6059,839483.2584,48818.5234,118820
s162,6,29,155.9215,845690.3501,49788.3359,118339
s162,6,30,255.1728,853261.8612,51104.7188,119304
s162,6,31,358.3884,855418.615,51214.0508,119302
s162,6,32,276.7628,856111.7637,51413.3477,119303
s162,6,33,355.4793,858819.4951,52042.5781,118336
s162,6,34,271.3154,862843.1353,52553.3164,118338
s162,6,35,386.9374,863081.9662,52471.8984,118819
s162,6,36,378.5809,863781.5227,52704.7227,118337
s162,6,37,316.2636,865450.9743,52726.3086,119301
s162,6,38,334.7164,875025.6845,54214.4453,119300
s162,6,39,377.8679,889111.3633,56477.0781,119299
s162,6,40,358.5595,889142.2283,56669.7891,118818
s162,6,41,360.6986,903945.5303,58999.2305,119298
s162,6,42,148.4491,909632.1304,60040.7422,118817
s162,6,43,379.2084,917640.1744,61291.3203,119781
s162,6,44,371.1656,918504.5043,61731.1641,118814
s162,6,45,361.8964,919004.669,61475.7188,119780
s162,6,46,350.4597,924007.3638,62444.0312,119782
s162,6,47,355.1085,924734.4679,62562.8242,119297
s162,6,48,353.6825,927608.6071,63305.2734,118815
s162,6,49,375.0158,928140.1204,62993.6484,119779
s162,6,50,269.0622,928196.7656,63403.457,118816
s162,6,51,379.6362,939656.5983,65018.0898,119778
s162,6,52,335.9143,943648.4837,65936.6094,119296
s162,6,53,353.2547,949300.002,66754.6641,119777
s162,6,54,131.3653,960481.454,69002.4375,119295
s162,6,55,337.9677,961755.3766,69082.7344,119776
s162,6,56,361.0978,978285.8023,72264.9609,119775
s162,6,57,369.0836,979106.8665,72299.2266,120259
s162,6,58,375.8429,979155.073,72217.4844,120258
s162,6,59,303.6006,982353.6834,72994.9219,120260
s162,6,60,268.8911,984001.8288,73173.7031,120257
s162,6,61,369.7681,984934.5946,73807.0391,119293
s162,6,62,321.2262,986003.5098,74016.2891,119294
s162,6,63,338.1674,995285.2521,75419.4922,120256
s162,6,64,346.2387,998914.1313,76339.7578,119774
s162,6,65,335.3153,1005602.9871,77567.7969,120255
s162,6,66,130.7664,1011487.8378,78832.9922,119773
s162,6,67,348.0069,1016266.1946,79869.3906,120254
s162,6,68,341.1335,1027942.6045,82396.5938,120253
s162,6,69,370.3385,1031434.219,82672.0469,120737
s162,6,70,378.4098,1032358.1608,82831.6484,120736
s162,6,71,347.1228,1036527.5897,84223.0703,119772
s162,6,72,363.7788,1036911.5451,84430.5547,119771
s162,6,73,252.1781,1037898.3675,84027.5391,120738
s162,6,74,360.3563,1039339.0465,84412.75,120735
s162,6,75,361.1264,1044896.3726,85685.7969,120734
s162,6,76,348.6344,1046054.0228,86359.6328,120252
s162,6,77,354.5096,1053058.0795,87640.1562,120733
s162,6,78,296.8982,1059895.3051,89257.8516,120732
s162,6,79,60.3208,1061345.9529,89672.2734,120251
s162,6,80,344.5274,1072371.0103,92168.1172,120731
s162,6,81,220.4633,1072647.9629,91508.125,121215
s162,6,82,336.6273,1077916.4813,93693.875,120250
s162,6,83,283.6933,1078186.0487,93799.5391,120249
s162,6,84,364.3207,1079485.5718,93246.125,121214
s162,6,85,356.0782,1079607.6485,93184.1016,121216
s162,6,86,338.9945,1085929.87,94923.6875,121213
s162,6,87,365.2904,1087532.5284,95850.75,120730
s162,6,88,360.556,1092038.5151,96470.1641,121212
s162,6,89,352.7699,1097940.0537,97938.2891,121211
s162,6,90,96.0285,1099887.3837,98795.9766,120729
s162,6,91,358.7306,1107957.6197,100461.6641,121210
s162,6,92,349.8037,1117487.887,102899.8203,121209
s162,6,93,344.6415,1118434.9319,103606.6797,120728
s162,6,94,86.2745,1121212.6963,104356.2813,120727
s162,6,95,312.0997,1123689.684,104021.2969,121692
s162,6,96,291.1941,1123831.4935,103851.6094,121694
s162,6,97,313.0123,1127139.1584,104739.9531,121693
s162,6,98,382.6023,1127563.8767,105188.0078,121691
s162,6,99,347.5791,1128790.1387,105938.3828,121208
s162,6,100,348.2922,1133275.4756,106641.1484,121690
s162,6,101,323.3938,1140389.6879,108490.9766,121689
s162,6,102,106.2388,1140830.4356,109081.5625,121207
s162,6,103,356.9339,1147186.3119,110383.2969,121688
s162,6,104,116.9055,1148587.985,111198.3125,121206
s162,6,105,370.1103,1156685.1201,113044.7813,121687
s162,6,106,131.1657,1163136.6009,113754.7891,122172
s162,6,107,346.5809,1166537.0978,115838.2422,121686
s162,6,108,352.9695,1167597.949,115407.1172,122169
s162,6,109,244.5917,1168456.4142,114744.3594,122170
s162,6,110,60.3493,1174273.6644,117830.1563,121685
s162,6,111,342.6451,1174824.5881,117474.5313,122168
s162,6,112,350.4312,1180391.8893,119057.3594,122167
s162,6,113,323.5934,1180675.5686,114616.5234,122171
s162,6,114,368.5417,1186183.1425,120854.8359,122166
s162,6,115,313.1834,1193853.1848,123151.875,122165
s162,6,116,222.5453,1199725.0086,125306.5781,121684
s162,6,117,253.0052,1200471.7772,125107.2813,122164
s162,6,118,111.7718,1222658.5234,131759.0781,122163
s162,6,119,233.7254,1223341.3661,125453.8125,122647
s162,6,120,296.8127,1224664.5575,132492.3438,122162
s162,6,121,265.0123,1226584.9123,126976.9922,122646
s162,6,122,161.8252,1241653.6734,137592.9688,122641
s162,6,123,51.6791,1252203.3843,140307.9219,122642
s162,6,124,49.426,1274717.4335,145064.9688,123120
s162,14,1,328.556,1230193.3961,125554.0547,122648
s162,14,2,260.4491,1235632.8468,125866.0625,122650
s162,14,3,332.5488,1235944.6765,124737.0313,122649
s162,14,4,346.6094,1239965.7097,129497.4844,122645
s162,14,5,317.3189,1243830.7688,131094.6875,122644
s162,14,6,306.7948,1247505.5832,133076.7188,122643
s162,14,7,319.8572,1272370.3296,134366.1094,123128
s162,14,8,335.3724,1276369.5421,135645.9531,123127
s162,14,9,346.752,1276640.7466,135796.5469,123126
s162,14,10,310.0747,1280668.1248,137147.7656,123125
s162,14,11,313.2975,1286190.1425,139085.6563,123124
s162,14,12,319.9713,1287641.5865,139768.2969,123123
s162,14,13,86.0748,1290766.7411,140949.6406,123121
s162,14,14,366.4597,1292973.8578,141782.4531,123122
s162,14,15,120.3279,1300306.1666,145967.8594,122640
s162,14,16,246.0177,1303888.841,144130.7813,123606
s162,14,17,341.6184,1309092.6873,146166.1875,123604
s162,14,18,227.7361,1309801.2347,146451.8906,123603
s162,14,19,311.9856,1310546.2056,146565.0156,123605
s162,14,20,369.711,1315155.6269,148655.9063,123602
s162,14,21,157.9464,1316942.3281,149523.2344,123600
s162,14,22,288.3421,1318035.8125,149828.7656,123601
s162,14,23,200.2138,1318103.6181,151786.1406,123119
s162,14,24,345.269,1325352.008,152954.4688,123118
s162,14,25,312.7556,1333809.6763,153683.2656,124084
s162,14,26,262.2744,1340574.2979,156383.8438,124082
s162,14,27,305.7111,1341199.8188,157950.9688,123598
s162,14,28,373.2761,1342654.1418,156905.5,124083
s162,14,29,62.6025,1345387.9572,158561.9063,123599
s162,14,30,323.2797,1345687.3421,159856.7656,123597
s162,14,31,249.7824,1347194.6128,158548.2344,124081
s162,14,32,281.7253,1347905.793,158988.7969,124080
s162,14,33,326.2173,1352895.6212,162557.4063,123596
s162,14,34,133.0481,1353443.1407,160731.625,124079
s162,14,35,261.5899,1362240.4829,164419.2813,124077
s162,14,36,123.8359,1366067.8112,165301.4844,124078
s162,14,37,380.8055,1369434.1236,167224.0625,124076
s162,14,38,341.1335,1376756.7684,170213.3906,124075
s162,14,39,350.3456,1377098.9706,167216.3125,124561
s162,14,40,195.5935,1379014.8393,168581.5469,124560
s162,14,41,210.3386,1379078.9939,168466.75,124558
s162,14,42,185.9536,1379969.5654,168239.4063,124559
s162,14,43,295.0159,1382185.2889,172748.6406,124074
s162,14,44,45.3761,1386047.3997,170934.8281,124557
s162,14,45,312.1567,1390431.0918,173347.7188,124556
s162,14,46,351.2583,1395448.8647,175233.0781,124555
s162,14,47,340.2779,1400794.7357,177295.9688,124554
s162,14,48,208.4562,1407390.2833,177053.1563,125037
s162,14,49,356.4775,1407593.6506,180132.2031,124553
s162,14,50,372.2779,1411259.9204,178382.4063,125038
s162,14,51,379.9499,1411994.6271,176826.9688,125039
s162,14,52,86.1319,1413723.8358,178637.9219,125036
s162,14,53,332.5203,1413742.6653,183024.4688,124552
s162,14,54,364.0069,1422203.7523,183372.2656,125034
s162,14,55,292.3064,1424310.4468,182982.7031,125035
s162,14,56,325.2476,1426708.8741,185309.0313,125033
s162,14,57,389.3616,1433059.0322,187866.9688,125032
s162,14,58,80.2852,1434775.8383,184806.625,125517
s162,14,59,339.2797,1438049.6673,190394.5781,125031
s162,14,60,361.2405,1445102.5273,193428.7969,125030
s162,14,61,198.8733,1447767.418,186332.2344,125516
s162,14,62,58.0677,1453526.0068,186927.9063,125515
s162,14,63,343.8715,1466145.467,194218.3438,125512
s162,14,64,368.3135,1469970.4386,200969.5625,125509
s162,14,65,332.007,1470269.3855,196274.3906,125511
s162,14,66,393.0693,1471064.343,198146.7344,125510
s162,14,67,383.4864,1471443.3486,203535.7656,125508
s162,14,68,169.6398,1479054.1568,190550.9219,125514
s162,14,69,344.8127,1485808.6881,191846.1094,125513
s162,14,70,142.3172,1493755.6762,207783.9688,125987
s162,14,71,163.5079,1496004.863,210977.6719,125986
s162,14,72,102.7023,1499620.6522,205663.8594,125988
s162,14,73,109.0909,1503686.2524,206682.9531,125989
s162,14,74,106.6951,1513871.7683,207775.4219,125990
s162,14,75,85.4759,1515367.4637,206523.9688,125991
s162,14,76,344.5845,1520819.7208,196038.1406,125995
s162,14,77,393.6968,1529645.271,216717.3125,126467
s162,14,78,361.5257,1529754.167,219051.6875,126466
s162,14,79,312.3563,1540284.8197,224085.1719,126464
s162,14,80,356.0212,1546047.702,221677.0156,126465
s162,14,81,191.6862,1549035.9856,201870.5313,125993
