region,class,bin,capacity,supply_curve_cost_per_mw,dist_mi,sc_point_gid
s10,7,7,83.0574,128476.0653,11.283,11802
s10,7,8,44.3718,164678.9273,6.1902,13318
s10,7,9,37.9566,185547.784,9.8617,12182
s10,7,10,28.7712,207858.4684,3.7701,12179
s10,7,11,6.4395,225399.4941,4.3904,12938
s10,7,12,7.3386,245349.5039,9.8308,14077
s10,7,13,7.0227,245829.7617,6.1439,11799
s10,7,14,24.2271,261197.8536,17.999,12181
s10,8,1,134.5977,46135.5795,0.7425,12185
s10,8,2,93.1662,87175.3631,6.8483,10661
s10,8,3,129.6648,88218.5998,15.0572,11042
s10,8,4,141.7419,91477.5921,14.5257,11803
s10,8,5,63.6417,103022.0615,2.3776,10664
s10,8,6,58.5144,119330.0643,1.4802,12562
s10,8,7,111.9987,123224.087,21.096,11421
s10,8,8,56.3274,152660.1237,13.7359,13698
s10,8,9,28.0179,190645.6695,2.2085,12939
s10,8,10,30.375,203683.6048,7.9088,12560
s10,8,11,21.9186,223874.617,5.7203,12559
s10,8,12,30.0834,226700.3952,13.9202,12180
s10,9,1,140.6727,42148.4658,0.8612,11805
s10,9,2,147.0393,47023.0634,3.4545,11425
s10,9,3,157.9257,63696.0647,9.3758,11043
s10,9,4,129.4461,65075.9267,4.8848,11044
s10,9,5,135.7155,65129.3181,6.144,10662
s10,9,6,161.7651,77659.4177,17.3826,11423
s10,9,7,93.7008,81371.8667,1.6071,11806
s10,9,8,71.2962,110216.1805,2.8011,13321
s10,9,9,59.1219,117084.7952,4.8666,11426
s10,9,10,59.8509,119567.6824,1.943,11045
s10,9,11,82.9845,119768.6487,12.7046,13699
s10,9,12,65.9745,167772.8616,20.73,11800
s10,9,13,34.749,182084.2904,2.1807,10283
s10,9,14,84.0051,182934.4067,30.234,13319
s10,9,15,37.8351,187558.6656,10.2995,13320
s10,9,16,27.2889,189265.5393,1.1688,11046
s10,9,17,27.3618,198798.1937,0.0169,12186
s10,9,18,44.5662,203329.5371,20.725,12941
s10,9,19,64.2978,205044.529,30.3948,11801
s10,9,20,33.0966,249105.1129,22.7718,12561
s10,10,1,135.5211,78254.6978,9.6848,11424
s10,10,2,109.9818,90119.0113,7.8499,11804
s10,10,3,143.1756,123042.8038,23.4182,11422
s10,10,4,83.9808,148589.9267,20.8609,13700
s10,10,5,15.066,220674.4854,3.1019,10282
s10,10,6,32.076,271633.7336,24.1689,12940
s100,4,1,255.4416,-2222.0577,1.4578,16125
s100,4,2,196.1965,10662.363,3.4361,16126
s100,4,3,298.9629,15464.77,4.0832,16499
s100,4,4,219.9393,15859.9398,1.2494,16498
s100,4,5,203.8041,19387.3224,1.6107,16120
s100,4,6,156.2733,27859.4299,3.2569,16502
s100,4,7,100.7161,29665.713,3.2574,15742
s100,4,8,152.2152,30372.5969,3.5394,16119
s100,4,9,165.7185,39316.0797,3.5008,18403
s100,4,10,150.7815,39734.8426,2.1323,16877
s100,4,11,159.1893,45211.2057,8.2782,17257
s100,4,12,163.1259,50841.4732,6.3865,16497
s100,4,13,158.1687,58961.0659,8.1087,17639
s100,4,14,104.004,68881.0594,0.8716,15741
s100,4,15,140.1624,69120.7884,8.1154,17258
s100,4,16,116.9073,73550.5458,4.7066,14597
s100,4,17,74.8683,90582.624,2.3286,16883
s100,4,18,87.3585,107691.1039,6.8957,18025
s100,5,1,380.1492,16.7612,2.8926,16500
s100,5,2,174.5469,18679.1423,2.5673,16506
s100,5,3,152.7012,34470.6362,0.8873,18404
s100,5,4,166.0662,37864.3361,6.9573,16882
s100,5,5,105.4543,40757.9082,2.8255,15745
s100,5,6,119.4831,49284.8364,2.4185,14978
s100,5,7,133.9173,49528.897,1.5328,16501
s100,5,8,126.7731,50749.627,0.4474,15740
s100,5,9,142.3251,50975.5772,3.5965,16118
s100,5,10,122.6664,53316.5307,0.3321,17261
s100,5,11,129.7034,53444.176,1.7639,16127
s100,5,12,145.3626,55844.5411,5.5273,16878
s100,5,13,122.1318,56538.4578,1.1046,16879
s100,5,14,130.6125,60699.5141,7.7408,16880
s100,5,15,98.857,62259.9569,1.7485,16128
s100,5,16,104.5629,66107.1678,0.2261,15746
s100,5,17,103.6395,66721.7799,0.2103,16121
s100,5,18,107.3574,68411.9603,1.4094,16508
s100,5,19,92.6316,74182.5076,3.146,15743
s100,5,20,57.4623,81482.4116,4.044,16505
s100,5,21,79.218,96228.9771,1.3458,15747
s100,5,22,81.8667,100071.1613,7.0002,14600
s100,5,23,68.0157,103681.6427,0.0422,15748
s100,5,24,95.3775,108000.3697,13.1859,16881
s100,5,25,68.0157,110472.5177,5.7119,14599
s100,5,26,5.3871,112396.5805,1.8804,16122
s100,5,27,40.9698,166158.9939,3.4983,15368
s100,6,1,162.6399,34905.1409,1.9924,17259
s100,6,2,147.501,35078.5054,0.2889,14977
s100,6,3,154.7874,43751.4547,3.6253,15357
s100,6,4,146.4318,51533.2141,8.3817,16887
s100,6,5,131.22,52213.3771,1.7294,16507
s100,6,6,120.8196,53548.7629,0.0288,17641
s100,6,7,151.5348,53941.9226,6.0814,16886
s100,6,8,122.958,57424.2263,5.328,15738
s100,6,9,150.3684,60052.336,11.4498,17643
s100,6,10,163.364,61373.2685,13.1,18024
s100,6,11,183.5379,62648.5202,15.4503,16117
s100,6,12,97.8804,63752.6657,1.8648,15739
s100,6,13,100.0183,71582.8064,4.6349,16124
s100,6,14,210.7296,75618.6127,21.0208,18405
s100,6,15,147.4038,75987.5766,11.4256,15737
s100,6,16,180.306,80643.9512,20.0369,18022
s100,6,17,91.8132,80908.3025,4.7364,14979
s100,6,18,91.9026,81770.9599,1.1804,16504
s100,6,19,85.0257,84439.3538,3.6781,14980
s100,6,20,74.0664,91357.5635,2.3011,17268
s100,6,21,146.0607,91972.173,19.3358,18023
s100,6,22,69.9597,98705.1229,3.0818,15361
s100,6,23,100.7478,104278.5235,13.6959,17642
s100,6,24,68.6718,104531.8876,4.2873,16885
s100,6,25,75.0384,105059.3875,2.5092,16888
s100,6,26,68.3559,106025.031,0.7826,15366
s100,6,27,66.4126,107441.463,4.408,17644
s100,6,28,63.7374,108562.9343,0.0993,16123
s100,6,29,192.1073,108892.258,28.9117,18402
s100,6,30,63.5931,110291.3026,4.3455,16503
s100,6,31,71.5586,110377.4365,2.9232,17647
s100,6,32,129.0087,110605.7568,17.2141,17260
s100,6,33,179.4069,111016.6533,24.4125,17640
s100,6,34,73.7262,113096.2572,8.128,17262
s100,6,35,67.8699,113352.534,2.6361,14598
s100,6,36,55.0395,119571.9431,4.3292,17263
s100,6,37,54.4908,122688.2945,1.1978,17646
s100,6,38,74.3823,145348.3995,17.1186,14217
s100,7,1,120.6981,59998.5137,5.5813,15358
s100,7,2,62.537,101409.0011,1.6088,15359
s100,7,3,61.8678,112782.38,4.511,15360
s100,7,4,58.7817,117100.1785,4.7695,14981
s100,7,5,68.3073,117439.1979,7.6986,17266
s100,7,6,45.7326,133677.9513,2.7922,16884
s100,7,7,53.6787,133885.8603,7.8274,17648
s100,7,8,56.4489,146440.0199,12.0759,17267
s100,7,9,211.42,160998.8933,44.3299,18782
s100,7,10,246.7179,170596.9129,44.4434,18783
s100,7,11,160.7688,189508.6412,43.9674,18785
s100,7,12,178.848,191029.0624,49.9945,18784
s100,7,13,22.9149,202056.6066,0.677,17264
s100,7,14,12.8061,211738.9807,0.6651,17265
s101,3,1,261.6138,4944.7554,3.642,20316
s101,3,2,45.4554,18812.8145,2.26,20696
s101,3,3,91.9512,94394.2325,8.4551,19936
s101,3,4,63.7632,124882.9762,4.5575,19175
s101,4,1,189.8802,9076.1818,1.4706,19551
s101,4,2,224.0217,9680.1844,3.534,20315
s101,4,3,183.8091,21089.9353,4.1441,18780
s101,4,4,314.3205,23086.4183,10.5512,19169
s101,4,5,153.0363,33391.0493,4.444,19932
s101,4,6,176.9526,36303.5309,7.6123,18397
s101,4,7,135.1323,43658.4708,0.1731,19934
s101,4,8,140.9077,47202.8444,2.2862,19933
s101,4,9,140.94,48386.5706,6.4333,20311
s101,4,10,193.9869,49090.2489,12.7901,18794
s101,4,11,135.1148,49442.0202,1.7468,20692
s101,4,12,119.1429,54090.4043,3.6614,20695
s101,4,13,139.0288,54272.7356,7.659,18779
s101,4,14,131.1957,55556.0206,6.4539,19174
s101,4,15,139.586,57628.6418,4.867,20693
s101,4,16,211.41,60726.242,16.9849,19537
s101,4,17,97.443,72123.9792,4.0174,19555
s101,4,18,145.3383,73389.1534,14.1247,20312
s101,4,19,182.4918,74101.5047,18.4697,20303
s101,4,20,97.0785,86832.6607,4.1021,19935
s101,4,21,63.3015,138097.8792,11.8416,18795
s101,4,22,39.3667,162558.1336,4.8755,18415
s101,4,23,192.1887,220340.0163,59.3119,19538
s101,5,1,194.9589,17981.0336,0.5852,19172
s101,5,2,207.1089,23051.1586,2.7329,18789
s101,5,3,172.5543,24230.0307,0.0654,18790
s101,5,4,169.6626,30885.3253,1.5933,18787
s101,5,5,182.9258,31537.5515,3.0877,18408
s101,5,6,223.8759,31789.9904,5.7401,19170
s101,5,7,162.1053,32886.1454,1.3887,19171
s101,5,8,197.9478,32965.2996,8.786,19931
s101,5,9,144.2448,34683.7954,3.3526,18791
s101,5,10,162.9315,34730.7973,1.9738,20307
s101,5,11,138.0726,45837.1394,1.351,19553
s101,5,12,182.8818,46766.9461,11.0542,19937
s101,5,13,151.9535,54136.2153,9.9938,20690
s101,5,14,127.2834,57866.0407,6.3072,19557
s101,5,15,132.5079,58258.1406,3.6335,20314
s101,5,16,152.2191,60623.7254,11.7893,18788
s101,5,17,95.0553,65975.1611,1.6295,19552
s101,5,18,100.0674,68639.2892,3.8419,18411
s101,5,19,128.6442,69324.062,5.8841,19173
s101,5,20,140.8185,70919.3209,8.7361,18793
s101,5,21,104.1012,73435.3486,2.1328,18792
s101,5,22,157.0796,75431.3421,12.492,20691
s101,5,23,197.5104,77697.8238,17.1234,19930
s101,5,24,110.3706,81744.918,5.6435,18410
s101,5,25,156.4896,89172.7505,16.1808,18400
s101,5,26,137.6109,96601.455,18.9207,20310
s101,5,27,101.088,97873.3813,8.1989,20694
s101,5,28,86.7753,103612.2201,5.6097,19554
s101,5,29,197.0122,109865.3769,29.664,18401
s101,5,30,115.7166,117972.8621,16.5843,18413
s101,5,31,85.8837,121394.8198,10.1936,20313
s101,5,32,153.6489,122725.1598,28.8665,20685
s101,5,33,129.2833,127909.1277,21.9873,18778
s101,5,34,62.2566,127921.7498,4.9375,18412
s101,5,35,155.7618,133953.1709,28.3203,17638
s101,5,36,191.3365,135653.4703,36.1331,18781
s101,5,37,47.1177,160244.6376,11.2973,18414
s101,5,38,183.7547,160769.7434,42.2297,19161
s101,5,39,212.5213,165680.8337,45.6477,19160
s101,5,40,133.6738,191238.2919,43.9468,18398
s101,5,41,158.3145,208498.8189,48.9025,20304
s101,5,42,247.6656,215645.0831,60.5812,20302
s101,5,43,198.5531,224504.7123,57.2615,19157
s101,5,44,219.7449,235396.2274,64.9281,19919
s101,5,45,125.317,236200.6125,50.7312,18777
s101,5,46,193.4037,254593.272,68.7734,19918
s101,5,47,186.8913,293785.3168,78.8148,20297
s101,6,1,156.3705,34708.2884,1.3164,18409
s101,6,2,165.0942,37200.6675,2.862,20317
s101,6,3,149.0562,41664.4243,2.3936,18027
s101,6,4,189.7101,45915.2271,7.6819,18407
s101,6,5,154.5451,45918.6725,4.1923,20697
s101,6,6,127.672,57356.8003,2.4276,18028
s101,6,7,191.7999,58967.7469,11.4488,19550
s101,6,8,144.9981,72544.2877,13.8268,19929
s101,6,9,183.6307,72942.6702,14.4489,19168
s101,6,10,188.6895,76049.4044,15.7983,19549
s101,6,11,233.5959,78253.1831,18.7726,19167
s101,6,12,83.3641,79447.2132,1.8219,20698
s101,6,13,185.6763,84481.5377,17.7987,18786
s101,6,14,88.6221,91351.1688,6.6339,19938
s101,6,15,177.6748,95878.1189,20.1123,19548
s101,6,16,98.9739,96041.2825,7.1777,18026
s101,6,17,85.8033,98481.2534,3.921,20319
s101,6,18,61.0895,100861.9107,1.0285,20321
s101,6,19,71.5878,101534.7904,4.3383,19561
s101,6,20,74.7125,102931.7091,1.832,20699
s101,6,21,69.9118,109486.4499,6.0077,20318
s101,6,22,72.414,119246.4198,5.5965,19939
s101,6,23,55.3311,120596.5462,0.8776,19941
s101,6,24,71.7093,125061.8343,6.9726,18029
s101,6,25,148.7403,127855.8116,25.8355,19928
s101,6,26,188.2764,128914.3435,30.1737,19927
s101,6,27,199.7703,129669.5171,35.3384,19165
s101,6,28,187.9119,138025.4742,32.6221,17637
s101,6,29,136.8051,141438.3606,27.17,20309
s101,6,30,177.7059,142718.286,32.8888,20689
s101,6,31,172.3599,142830.4651,32.3887,18019
s101,6,32,62.8398,147127.8603,10.3488,18033
s101,6,33,131.6783,149439.7405,28.3342,18020
s101,6,34,161.6436,155237.214,34.7083,18018
s101,6,35,157.3666,156388.8538,38.4157,18399
s101,6,36,233.2314,156836.3045,40.1888,20306
s101,6,37,39.9856,157310.1592,0.1897,20701
s101,6,38,123.2739,167161.6905,31.4985,20308
s101,6,39,158.5089,169381.9635,38.2545,18017
s101,6,40,202.4433,172480.7083,43.309,19924
s101,6,41,220.7327,186145.1736,51.534,19923
s101,6,42,193.6224,189138.806,50.9456,19541
s101,6,43,218.2789,192586.4484,53.1992,19159
s101,6,44,106.2396,204069.2118,41.9994,20305
s101,6,45,167.913,209664.3555,53.9909,20688
s101,6,46,30.5937,210859.5379,10.0647,19940
s101,6,47,183.3435,211827.0435,56.1124,19926
s101,6,48,193.4766,218942.2363,59.0586,19539
s101,6,49,174.7654,224717.4557,54.9583,19158
s101,6,50,20.4079,226502.7495,1.2445,20700
s101,6,51,237.4353,227338.769,63.3893,20301
s101,6,52,289.7532,228864.8913,65.753,19922
s101,6,53,15.4062,235426.9975,3.3071,20320
s101,6,54,220.2552,258125.5715,67.3276,19920
s101,6,55,203.0022,273004.4809,70.7429,19917
s101,6,56,229.4406,283285.6394,74.5308,20300
s101,6,57,206.2584,291397.5096,75.88,20298
s101,7,1,127.6722,116088.4978,22.2618,18406
s101,7,2,106.5064,137927.2372,24.0152,18021
s101,7,3,146.4804,179217.7063,43.2112,19546
s101,7,4,287.3718,181003.0462,52.6123,19164
s101,7,5,135.3753,182982.972,38.2155,19166
s101,7,6,253.3224,194803.2896,55.1082,19162
s101,7,7,84.1995,210614.7241,37.8404,19925
s101,7,8,240.1049,224960.6996,62.8402,19543
s101,7,9,187.2315,239395.0152,60.1983,19540
s101,7,10,196.9982,241871.5782,61.8432,19542
s101,7,11,267.2757,243923.4138,69.0228,19544
s101,7,12,154.3779,244236.1788,58.2574,19545
s101,7,13,219.9636,259640.4998,67.7299,19921
s101,7,14,138.6801,281555.8247,65.7526,19547
s101,7,15,242.2467,282659.076,74.8366,20299
s101,7,16,204.0714,286583.3476,74.4857,20687
s101,7,17,107.5032,334433.3628,73.983,20686
s101,8,1,238.6503,218278.4372,57.1459,19163
s102,3,1,11.8374,89923.8204,1.693,19556
s102,4,1,108.4266,70349.3102,5.9678,19176
s102,4,2,98.2719,86448.6854,4.3528,18796
s102,4,3,61.8192,114480.7344,1.1419,18031
s102,4,4,47.4513,129472.6461,3.2093,18035
s102,4,5,48.7458,145019.8317,4.8091,15372
s102,4,6,39.6819,160722.1678,4.6616,18416
s102,4,7,36.3771,171322.5236,0.7274,16135
s102,4,8,25.758,204165.5759,0.0213,16895
s102,4,9,30.2535,211171.0293,6.0222,15754
s102,4,10,24.1292,211963.4406,0.6657,16134
s102,4,11,23.8869,213764.5326,0.9364,18034
s102,4,12,27.7992,217939.6107,5.6348,15753
s102,5,1,194.1084,18193.8383,4.3767,16523
s102,5,2,38.124,27800.7058,2.4357,16143
s102,5,3,167.4027,40712.5668,7.8667,16138
s102,5,4,109.6098,44758.1515,7.9979,16522
s102,5,5,119.877,50763.7577,2.9,19177
s102,5,6,134.0631,63966.2351,9.3167,16142
s102,5,7,110.0061,67654.5104,1.7286,19563
s102,5,8,108.4995,70700.698,6.0781,19183
s102,5,9,86.4351,74243.7551,1.3174,15758
s102,5,10,120.6252,75952.9716,6.0998,17652
s102,5,11,81.3664,90567.8845,0.4418,16133
s102,5,12,85.2201,95579.3031,2.956,15749
s102,5,13,77.4927,95948.6982,0.7556,16509
s102,5,14,75.5244,101463.4118,1.6733,15759
s102,5,15,67.1895,102286.2965,3.2335,18036
s102,5,16,81.0891,105475.5426,8.2424,15752
s102,5,17,68.2587,108135.6402,1.3292,16903
s102,5,18,66.4605,108849.2902,4.8062,15750
s102,5,19,59.7537,115519.3268,0.81,19564
s102,5,20,59.3406,116316.8324,4.7223,17660
s102,5,21,49.9122,116522.6781,1.917,17283
s102,5,22,53.1198,120762.3444,0.2643,15755
s102,5,23,62.208,121716.5574,3.2309,16139
s102,5,24,54.189,123379.7624,5.1143,19943
s102,5,25,56.8863,124819.8963,6.3103,17653
s102,5,26,54.8694,127289.7461,2.5653,16140
s102,5,27,49.3533,128216.0938,0.7795,16514
s102,5,28,47.3607,129063.185,3.0152,16894
s102,5,29,46.4373,129306.8714,2.2414,19944
s102,5,30,46.8747,137179.7464,0.9685,17281
s102,5,31,71.3205,140093.0609,10.9558,18030
s102,5,32,44.955,145310.1064,1.4389,17655
s102,5,33,42.1977,148771.5047,3.6918,18041
s102,5,34,35.1378,170827.6661,3.2826,17654
s102,5,35,28.5525,195505.9249,0.2026,16515
s102,5,36,27.3108,202682.2099,4.8475,18420
s102,5,37,23.9112,211661.1118,0.3849,18040
s102,5,38,22.5504,212172.8171,3.1041,17661
s102,5,39,23.8383,216148.6692,1.5423,17663
s102,5,40,18.8325,223320.9629,0.0057,17275
s102,6,1,145.7271,38637.2161,4.725,20330
s102,6,2,135.8069,45923.364,4.7425,19949
s102,6,3,137.8053,51627.8861,6.6949,19950
s102,6,4,129.3489,53310.3881,5.4749,20710
s102,6,5,125.4123,55280.4198,1.4128,18426
s102,6,6,127.5993,57507.8795,6.2722,19568
s102,6,7,106.7985,59592.0816,2.711,19569
s102,6,8,103.275,60274.431,2.1976,18803
s102,6,9,122.3748,60606.9815,2.2623,19188
s102,6,10,106.2882,65091.2147,0.2915,16516
s102,6,11,102.7647,65271.1027,3.4589,19189
s102,6,12,104.5629,66010.6736,0.1997,17272
s102,6,13,98.2935,72216.7177,4.2959,19560
s102,6,14,97.1271,74684.8727,0.8038,20702
s102,6,15,90.2988,75245.2856,2.7411,18417
s102,6,16,100.2375,77711.2445,6.3496,19948
s102,6,17,100.0674,79314.2004,6.753,19558
s102,6,18,90.0801,79634.1913,0.055,18429
s102,6,19,90.9792,80107.6173,0.4518,20322
s102,6,20,83.2518,81759.5593,2.419,19180
s102,6,21,91.2465,82879.7966,1.2874,16892
s102,6,22,89.0109,84134.7378,0.9639,16513
s102,6,23,89.6949,84838.5289,5.1774,16141
s102,6,24,101.4525,85354.2499,8.6751,18808
s102,6,25,85.6818,85720.4217,4.2228,20706
s102,6,26,83.7621,88162.736,4.3171,19178
s102,6,27,72.5625,91881.6981,1.9962,19570
s102,6,28,84.3963,92560.278,5.7052,19190
s102,6,29,68.6232,92662.9871,1.0361,18425
s102,6,30,86.229,93426.6832,6.4873,18797
s102,6,31,71.3448,93845.5585,2.1691,19181
s102,6,32,77.4684,94103.559,4.063,18037
s102,6,33,83.592,94524.0223,6.0012,17280
s102,6,34,77.6385,94959.0568,4.347,18038
s102,6,35,64.638,95019.2189,0.4919,19565
s102,6,36,86.8482,95820.9892,7.3246,20708
s102,6,37,76.1076,96457.3074,4.2996,19559
s102,6,38,73.0458,96649.3546,3.4402,18802
s102,6,39,86.7267,97261.3518,7.6812,17651
s102,6,40,71.5392,97631.0413,3.2593,17279
s102,6,41,70.2999,97900.0385,2.9636,19179
s102,6,42,74.0421,98045.185,0.2997,18418
s102,6,43,76.1562,99037.0758,1.1998,17662
s102,6,44,73.8234,99333.1617,0.5859,19184
s102,6,45,72.6813,100650.1122,0.6049,18799
s102,6,46,84.1509,100867.9119,4.0798,16136
s102,6,47,77.0553,101579.4345,2.1608,18427
s102,6,48,60.75,102985.7412,1.5066,20329
s102,6,49,65.8287,103089.4434,3.0473,20326
s102,6,50,58.2128,103364.8861,0.8545,16521
s102,6,51,60.9687,103589.0942,1.7363,17270
s102,6,52,70.9317,104077.2106,4.8363,16900
s102,6,53,66.0474,104829.8056,3.587,18424
s102,6,54,74.6982,105152.5832,2.4333,19947
s102,6,55,68.2101,106263.933,4.6221,20709
s102,6,56,69.3522,106958.923,1.3339,19182
s102,6,57,64.9296,107991.3622,0.2985,18804
s102,6,58,73.4346,108017.6732,2.8384,19562
