region,class,bin,capacity,supply_curve_cost_per_mw,sc_point_gid,dist_mi
p1,3,3,4042.7682,20896.2148,8785,1.4656
p1,3,4,4179.1464,22571.7285,8786,1.8893
p1,3,5,251.2763,27568.8301,10306,6.9706
p1,3,6,744.9097,27723.0664,6886,3.1917
p1,3,7,2601.0902,28761.9922,8405,3.4544
p1,3,8,854.0718,30770.4902,8404,7.7801
p1,3,9,2442.7345,31056.3535,9925,4.0345
p1,3,10,27.2678,37198.5273,5747,5.5875
p1,3,11,890.2639,37294.2656,5749,9.4296
p1,3,12,123.4932,37433.3633,8781,9.4647
p1,3,13,4166.4324,38743.3828,9165,9.796
p1,3,14,724.6299,42791.5586,8023,7.0017
p1,3,15,218.3267,46545.4531,7642,11.7687
p1,3,16,12.6723,58426.9219,6504,14.7728
p1,3,17,798.0612,58950.1875,8024,14.9051
p1,3,18,595.639,61076.9336,5748,15.4428
p1,3,19,212.3574,61605.6914,6127,15.5765
p1,3,20,113.19,62081.2109,7643,15.6968
p1,3,21,4151.9846,65783.7891,6129,16.6329
p1,3,22,1109.1272,72639.125,9161,14.5484
p1,3,23,4128.6958,76574.7188,9545,15.5435
p1,3,24,931.1138,77373.9297,5368,19.5634
p1,3,25,865.9872,80398.9609,10304,20.3283
p1,3,26,3822.6064,84318.9531,8787,17.5016
p1,3,27,2196.2277,93981.9844,6128,23.7626
p1,3,28,770.2206,96185.0938,6126,24.3197
p1,3,29,4230.2346,115838.5469,9166,25.4711
p1,3,30,3927.9376,116829.875,8406,25.7217
p1,3,31,4176.9199,126450.6016,9546,28.1543
p1,3,32,3243.486,128217.6016,8026,28.601
p1,3,33,3615.9645,142637.1094,9926,32.2469
p1,3,34,2583.4904,144802.7969,7646,32.7945
p1,3,35,1965.0134,153285.5156,8025,34.9393
p1,3,36,2753.308,167117.0938,7645,38.4365
p1,3,37,3769.0143,171297.2031,9164,39.4934
p1,3,38,2449.1522,173193.9219,6887,39.973
p1,3,39,4043.6754,178429.6719,9544,41.2968
p1,3,40,4101.9904,181198.875,8022,45.8148
p1,3,41,3362.0675,184809.25,7265,42.9098
p1,3,42,3725.3753,186106.4219,6509,43.2378
p1,3,43,3180.874,189750.5469,9924,44.1592
p1,3,44,3205.7932,190293.1406,6508,44.2964
p1,3,45,2982.0104,191334.4688,7644,44.5597
p1,3,46,3728.0268,193487.7188,8402,48.9219
p1,3,47,4056.4592,197409.2344,8783,46.0956
p1,3,48,1288.9522,199151.8125,6507,46.5362
p1,3,49,3695.6632,199208.6875,9163,46.5506
p1,3,50,2988.5061,199788.3125,8403,46.6972
p1,3,51,3598.4579,204818.0312,6885,47.9689
p1,3,52,3909.1714,205349.7344,9543,48.1033
p1,3,53,1365.5796,206781.6562,7264,48.4654
p1,3,54,3946.8956,208885.1562,8782,52.8151
p1,3,55,2772.5199,211565.4375,6506,49.6749
p1,3,56,4013.02,215188.7969,9923,50.5911
p1,3,57,1085.4544,217235.6094,6125,54.9264
p1,3,58,2778.5617,226989.5312,6505,53.5748
p1,3,59,4197.1426,227210.6562,9162,53.6307
p10,5,1,17.7422,2155.4604,59308,0.545
p10,5,2,109.9241,2368.6768,61209,0.5989
p10,5,3,65.9612,2749.9565,60449,0.6953
p10,5,4,1.887,3646.9111,59306,0.9221
p10,5,5,118.4907,3957.2817,59691,1.0006
p10,5,6,12.5893,4130.5439,60072,1.0444
p10,5,7,43.1309,4228.1592,59690,1.0691
p10,5,8,99.9112,4582.0957,58924,1.1585
p10,5,9,296.0971,4777.6821,53984,1.208
p10,5,10,244.5811,5279.5967,59305,1.3349
p10,5,11,254.8195,5286.6079,60068,1.3367
p10,5,12,56.5367,5934.4272,60829,1.5005
p10,5,13,3062.6009,6463.7891,58162,1.6343
p10,5,14,1061.2348,6506.6626,60069,1.6452
p10,5,15,156.7823,7610.541,59692,1.9243
p10,5,16,828.9968,8041.9019,60071,2.0333
p10,5,17,2972.254,9328.3037,57782,2.3586
p10,5,18,34.6032,9930.792,61969,2.5109
p10,5,19,67.2494,10346.292,58927,2.616
p10,5,20,226.5875,11885.499,59694,3.0052
p10,5,21,58.9861,13244.1074,58925,3.3487
p10,5,22,8.5562,13605.5273,61207,3.4401
p10,5,23,6.2882,14422.1914,58159,3.6465
p10,5,24,289.967,14673.7002,59688,3.7101
p10,5,25,1020.5819,15000.7793,58160,3.7928
p10,5,26,51.008,15000.8467,44110,3.7929
p10,5,27,177.3809,15438.8262,58922,3.9036
p10,5,28,266.214,15540.0938,59309,0.1114
p10,5,29,576.1005,16119.3652,60074,4.0757
p10,5,30,952.2386,16594.2109,59693,4.1957
p10,5,31,2201.1315,16660.1699,58541,0.3946
p10,5,32,1089.6171,17083.1484,58540,0.5015
p10,5,33,1001.891,17302.0273,60070,4.3747
p10,5,34,1247.6619,19556.3652,60450,1.1268
p10,5,35,564.942,21445.3457,61589,1.6045
p10,5,36,2571.3625,22096.5801,60830,5.587
p10,5,37,439.8106,23190.2969,61590,2.0457
p10,5,38,1528.098,23521.4492,61210,5.9472
p10,5,39,2835.3291,24340.6309,50564,6.1543
p10,5,40,428.7972,24692.0781,59310,6.2432
p10,5,41,108.9314,25447.2305,49808,6.4341
p10,5,42,238.4718,25892.9609,61211,2.729
p10,5,43,634.3557,26328.3203,60451,6.6569
p10,5,44,1013.3268,26953.4551,58542,6.815
p10,5,45,486.8864,28701.7168,61591,7.257
p10,5,46,1676.3449,30393.3027,57401,7.6847
p10,5,47,1654.9453,35140.2344,57779,8.8849
p10,5,48,269.7416,38519.6484,46011,9.7394
p10,5,49,594.8251,38987.2852,58923,9.8576
p10,5,50,1276.0674,44047.7891,61971,7.3193
p10,5,51,275.159,44696.9023,51328,11.3013
p10,5,52,217.4247,54395.7539,42591,9.9357
p10,5,53,682.5384,75636.2188,53987,19.1241
p10,5,54,131.855,76193.7188,42968,19.265
p10,5,55,1419.0008,77712.0469,60075,19.6489
p10,5,56,259.9802,86390.6016,61584,21.8432
p10,5,57,1847.9664,88866.2891,61970,22.4692
p10,5,58,483.4002,94331.1719,50568,23.8509
p10,5,59,812.0036,104287.7578,52848,26.3684
p10,5,60,967.4588,116013.0625,61583,29.333
p10,5,61,2244.3222,116065.5391,61964,29.3463
p10,5,62,525.7017,117979.0156,49428,29.8301
p10,5,63,1257.0656,122574.5156,53607,27.1742
p10,5,64,73.0555,129668.4922,42208,32.7857
p10,5,65,185.5794,132570.1406,62344,33.5194
p10,5,66,1178.8416,134344.6562,61963,33.968
p10,5,67,897.1404,136010.7969,51708,34.3893
p10,5,68,586.1627,137353.5312,43729,34.7288
p10,5,69,133.3636,138168.2344,42210,31.117
p10,5,70,114.3072,141884.3281,41830,35.8744
p10,5,71,435.6815,157866.6562,52088,39.9154
p10,5,72,2621.217,168077.2344,58161,42.4971
p10,5,73,651.5899,170887.9844,50188,43.2078
p10,5,74,719.6092,182283.4062,42209,42.2712
p10,5,75,773.8598,184543.9688,52468,46.6606
p10,5,76,3486.5951,203233.5938,57781,51.3861
p10,5,77,823.9138,210082.6094,44490,53.1178
p10,5,78,491.0933,211553.2188,44491,49.6718
p10,5,79,666.7194,213273.5312,41828,50.1068
p10,5,80,1532.6886,228568.0469,55506,53.9739
p10,5,81,3617.4858,232556.7969,57780,58.8003
p10,5,82,2663.9434,247412.9375,57400,58.7387
p10,5,83,758.2404,274149.875,42590,69.3168
p10,5,84,1786.0824,274557.8438,41829,65.6021
p10,5,85,2116.4432,297585.1875,57399,75.2422
p10,5,86,1247.3093,306705.5,50948,73.7304
p10,5,87,3805.7896,321868.875,55505,77.5643
p10,5,88,2009.6191,324821.9375,42589,78.311
p10,5,89,1811.6058,330457.125,42588,83.5536
p10,5,90,2582.9022,332696.75,42971,80.3021
p10,5,91,3417.676,340620.25,42970,82.3055
p10,5,92,1633.4576,350704.8438,42969,84.8553
p10,5,93,1470.6956,355424.9688,43352,86.0487
p10,5,94,2669.0523,360276.5312,43351,87.2754
p10,5,95,3183.3519,365867.5937,54747,88.6891
p10,5,96,1012.0568,366692.1875,44112,88.8976
p10,5,97,4064.6732,367597.1562,43350,89.1264
p10,5,98,2456.931,370049.7188,54746,89.7465
p10,5,99,3536.4651,376102.125,54745,91.2768
p10,5,100,1540.5112,376947.1875,43349,91.4905
p10,5,101,3976.3406,384616.2812,54744,93.4295
p10,5,102,3731.8968,394094.6875,54367,95.8261
p10,5,103,3465.2888,394763.1875,43730,95.9951
p10,5,104,4137.441,397695.3125,54366,96.7365
p10,5,105,3684.6576,403638.4688,54365,98.2392
p10,5,106,2255.2058,411317.4062,54364,100.1807
p10,5,107,3128.7022,425750.8437,53986,103.8301
p10,5,108,2751.574,431037.5,53985,105.1668
p10,5,109,3842.6633,453588.9375,53606,110.8688
p10,5,110,1890.8148,465592.75,44874,113.9038
p10,5,111,3428.244,478557.9062,53227,117.182
p10,5,112,4211.4039,481735.0,53226,117.9853
p10,5,113,4173.6956,506855.875,52847,124.3369
p10,5,114,4167.4538,509647.3438,52846,125.0427
p10,5,115,4124.1778,514262.8438,52845,126.2097
p10,5,116,4187.4719,520295.0937,52844,127.7349
p10,5,117,3889.094,527772.0,52843,129.6254
p10,5,118,4230.3384,534957.375,52467,131.4422
p10,5,119,3557.3932,536716.6875,52842,131.887
p10,5,120,4201.2614,537856.5625,52466,132.1752
p10,5,121,4134.481,542044.0,52465,133.234
p10,5,122,4111.4744,547183.75,52841,134.5335
p10,5,123,3915.5061,547918.9375,52464,134.7194
p10,5,124,3336.0154,555098.0,52463,136.5346
p10,5,125,3377.6066,563342.3125,52087,138.6191
p10,5,126,4160.4141,563583.9375,52462,138.6802
p10,5,127,4207.0104,565821.5625,52086,139.246
p10,5,128,4080.8084,570049.125,52085,140.3149
p10,5,129,3995.49,575461.1875,52084,141.6833
p10,5,130,3922.7718,582284.6875,52083,143.4085
p10,5,131,4116.5159,590361.1875,52082,145.4506
p10,5,132,3904.8558,591524.5625,51707,145.7448
p10,5,133,3607.9293,592785.125,49424,146.0635
p10,5,134,4047.7188,594150.875,51706,146.4088
p10,5,135,4014.2436,597915.25,51705,147.3606
p10,5,136,4146.7388,603065.125,51704,148.6627
p10,5,137,3465.7374,609465.6875,51703,150.281
p10,5,138,3756.0075,610163.0,49425,150.4574
p10,5,139,4173.1433,615789.8125,49804,151.8801
p10,5,140,4121.1167,617267.1875,51702,152.2536
p10,5,141,3934.4565,619924.0625,51327,152.9254
p10,5,142,2970.3024,622155.375,51326,153.4895
p10,5,143,3806.5672,625733.9375,51325,154.3943
p10,5,144,4186.0592,628320.4375,49426,155.0483
p10,5,145,4064.6111,630895.3125,51324,155.6994
p10,5,146,4117.1794,632388.3125,49805,156.0769
p10,5,147,4126.2929,637086.8125,51323,157.2648
p10,5,148,2046.0573,639278.25,50184,157.8189
p10,5,149,4007.2968,644533.5625,51322,159.1477
p10,5,150,4128.649,647519.125,49427,159.9026
p10,5,151,3524.5186,648056.6875,50947,160.0385
p10,5,152,4136.2954,648223.125,50563,160.0806
p10,5,153,4168.0732,650103.3125,49806,160.556
p10,5,154,3908.7178,650247.6875,50946,160.5925
p10,5,155,4071.542,653928.625,50945,161.5232
p10,5,156,3379.1618,655282.5625,50185,161.8655
p10,5,157,3919.4384,658607.375,50944,162.7062
p10,5,158,4151.3988,664525.4375,50943,164.2025
p10,5,159,3932.6472,668361.5,49807,165.1724
p10,5,160,3859.4698,672234.75,50186,166.1517
p10,5,161,3398.3712,676257.0,50567,167.1687
p10,5,162,3597.512,678430.875,50565,167.7184
p10,5,163,4128.2703,678552.75,50566,167.7492
p10,5,164,4012.1204,689915.6875,50187,170.6222
p10,6,1,2098.8045,688.6834,61600,0.1741
p10,6,2,3739.5612,1561.7531,53601,0.3949
p10,6,3,1710.0668,2702.5691,57785,0.6833
p10,6,4,95.0305,2972.9131,61980,0.7517
p10,6,5,797.9213,3743.6382,61592,0.9466
p10,6,6,18.131,4533.1328,60073,1.1462
p10,6,7,1009.8899,6896.7905,58168,1.7438
p10,6,8,2992.1944,7361.1865,61212,1.8612
p10,6,9,2600.341,7450.4736,58934,1.8838
p10,6,10,49.6368,7671.1729,52849,1.9396
p10,6,11,71.5962,7766.4907,47152,1.9637
p10,6,12,81.4614,9464.6562,58545,2.3931
p10,6,13,2188.4099,9735.1543,58174,2.4615
p10,6,14,119.6571,9881.7588,56285,2.4985
p10,6,15,156.225,10516.7197,58546,2.6591
p10,6,16,291.193,10554.3174,52474,2.6686
p10,6,17,3266.853,10996.0332,57028,2.7803
p10,6,18,2372.3358,11721.3359,62748,2.9637
p10,6,19,1313.5556,12009.0586,61987,3.0364
p10,6,20,277.1107,12840.9375,56644,3.2467
p10,6,21,184.6593,12924.2812,60452,3.2678
p10,6,22,3066.3724,13097.0664,58175,3.3115
p10,6,23,1630.9901,13562.4941,56274,3.4292
p10,6,24,249.4619,13567.708,58573,3.4305
p10,6,25,1760.9063,13958.5938,53983,3.5293
p10,6,26,3393.6226,14102.0752,58170,3.5656
p10,6,27,1095.3844,14408.6836,57405,3.6431
p10,6,28,24.8858,14566.4307,58572,3.683
p10,6,29,41.669,15116.0225,57813,0.0041
p10,6,30,2883.11,15226.7725,66166,0.0321
p10,6,31,94.4006,15321.8779,56654,3.874
p10,6,32,182.6686,15345.583,66162,3.88
p10,6,33,220.0608,15497.5693,56659,0.1006
p10,6,34,2587.8865,15519.0732,56264,3.9239
p10,6,35,3411.3312,15561.9971,66549,0.1169
p10,6,36,4032.3615,15586.875,55889,0.1232
p10,6,37,199.0526,15662.4033,55908,0.1423
p10,6,38,3962.3205,15735.9307,53982,3.9787
p10,6,39,609.4362,15915.0322,54754,4.024
p10,6,40,1594.6373,15923.2998,61972,0.2083
p10,6,41,2157.4563,15961.8623,60839,4.0358
p10,6,42,1981.768,16094.1699,58557,0.2515
p10,6,43,700.6202,16178.6318,52093,4.0906
p10,6,44,944.6233,16190.5703,60834,4.0937
p10,6,45,999.0424,16570.9492,57407,0.372
p10,6,46,110.414,16728.877,55907,0.4119
p10,6,47,626.0276,16785.8535,62747,4.2442
p10,6,48,1799.0061,16792.707,56645,4.2459
p10,6,49,1273.543,16867.2773,58554,0.4469
p10,6,50,132.9048,16916.0898,60076,4.2771
p10,6,51,1770.1649,17152.5879,58544,4.3369
p10,6,52,439.2973,17418.8398,56271,4.4042
p10,6,53,2532.2984,17502.2793,58165,4.4253
p10,6,54,1236.1921,17593.0312,63129,0.6304
p10,6,55,480.8238,17632.2656,58181,0.6404
p10,6,56,188.7702,17649.8223,56662,0.6448
p10,6,57,48.4056,17870.8867,54372,0.7007
p10,6,58,2543.3714,17875.832,57408,0.7019
p10,6,59,403.5096,17897.0801,59313,0.7073
p10,6,60,2311.556,17899.4277,57796,0.7079
p10,6,61,1150.1248,17943.5703,61218,4.5369
p10,6,62,197.5933,18073.4727,53614,4.5697
p10,6,63,1403.1946,18139.3789,56656,0.7686
p10,6,64,4015.8451,18393.4238,58173,4.6506
p10,6,65,20.9978,18590.1055,59714,0.8825
p10,6,66,117.0469,18660.5645,56657,0.9004
p10,6,67,660.6619,18671.1953,57040,0.903
p10,6,68,144.7321,18808.252,59314,4.7555
p10,6,69,3870.1696,18858.2734,57788,4.7682
p10,6,70,116.4456,18871.627,57414,0.9537
p10,6,71,2281.9474,19059.5312,57789,4.8191
p10,6,72,5.4432,19066.5859,57034,1.003
p10,6,73,2124.0584,19209.1211,57797,1.039
p10,6,74,94.6935,20191.4863,60095,1.2874
p10,6,75,1274.4138,20223.1152,58933,1.2954
p10,6,76,255.8719,20254.2969,58169,5.1211
p10,6,77,1044.2493,20639.0449,58935,1.4006
p10,6,78,3931.2343,20711.6367,58553,1.4189
p10,6,79,1691.5392,20718.5078,58558,1.4207
p10,6,80,1131.4884,20879.1621,66546,1.4613
p10,6,81,102.0419,21116.8027,62745,5.3392
p10,6,82,60.5776,21596.2578,55529,5.4605
p10,6,83,1204.0151,21641.0117,64266,5.4718
p10,6,84,896.3758,21785.6641,66548,1.6905
p10,6,85,24.1885,21855.4531,59304,5.526
p10,6,86,153.0187,21951.2363,62746,1.7324
p10,6,87,2805.5261,22115.957,58163,5.5919
p10,6,88,711.7632,22143.0,58166,5.5987
p10,6,89,1.5552,22161.3516,62366,5.6033
p10,6,90,18.9216,22372.5371,65029,5.6567
p10,6,91,94.8361,22421.1523,52854,1.8512
p10,6,92,219.8845,22450.2422,61979,5.6764
p10,6,93,48.9888,22548.7207,53616,5.7013
p10,6,94,79.1519,22640.209,51713,1.9066
p10,6,95,758.8054,22713.1973,57418,1.925
p10,6,96,1850.4106,23443.2637,60838,5.9275
p10,6,97,514.4446,23641.7324,55530,2.1598
p10,6,98,3713.8176,23651.5586,53603,5.9801
p10,6,99,2880.0102,23843.4082,55509,6.0286
p10,6,100,395.9436,23901.4043,62744,2.2255
p10,6,101,515.6784,24494.6562,60453,6.1933
p10,6,102,621.8571,24662.0684,54751,2.4178
p10,6,103,132.2076,24791.5352,59311,6.2684
p10,6,104,169.2939,25607.4375,62364,2.6568
p10,6,105,13.144,26199.6602,55906,2.8066
p10,6,106,789.2122,26794.4297,53600,6.7748
p10,6,107,278.1009,26835.0957,52473,2.9672
p10,6,108,8.3722,26943.873,53992,2.9947
p10,6,109,1252.6203,27091.332,63130,3.032
p10,6,110,141.3029,27433.3047,66161,6.9363
p10,6,111,4140.7382,27509.5527,56265,6.9556
p10,6,112,487.7833,27735.9668,57053,3.195
p10,6,113,1314.8905,27836.1309,57404,7.0382
p10,6,114,436.2466,27994.1797,66171,3.2603
p10,6,115,2998.6511,28031.4102,53981,7.0875
p10,6,116,3017.692,28253.0781,61220,7.1436
p10,6,117,64.0094,28337.3086,58547,7.1649
p10,6,118,47.9339,28353.5625,60840,7.169
p10,6,119,1735.16,28359.5781,61593,7.1705
p10,6,120,109.6701,28390.0234,65790,3.3604
p10,6,121,1406.9376,28701.8945,62368,7.2571
p10,6,122,47.1744,28779.3223,57422,7.2766
p10,6,123,45.1941,28842.6426,53234,3.4748
p10,6,124,3578.3755,28886.6445,53604,7.3038
p10,6,125,2813.4059,28903.3047,61213,7.308
p10,6,126,191.0304,29103.502,61606,7.3586
p10,6,127,3248.6599,29180.4062,57794,7.378
p10,6,128,72.7782,29201.123,63510,3.5655
