filename,filepath,depends_on_switch,depends_on_switch_value,aggfunc,disaggfunc,region_col,fix_cols,i_col,wide,header,key,post_copy,GAMStype,GAMSname,comment,notes
numpartitions.csv,,,,ignore,ignore,,,,,0,,,,,,
adoption_trajectories_commercial.csv,inputs/load/Adoption_Trajectories_Commercial.csv,,,sum,population,wide,year,,1,0,,,,,,
adoption_trajectories_residential.csv,inputs/load/Adoption_Trajectories_Residential.csv,,,sum,population,wide,year,,1,0,,,,,,
agglevels.csv,,,,ignore,ignore,ignore,,,,0,,,,,,
aggreg.csv,,,,ignore,ignore,ignore,,,0,0,,,,,,
aggreg2anchorreg.csv,,,,ignore,ignore,ignore,,,0,0,,,,,,
allt.csv,inputs/sets/allt.csv,,,ignore,ignore,,,,,,,,,allt,,
alpha.csv,inputs/fuelprices/alpha_{ngscen}.csv,,,ignore,ignore,wide_cendiv,t,,1,0,,,,,,
annual_flat_load_additions.csv,inputs/state_policies/annual_flat_load_additions.csv,,~0,ignore,ignore,st,st,,1,0,,,,,,
annual_generation_target.csv,inputs/state_policies/annual_generation_target.csv,,~0,ignore,ignore,st,st,,1,0,,,,,,
bio_supplycurve.csv,inputs/supply_curve/bio_supplycurve.csv,,,ignore,ignore,usda_region,,,,0,,,,,,
bioclass.csv,inputs/sets/bioclass.csv,,,ignore,ignore,,,,,,,,,bioclass,,
can_exports.csv,inputs/canada_imports/can_exports.csv,GSw_Canada,~0,sum,ignore,r,wide,,1,0,,,,,,
can_exports_h_frac.csv,,,,ignore,ignore,,,,,0,,,,,,
can_exports_szn_frac.csv,inputs/canada_imports/can_exports_szn_frac.csv,GSw_Canada,~0,ignore,ignore,,,,,0,,,,,,
can_imports.csv,inputs/canada_imports/can_imports.csv,GSw_Canada,~0,sum,ignore,r,wide,,1,0,,,,,,
can_imports_capacity.csv,,,,sum,ignore,*r,t,,0,0,,1,,,,disaggfunc set to ignore because data will be written at county resolution by writecapdat.py
can_imports_quarter_frac.csv,inputs/canada_imports/can_imports_quarter_frac.csv,GSw_Canada,~0,ignore,ignore,,,,,0,,,,,,
can_imports_szn_frac.csv,,,,ignore,ignore,,,,,0,,1,,,,
cangrowth.csv,inputs/load/cangrowth.csv,GSw_Canada,~0,ignore,ignore,st,,,1,0,,,,,,
canmexload.csv,,,,sum,ignore,*r,h,,0,0,,1,,,,
cap_cspns.csv,,,,sum,ignore,*r,t,,0,0,,1,,,,disaggfunc set to ignore because data is pulled from the county-indexed generator database
cap_hyd_ccseason_adj.csv,,,,mean,uniform,r,"*i,ccseason",,0,0,,1,,,,
cap_hyd_szn_adj.csv,,,,mean,uniform,r,"*i,szn",,0,0,,1,,,,
cap_limit.csv,,,,ignore,ignore,,,,1,0,,,,,,
cap_penalty.csv,inputs/financials/cap_penalty.csv,,,ignore,ignore,,tg,,,0,,,,,,
capnonrsc.csv,,,,sum,ignore,r,i,,0,0,,1,,,,disaggfunc set to ignore because data will be written at county resolution by writecapdat.py
capnonrsc_energy.csv,,,,sum,ignore,r,i,,0,0,,1,,,,disaggfunc set to ignore because data will be written at county resolution by writecapdat.py
cappayments_ba.csv,inputs/capacity_exogenous/cappayments_ba.csv,,,ignore,ignore,,*r,,0,0,,,,,,not done but not used
caprsc.csv,,,,sum,ignore,r,i,,0,0,,1,,,,disaggfunc set to ignore because data will be written at county resolution by writecapdat.py
ccreg.csv,,,,ignore,ignore,,,,,0,,,,,,
ccs_link.csv,inputs/emission_constraints/ccs_link.csv,,,ignore,ignore,,,,,0,,,,,,
ccs_link_water.csv,inputs/emission_constraints/ccs_link_water.csv,,,ignore,ignore,,,,,0,,,,,,
ccseason_dates.csv,inputs/variability/ccseason_dates.csv,,,ignore,ignore,,,,,0,,,,,,
ccsflex_cat.csv,inputs/sets/ccsflex_cat.csv,,,ignore,ignore,,,,,,,,,ccsflex_cat,,
ccsflex_perf.csv,,,,ignore,ignore,,,,,0,,,,,,
cd_beta0.csv,inputs/fuelprices/cd_beta0.csv,,,ignore,ignore,*cendiv,,,,0,,,,,,
cd_beta0_allsector.csv,inputs/fuelprices/cd_beta0_allsector.csv,,,ignore,ignore,*cendiv,,,,0,,,,,,
cendivweights.csv,inputs/fuelprices/cendivweights.csv,,,mean,uniform,r_cendiv,wide,,1,0,,,,,,Includes two region definitions; disaggfunc set to ignore because data is already at county resolution in inputs folder
ces_fraction.csv,inputs/state_policies/ces_fraction.csv,GSw_StateRPS,~0,ignore,ignore,st,st,,1,0,,,,,,
cf_hyd.csv,,,,mean,uniform,r,"*i,szn,t",,0,0,,1,,,,
cf_vre.csv,,,,mean_cap,ignore,r,"*i,h",*i,0,0,,1,,,,disaggfunc set to ignore because data will be written in correct spatial resolution by hourly_writetimeseries in hourly_repperiods.py
climate_UnappWaterMult.csv,,,,ignore,ignore,,"wst,r,szn",,1,0,,,,,,not done but rarely used; ignore for now
climate_UnappWaterMultAnn.csv,,,,ignore,ignore,,"wst,r",,1,0,,,,,,not done but rarely used; ignore for now
climate_UnappWaterSeaAnnDistr.csv,,,,ignore,ignore,,"wst,r,szn",,1,0,,,,,,not done but rarely used; ignore for now
climate_heuristics_finalyear.csv,,,,ignore,ignore,,,,,0,,,,,,
climate_heuristics_yearfrac.csv,,,,ignore,ignore,,,,,0,,,,,,
climate_hydadjann.csv,,,,ignore,ignore,,r,,1,0,,,,,,not done but rarely used; ignore for now
climate_hydadjsea.csv,,,,ignore,ignore,,"r,szn",,1,0,,,,,,not done but rarely used; ignore for now
climate_loaddelta_timeslice.csv,,,,ignore,ignore,,"r,h",,1,0,,,,,,not done but rarely used; ignore for now
climate_param.csv,inputs/sets/climate_param.csv,,,ignore,ignore,,,,,,,,,climate_param,,
co2_cap.csv,,GSw_AnnualCap,~0,ignore,ignore,,,,0,0,,,,,,
co2_capture_incentive.csv,,,,ignore,ignore,,,,,0,,,,,,
co2_site_char.csv,inputs/ctus/co2_site_char.csv,,,ignore,ignore,cs,,,0,,,,,,,
co2_tax.csv,,GSw_CarbTax,~0,ignore,ignore,,,,0,,,,,,,
coal_price.csv,inputs/fuelprices/coal_{coalscen}.csv,,,ignore,ignore,wide_cendiv,year,,1,0,,,,,,
construction_schedules.csv,inputs/financials/construction_schedules_{construction_schedules_suffix}.csv,,,ignore,ignore,,,,1,0,,,,,,
construction_times.csv,inputs/financials/construction_times_{construction_times_suffix}.csv,,,ignore,ignore,,,,,0,,,,,,
consume_char.csv,inputs/consume/consume_char_{GSw_H2_Inputs}.csv,GSw_H2,~0,ignore,ignore,,"*i,t,parameter",,0,0,,,,,,
consumecat.csv,inputs/sets/consumecat.csv,,,ignore,ignore,,,,,,,,,consumecat,,
consumechardac.csv,,,,ignore,ignore,,"*i,t,variable",,0,0,,,,,,
cost_cap_mult.csv,inputs/waterclimate/cost_cap_mult.csv,GSw_WaterMain,~0,ignore,ignore,,,,,0,,,,,,
cost_hurdle_country.csv,inputs/transmission/cost_hurdle_country.csv,,,ignore,ignore,*country,,,,0,,,,,,
cost_hurdle_intra.csv,inputs/transmission/cost_hurdle_intra.csv,,,ignore,ignore,,t,,,0,,,,,,
cost_hurdle_rate1.csv,,,,ignore,ignore,,t,,0,0,,1,,,,
cost_hurdle_rate2.csv,,,,ignore,ignore,,t,,0,0,,1,,,,
cost_opres.csv,,,,ignore,ignore,,,,,0,,,,,,
cost_opres_default.csv,inputs/plant_characteristics/cost_opres_default.csv,GSw_OpRes,~0,ignore,ignore,,,,,0,,,,,,
cost_opres_market.csv,inputs/plant_characteristics/cost_opres_market.csv,GSw_OpRes,~0,ignore,ignore,,,,,0,,,,,,
cost_vom.csv,,,,mean,ignore,r,"i,v,t",,0,0,,1,,,,ReEDS-to-PLEXOS output
cost_vom_mult.csv,inputs/waterclimate/cost_vom_mult.csv,GSw_WaterMain,~0,ignore,ignore,,,,,0,,,,,,
county2zone.csv,inputs/county2zone.csv,,,special,ignore,ba,"FIPS,county_name,state",,0,0,,,,,,
crf.csv,,,,ignore,ignore,,,,0,,,,,,,
crf_co2_incentive.csv,,,,ignore,ignore,,,,,0,,,,,,
crf_h2_incentive.csv,,,,ignore,ignore,,,,,0,,,,,,
csapr_cat.csv,inputs/sets/csapr_cat.csv,,,ignore,ignore,,,,,,,,,csapr_cat,,
csapr_group.csv,inputs/sets/csapr_group.csv,,,ignore,ignore,,,,,,,,,csapr_group,,
csapr_group1_ex.csv,inputs/emission_constraints/csapr_group1_ex.csv,GSw_CSAPR,~0,ignore,ignore,*st,,,,0,,,,,,
csapr_group2_ex.csv,inputs/emission_constraints/csapr_group2_ex.csv,GSw_CSAPR,~0,ignore,ignore,*st,,,,0,,,,,,
csapr_ozone_season.csv,inputs/emission_constraints/csapr_ozone_season.csv,GSw_CSAPR,~0,ignore,ignore,st,,,,0,,,,,,
csp_supply_curve.csv,inputs/supply_curve/csp_supply_curve-reference_{lvl}.csv,GSw_CSP,~0,ignore,ignore,region,,,,0,,,,,,
currency_incentives.csv,inputs/financials/currency_incentives.csv,,,ignore,ignore,,,,,0,,,,,,
dac_elec.csv,inputs/consume/dac_elec_{dacscen}.csv,GSw_DAC,~0,ignore,ignore,,,,1,0,,,,,,
dac_gas.csv,inputs/consume/dac_gas_{GSw_DAC_Gas_Case}.csv,GSw_DAC,~0,ignore,ignore,,,,1,0,,1,,,,
deflator.csv,inputs/financials/deflator.csv,,,ignore,ignore,,,,,0,,,,,,
degradation_annual.csv,inputs/degradation/degradation_annual_{degrade_suffix}.csv,,,ignore,ignore,,,,,0,,,,,,
demonstration_plants.csv,inputs/capacity_exogenous/demonstration_plants.csv,GSw_NuclearDemo,~0,sum,ignore,r,"t,i,coolingwatertech,ctt,wst,notes",i,0,0,,,,,,
depreciation_schedules.csv,inputs/financials/depreciation_schedules_{depreciation_schedules_suffix}.csv,,,ignore,ignore,,,,1,0,,,,,,
df_capex_init.csv,postprocessing/retail_rate_module/calc_historical_capex/df_capex_init.csv,,,sum,geosize,region,"i,t",,0,0,,,,,,
diagnose.gms,postprocessing/diagnose/diagnose.gms,,,ignore,ignore,,,,,,,,,,,
disagg_geosize.csv,,,,ignore,ignore,,,,,0,,,,,,
disagg_hydroexist.csv,inputs/disaggregation/disagg_hydroexist.csv,,,ignore,ignore,,,,,0,,,,,,
disagg_population.csv,inputs/disaggregation/county_population.csv,,,ignore,ignore,FIPS,,,,0,,,,,,
distance_reinforcement.csv,,,,ignore,ignore,r,"*i,rscbin",*i,0,0,,1,,,,
distance_spur.csv,,,,ignore,ignore,r,"*i,rscbin",*i,0,0,,1,,,,
distpvcap.csv,inputs/dgen_model_inputs/{distpvscen}/distpvcap_{distpvscen}.csv,,,sum,ignore,r,wide,,1,0,,,,,,
dollaryear_consume.csv,inputs/consume/dollaryear.csv,GSw_DAC,~0,ignore,ignore,,,,,0,,,,,,Do we really need 3 separate instances of dollaryear?
dollaryear_plant.csv,inputs/plant_characteristics/dollaryear.csv,,,ignore,ignore,,,,,0,,,,,,Do we really need 3 separate instances of dollaryear?
dollaryear_fuel.csv,inputs/fuelprices/dollaryear.csv,,,ignore,ignore,,,,,0,,,,,,
dollaryear_sc.csv,inputs/supply_curve/dollaryear.csv,,,ignore,ignore,,,,,0,,,,,,
dr_shed_avail_scalar.csv,inputs/demand_response/dr_shed_avail_scalar.csv,,,ignore,ignore,,,,,0,,,,,,
dr_shed_cap.csv,inputs/supply_curve/dr_shed_cap.csv,,,sum,population,wide,tech,,1,0,,,,,,done
dr_shed_cost.csv,inputs/supply_curve/dr_shed_cost.csv,,,mean,uniform,wide,tech,,1,0,,,,,,done
dr_shed_capacity_scalar.csv,inputs/demand_response/dr_shed_capacity_scalar_{dr_shedscen}.csv,dr_shedscen,,mean,uniform,r,"tech,wide",,1,0,,,,,,done
dr_shed_hourly.h5,inputs/demand_response/dr_shed_hourly.h5,,,sum,population,wide,"datetime,year",,1,keepindex,,,,,,done
e.csv,inputs/sets/e.csv,,,ignore,ignore,,,,,0,,,,e,,
eall.csv,inputs/sets/eall.csv,,,ignore,ignore,,,,,,,,,eall,,
egs_supply_curve.csv,inputs/supply_curve/egs_supply_curve-reference{GSw_NoReinforcement}_{lvl}.csv,,,ignore,ignore,region,,,,0,,,,,,No fix_col (only region_col) because this is an intermediate input file
emit_rate.csv,,,,ignore,ignore,,"etype,e,i,v,r",,0,0,,,,,,ReEDS-to-PLEXOS output
emitrate.csv,inputs/emission_constraints/emitrate.csv,,,ignore,ignore,,,,,0,,,,,,
energy_communities.csv,inputs/financials/energy_communities.csv,,,ignore,ignore,,,,,0,,,,,,region aggregation and filtering is handled in copy_files
etype.csv,inputs/sets/etype.csv,,,ignore,ignore,,,,,,,,,etype,,
eval_period_adj_mult.csv,,,,ignore,ignore,,,,,0,,,,,,
evmc_baseline_load.h5,inputs/demand_response/ev_load_{evmcscen}.h5,,,sum,population,*r,"h,t",,0,0,,1,,,,
evmc_baseline_load.csv,,,,sum,population,*r,"h,t",,0,0,,1,,,,
evmc_rsc.csv,inputs/demand_response/evmc_rsc_{evmcscen}.csv,,,ignore,population,r,,,0,0,,,,,,Agg and disagg methods not tested. Not sure EVMC works anyways so ok for now
evmc_shape_generation.csv,,,,mean,population,r,"**i,h",,0,0,,1,,,,
evmc_shape_load.csv,,,,mean,population,r,"**i,h",,0,0,,1,,,,
evmc_shape_profile_decrease.csv,inputs/demand_response/evmc_shape_decrease_profile_{evmcscen}.h5,,,mean,population,wide,"i,hour,year",,1,0,,,,,,
evmc_shape_profile_increase.csv,inputs/demand_response/evmc_shape_increase_profile_{evmcscen}.h5,,,mean,population,wide,"i,hour,year",,1,0,,,,,,
evmc_storage_charge.csv,,,,mean,population,r,"**i,h,t",,0,0,,1,,,,
evmc_storage_discharge.csv,,,,mean,population,r,"**i,h,t",,0,0,,1,,,,
evmc_storage_energy.csv,inputs/demand_response/evmc_storage_profile_energy_{evmcscen}.h5,,,mean,population,wide,"i,hour,year",,1,0,,,,,,
evmc_storage_profile_decrease.csv,inputs/demand_response/evmc_storage_decrease_profile_{evmcscen}.h5,,,mean,population,wide,"i,hour,year",,1,0,,,,,,
evmc_storage_profile_increase.csv,inputs/demand_response/evmc_storage_increase_profile_{evmcscen}.h5,,,mean,population,wide,"i,hour,year",,1,0,,,,,,
f.csv,inputs/sets/f.csv,,,ignore,ignore,,,,,,,,,f,,
financials_hydrogen.csv,inputs/financials/financials_hydrogen.csv,GSw_H2,~0,ignore,ignore,,,,,0,,,,,,
financials_sys.csv,inputs/financials/financials_sys_{financials_sys_suffix}.csv,,,ignore,ignore,,,,,0,,,,,,
financials_tech.csv,inputs/financials/financials_tech_{financials_tech_suffix}.csv,,,ignore,ignore,,,,,0,,,,,,
financials_transmission.csv,inputs/financials/financials_transmission_{financials_trans_suffix}.csv,,,ignore,ignore,,,,,0,,,,,,
financing_risk_mult.csv,,,,ignore,ignore,,,,,0,,,,,,
firm_import_limit.csv,,,,ignore,ignore,,,,,0,,1,,,,
firstyear.csv,,,,ignore,ignore,,,,,0,,1,,,,
years_until_endogenous.csv,inputs/plant_characteristics/years_until_endogenous.csv,,,ignore,ignore,,,,,0,,,,,,
flex_frac_all.csv,,,,mean,population,r,"*flextype,h,wide",,1,0,,1,,,,
flex_type.csv,inputs/sets/flex_type.csv,,,ignore,ignore,,,,,,,,,flex_type,,
forced_retirements.csv,inputs/state_policies/forced_retirements.csv,,,ignore,ignore,st,"*i,t",,0,0,,,,,,
forceperiods.csv,,,,ignore,ignore,,,,,,,,,,,
frac_h_ccseason_weights.csv,,,,ignore,ignore,,,,,,,,,,,
frac_h_month_weights.csv,,,,ignore,ignore,,,,,,,,,,,
frac_h_quarter_weights.csv,,,,ignore,ignore,,,,,,,,,,,
fuel2tech.csv,inputs/sets/fuel2tech.csv,,,ignore,ignore,,,,,0,,,,fuel2tech,,
fuel_price.csv,,,,ignore,ignore,,"i,r",,0,0,,,,,,ReEDS-to-PLEXOS output
fuelbin.csv,inputs/sets/fuelbin.csv,,,ignore,ignore,,,,,,,,,fuelbin,,
futurefiles.csv,inputs/userinput/futurefiles.csv,,,ignore,ignore,,,,,0,,,,,,
gb.csv,inputs/sets/gb.csv,,,ignore,ignore,,,,,,,,,gb,,
gbin.csv,inputs/sets/gbin.csv,,,ignore,ignore,,,,,,,,,gbin,,
gbin_min.csv,inputs/growth_constraints/gbin_min.csv,,,ignore,ignore,,,,,0,,,,,,
gen_mandate_tech_list.csv,,,,ignore,ignore,,,,,0,,,,,,
gen_mandate_trajectory.csv,,,,ignore,ignore,,,,,0,,,,,,
geo_discovery_factor.csv,inputs/geothermal/geo_discovery_factor_{geohydrosupplycurve}.csv,GSw_Geothermal,~0,mean,uniform,r,*i,*i,0,0,,,,,,
geo_discovery_rate.csv,inputs/geothermal/geo_discovery_{geodiscov}.csv,GSw_Geothermal,~0,ignore,ignore,,,,0,,,,,,,
geo_fom.csv,,,,mean,uniform,r,*i,,0,0,,1,,,,
geo_fom_mult.csv,,,,ignore,ignore,,0,,0,,,,,,,
geo_retirements.csv,,,,sum,ignore,r,"i,v,wide",,1,0,,1,,,,disaggfunc set to ignore because data will be written at county resolution by writecapdat.py
geo_rsc.csv,inputs/geothermal/geo_rsc_ATB_2023.csv,GSw_Geothermal,~0,sc_cat,geosize,r,*i,,0,0,value,,,,,
geocapcostmult.csv,,,,ignore,ignore,,,,1,0,,,,,,
geoexist.csv,,,,ignore,ignore,r,*i,,0,0,,1,,,,written to proper spatial aggregation in writecapdat.py
geohydro_supply_curve.csv,inputs/supply_curve/geohydro_supply_curve-reference{GSw_NoReinforcement}_{lvl}.csv,,,ignore,ignore,region,,,,0,,,,,,No fix_col (only region_col) because this is an intermediate input file
geohydro_exog_cap.csv,inputs/capacity_exogenous/geohydro_exog_cap_{GSw_SitingGeo}_{lvl}.csv,,,sum,ignore,region,"*tech,sc_point_gid,year",,0,0,,,,,,
ghp_delta_commercial.csv,inputs/load/Commercial_GHP_Delta.csv,,,ignore,ignore,wide,hour,,1,0,,,,,,
ghp_delta_residential.csv,inputs/load/Residential_GHP_Delta.csv,,,ignore,ignore,wide,hour,,1,0,,,,,,
growth_bin_size_mult.csv,inputs/growth_constraints/growth_bin_size_mult.csv,,,ignore,ignore,,,,,0,,,,,,
growth_limit_absolute.csv,inputs/growth_constraints/growth_limit_absolute.csv,,,ignore,ignore,,,,,0,,,,,,
growth_penalty.csv,inputs/growth_constraints/growth_penalty.csv,,,ignore,ignore,,,,,0,,,,,,
gswitches.csv,,,,ignore,ignore,,,,,0,,,,,,
h2_ba_share.csv,inputs/consume/h2_demand_county_share.csv,GSw_H2,~0,sum,ignore,*r,t,,0,0,,,,,,
gwp.csv,inputs/emission_constraints/gwp.csv,,,ignore,ignore,,,,,0,,,,gwp,,
h2_existing_smr_cap.csv,,,,sum,population,*r,t,,0,0,,1,,,,
h_preh.csv,,,,ignore,ignore,,,,,0,,,,,,
h2_exogenous_demand.csv,inputs/consume/h2_exogenous_demand.csv,GSw_H2,~0,ignore,ignore,,p,,1,0,,,,,,
h2_pipeline_cap_cost_mult.csv,,,,ignore,ignore,,,,,,,1,,,,
h2_ptc.csv,,,,ignore,ignore,,,*i,,0,,,,,,
h2_st.csv,inputs/sets/h2_st.csv,,,ignore,ignore,,,,,,,,,h2_st,,
h2_stor.csv,inputs/sets/h2_stor.csv,,,ignore,ignore,,,,,0,,,,h2_stor,,
h2_storage_rb.csv,inputs/consume/h2_storage_{lvl}.csv,GSw_H2,~0,first,ignore,rb,,,0,0,,,,,,
h2_transport_and_storage_costs.csv,inputs/consume/h2_transport_and_storage_costs.csv,GSw_H2,~0,ignore,ignore,,,,,,,,,,,
h_actualszn.csv,,,,ignore,ignore,,,,,0,,,,,,
h_ccseason_prm.csv,,,,ignore,ignore,,,,,0,,,,,,
h_dt_szn.csv,,,,ignore,ignore,,,,,0,,1,,,,
h_szn.csv,,,,ignore,ignore,,,,0,0,,,,,,
h_szn_end.csv,,,,ignore,ignore,,,,,0,,,,,,
h_szn_start.csv,,,,ignore,ignore,,,,,0,,,,,,
heat_rate.csv,,,,ignore,ignore,,"i,v,r",,0,0,,,,,,ReEDS-to-PLEXOS output
heat_rate_adj.csv,inputs/plant_characteristics/heat_rate_adj.csv,,,ignore,ignore,,,,,0,,,,,,
heat_rate_mult.csv,inputs/waterclimate/heat_rate_mult.csv,GSw_WaterMain,~0,ignore,ignore,,,,,0,,,,,,
heat_rate_penalty_spin.csv,inputs/plant_characteristics/heat_rate_penalty_spin.csv,,,ignore,ignore,,,,,0,,,,,,
hierarchy.csv,,,,first,ignore,*r,"nercr,transreg,transgrp,cendiv,st,interconnect,country,usda_region,h2ptcreg",,0,0,,1,,,,post_copy column set to 1 since copy_files filters this file separately
hierarchy_original.csv,,,,ignore,ignore,,,,,0,,1,,,,post_copy column set to 1 since copy_files copies this file separately
hierarchy_with_res.csv,,,,ignore,ignore,,,,,0,,1,,,,post_copy column set to 1 since copy_files copies this file separately
hintage_char.csv,inputs/sets/hintage_char.csv,,,ignore,ignore,,,,,,,,,hintage_char,,
hintage_data.csv,,,,ignore,ignore,,,,,0,,,,,,handled separately in WriteHintage.py
hmap_allyrs.csv,,,,ignore,ignore,,,,,0,,,,,,
hmap_myr.csv,,,,ignore,ignore,,,,,0,,,,,,
hour_szn_group.csv,,,,ignore,ignore,,,,,,,,,,,
hourly_szn_end.csv,,,,ignore,ignore,,,,,,,,,,,
hourly_szn_start.csv,,,,ignore,ignore,,,,,,,,,,,
hours_hourly.csv,,,,ignore,ignore,,,,,,,,,,,
hset_hourly.csv,,,,ignore,ignore,,,,,,,,,,,
hyd_add_upg_cap.csv,inputs/supply_curve/hyd_add_upg_cap.csv,GSw_HydroCapEnerUpgradeType,2,sum,hydroexist,r,"i,rscbin,wide",,1,0,,,,,,
hyd_fom.csv,inputs/hydro/hyd_fom.csv,,,mean,uniform,wide,i,,1,0,,,,,,
hydadjann.csv,inputs/climate/{climatescen}/hydadjann.csv,,,mean,uniform,r,t,,0,0,,,,,,
hydadjsea.csv,inputs/climate/{climatescen}/hydadjsea.csv,,,mean,uniform,r,"szn,t",,0,0,,,,,,
hydcap.csv,inputs/supply_curve/hydcap.csv,,,sum,geosize,wide,"tech,class",,1,0,,,,,,
hydcapadj.csv,inputs/hydro/SeaCapAdj_hy.csv,,,mean,uniform,r,"*i,month",,0,0,,,,,,
hydcf.csv,inputs/hydro/hydcf_{lvl}.h5,,,mean,ignore,r,"*i,month,t",,0,0,,,,,,test differentiating filetype_out (derived from filename) from filetype variables in copy_files.py
hydcost.csv,inputs/supply_curve/hydcost.csv,,,mean,uniform,wide,"tech,class",,1,0,,,,,,
hydro_mingen.csv,inputs/hydro/hydro_mingen.csv,,,mean,uniform,r,"*i,quarter",,0,0,,,,,,might be better to do something capacity-weighted
hydrocapcostmult.csv,,,,ignore,ignore,,,,1,0,,,,,,
hydrofrac_policy.csv,inputs/state_policies/hydrofrac_policy.csv,GSw_StateRPS,~0,ignore,ignore,st,"RPS_All,CES",,,0,,,,,,
hydrogen_price.csv,inputs/fuelprices/h2-combustion_{h2combustionfuelscen}.csv,GSw_H2Combustion,~0,ignore,ignore,,,,0,0,,,,,,
i_coolingtech_watersource.csv,inputs/waterclimate/i_coolingtech_watersource.csv,GSw_WaterMain,~0,ignore,ignore,,,,,0,,,,,,
i_coolingtech_watersource_link.csv,inputs/waterclimate/i_coolingtech_watersource_link.csv,GSw_WaterMain,~0,ignore,ignore,,,,,0,,,,,,
i_coolingtech_watersource_upgrades.csv,inputs/upgrades/i_coolingtech_watersource_upgrades.csv,,,ignore,ignore,,,,,0,,,,,,
i_coolingtech_watersource_upgrades_link.csv,inputs/upgrades/i_coolingtech_watersource_upgrades_link.csv,,,ignore,ignore,,,,,0,,,,,,
i_geotech.csv,inputs/sets/i_geotech.csv,,,ignore,ignore,,,,,0,,,,i_geotech,,
i_p.csv,inputs/sets/i_p.csv,,,ignore,ignore,,,,,0,,,,i_p,,
i_water_nocooling.csv,inputs/sets/i_water_nocooling.csv,,,ignore,ignore,,,,,0,,,,i_water_nocooling,,
ice_fom.csv,inputs/plant_characteristics/ice_fom.csv,,,ignore,ignore,,,,0,,,,,,,
incentives.csv,inputs/financials/incentives_{incentives_suffix}.csv,,,ignore,ignore,,,,,0,,,,,,
inflation.csv,inputs/financials/inflation_{inflation_suffix}.csv,,,ignore,ignore,,,,0,0,,,,,,
interconnection_queues.csv,inputs/capacity_exogenous/interconnection_queues.csv,,,ignore,ignore,r,"tg,r",,1,0,,,,,,
itc_energy_comm_bonus.csv,,,,mean,ignore,r,*i,,0,0,,1,,,,
itc_frac_monetized.csv,,,,ignore,ignore,,,,,0,,,,,,
itc_fractions.csv,,,,ignore,ignore,,"i,country,t",,0,0,,,,,,
ivt.csv,,,,ignore,ignore,,,,,0,,,,,,created in runbatch.py
ivt_step.csv,,,,ignore,ignore,,,,,0,,,,,,
lcclike.csv,inputs/sets/lcclike.csv,,,ignore,ignore,,,,,0,,,,lcclike,,
large_load_additions.csv,inputs/load/large_load_additions_{GSw_LargeLoadAdd}.csv,GSw_LargeLoadAdd,,ignore,ignore,*r,"*r,t",,0,0,,,,,,agg/disaggfunc set to ignore because load will already be at county resolution and aggregated in copy_files as needed
load_2010.csv,,,,sum,ignore,r,wide,,1,0,,1,,,,disaggfunc set to ignore because load will already be in correct spatial resolution
