t,st,rps_all,rps_solar,rps_wind
2039,CO,0.20077344,0,0
2040,CO,0.201124664,0,0
2041,CO,0.201124664,0,0
2042,CO,0.201124664,0,0
2043,CO,0.201124664,0,0
2044,CO,0.201124664,0,0
2045,CO,0.201124664,0,0
2046,CO,0.201124664,0,0
2047,CO,0.201124664,0,0
2048,CO,0.201124664,0,0
2049,CO,0.201124664,0,0
2050,CO,0.201124664,0,0
2010,CT,0.0999,0,0
2011,CT,0.1099,0,0
2012,CT,0.1198,0,0
2013,CT,0.1298,0,0
2014,CT,0.1398,0,0
2015,CT,0.156899767,0,0
2016,CT,0.173975075,0,0
2017,CT,0.184234101,0,0
2018,CT,0.209130601,0,0
2019,CT,0.234027101,0,0
2020,CT,0.248965001,0,0
2021,CT,0.263902901,0,0
2022,CT,0.278840801,0,0
2023,CT,0.298758001,0,0
2024,CT,0.318675201,0,0
2025,CT,0.338592401,0,0
2026,CT,0.358509601,0,0
2027,CT,0.378426801,0,0
2028,CT,0.398344001,0,0
2029,CT,0.418261201,0,0
2030,CT,0.438178401,0,0
2031,CT,0.438178401,0,0
2032,CT,0.438178401,0,0
2033,CT,0.438178401,0,0
2034,CT,0.438178401,0,0
2035,CT,0.438178401,0,0
2036,CT,0.438178401,0,0
2037,CT,0.438178401,0,0
2038,CT,0.438178401,0,0
2039,CT,0.438178401,0,0
2040,CT,0.438178401,0,0
2041,CT,0.438178401,0,0
2042,CT,0.438178401,0,0
2043,CT,0.438178401,0,0
2044,CT,0.438178401,0,0
2045,CT,0.438178401,0,0
2046,CT,0.438178401,0,0
2047,CT,0.438178401,0,0
2048,CT,0.438178401,0,0
2049,CT,0.438178401,0,0
2050,CT,0.438178401,0,0
2010,DE,0.0327,0,0
2011,DE,0.0453,0,0
2012,DE,0.0555,0,0
2013,DE,0.0713,0,0
2014,DE,0.0728,0,0
2015,DE,0.081982713,0,0
2016,DE,0.095835291,0,0
2017,DE,0.093431631,0.010786336,0
2018,DE,0.100936204,0.012283153,0
2019,DE,0.120819494,0.015020807,0
2020,DE,0.130328871,0.016707534,0
2021,DE,0.140812325,0.018955434,0
2022,DE,0.149781918,0.021051993,0
2023,DE,0.158833088,0.023157121,0
2024,DE,0.168186162,0.025307702,0
2025,DE,0.176997841,0.027388109,0
2026,DE,0.186067672,0.029501505,0
2027,DE,0.185761426,0.029441285,0
2028,DE,0.18607365,0.029466401,0
2029,DE,0.185864662,0.029414366,0
2030,DE,0.186632915,0.029506104,0
2031,DE,0.186578296,0.029486938,0
2032,DE,0.186670156,0.02948696,0
2033,DE,0.186777402,0.029489449,0
2034,DE,0.1868553,0.029487854,0
2035,DE,0.186684368,0.029446713,0
2036,DE,0.186603573,0.029411421,0
2037,DE,0.186948247,0.029436069,0
2038,DE,0.186939534,0.029410223,0
2039,DE,0.187112742,0.029407901,0
2040,DE,0.187365488,0.029417752,0
2041,DE,0.187365488,0.029417752,0
2042,DE,0.187365488,0.029417752,0
2043,DE,0.187365488,0.029417752,0
2044,DE,0.187365488,0.029417752,0
2045,DE,0.187365488,0.029417752,0
2046,DE,0.187365488,0.029417752,0
2047,DE,0.187365488,0.029417752,0
2048,DE,0.187365488,0.029417752,0
2049,DE,0.187365488,0.029417752,0
2050,DE,0.187365488,0.029417752,0
2010,IA,0.006513329,0,0
2011,IA,0.006483426,0,0
2012,IA,0.006475735,0,0
2013,IA,0.006337622,0,0
2014,IA,0.00627094,0,0
2015,IA,0.006278197,0,0
2016,IA,0.006111764,0,0
2017,IA,0.006050448,0,0
2018,IA,0.005865648,0,0
2019,IA,0.005944094,0,0
2020,IA,0.005955427,0,0
2021,IA,0.005907141,0,0
2022,IA,0.005861391,0,0
2023,IA,0.005806999,0,0
2024,IA,0.005760457,0,0
2025,IA,0.005709044,0,0
2026,IA,0.005660091,0,0
2027,IA,0.005621474,0,0
2028,IA,0.005572625,0,0
2029,IA,0.005534112,0,0
2030,IA,0.005510157,0,0
2031,IA,0.005482672,0,0
2032,IA,0.00545606,0,0
2033,IA,0.005432659,0,0
2034,IA,0.005398124,0,0
2035,IA,0.005365352,0,0
2036,IA,0.005334409,0,0
2037,IA,0.005292401,0,0
2038,IA,0.005255579,0,0
2039,IA,0.00522057,0,0
2040,IA,0.005191994,0,0
2041,IA,0.005161279,0,0
2042,IA,0.00512657,0,0
2043,IA,0.005094262,0,0
2044,IA,0.005059279,0,0
2045,IA,0.005021589,0,0
2046,IA,0.004985119,0,0
2047,IA,0.004947293,0,0
2048,IA,0.004908601,0,0
2049,IA,0.004870217,0,0
2050,IA,0.004830351,0,0
2010,IL,0.0223,0,0
2011,IL,0.0394,0,0
2012,IL,0.0394,0,0
2013,IL,0.0394,0,0
2014,IL,0.0442,0,0
2015,IL,0.043195813,0,0
2016,IL,0.050509209,0,0
2017,IL,0.056818194,0,0
2018,IL,0.062563976,0,0
2019,IL,0.104182408,0,0
2020,IL,0.143997212,0.014340607,0.014340607
2021,IL,0.163091945,0.0143696,0.0143696
2022,IL,0.174500084,0.014382317,0.014382317
2023,IL,0.191045715,0.014390632,0.014390632
2024,IL,0.20642422,0.014426925,0.014426925
2025,IL,0.221992176,0.021673205,0.021673205
2026,IL,0.238474757,0.021711004,0.021711004
2027,IL,0.239758808,0.021709062,0.021709062
2028,IL,0.241304478,0.021718179,0.021718179
2029,IL,0.242764565,0.021685607,0.021685607
2030,IL,0.244393874,0.028961874,0.028961874
2031,IL,0.246591824,0.028990526,0.028990526
2032,IL,0.2484774,0.029028265,0.029028265
2033,IL,0.249580119,0.029059766,0.029059766
2034,IL,0.250796917,0.029081319,0.029081319
2035,IL,0.251728433,0.029065444,0.029065444
2036,IL,0.251991065,0.029017754,0.029017754
2037,IL,0.253254415,0.028987296,0.028987296
2038,IL,0.254091293,0.028933824,0.028933824
2039,IL,0.254521544,0.028868818,0.028868818
2040,IL,0.256027536,0.028812129,0.028812129
2041,IL,0.256027536,0.028812129,0.028812129
2042,IL,0.256027536,0.028812129,0.028812129
2043,IL,0.256027536,0.028812129,0.028812129
2044,IL,0.256027536,0.028812129,0.028812129
2045,IL,0.256027536,0.028812129,0.028812129
2046,IL,0.256027536,0.028812129,0.028812129
2047,IL,0.256027536,0.028812129,0.028812129
2048,IL,0.256027536,0.028812129,0.028812129
2049,IL,0.256027536,0.028812129,0.028812129
2050,IL,0.256027536,0.028812129,0.028812129
2010,MA,0.077,0,0
2011,MA,0.0859,0,0
2012,MA,0.0951,0,0
2013,MA,0.0843,0,0
2014,MA,0.0959,0,0
2015,MA,0.105650986,0,0
2016,MA,0.115713271,0,0
2017,MA,0.126147847,0.043994566,0
2018,MA,0.135006182,0.057256266,0
2019,MA,0.14423801,0.060330543,0
2020,MA,0.166044938,0.072239186,0
2021,MA,0.183336243,0.084246688,0
2022,MA,0.200627547,0.096340514,0
2023,MA,0.217918851,0.102085399,0
2024,MA,0.235210156,0.102057596,0
2025,MA,0.25250146,0.10189278,0
2026,MA,0.269792765,0.101577995,0
2027,MA,0.287084069,0.101178411,0
2028,MA,0.304375374,0.10087012,0
2029,MA,0.321666678,0.100474958,0
2030,MA,0.33031233,0.100240899,0
2031,MA,0.338957982,0.099812267,0
2032,MA,0.347603635,0.099471035,0
2033,MA,0.356249287,0.099093724,0
2034,MA,0.364894939,0.098687383,0
2035,MA,0.373540591,0.098322153,0
2036,MA,0.382186244,0.097937833,0
2037,MA,0.390831896,0.09750354,0
2038,MA,0.399477548,0.097046744,0
2039,MA,0.4081232,0.096571475,0
2040,MA,0.416768852,0.096083748,0
2041,MA,0.425414505,0.096083748,0
2042,MA,0.434060157,0.096083748,0
2043,MA,0.442705809,0.096083748,0
2044,MA,0.451351461,0.096083748,0
2045,MA,0.459997113,0.096083748,0
2046,MA,0.468642766,0.096083748,0
2047,MA,0.477288418,0.096083748,0
2048,MA,0.48593407,0.096083748,0
2049,MA,0.494579722,0.096083748,0
2050,MA,0.503225375,0.096083748,0
2010,MD,0.0538,0,0
2011,MD,0.0719,0,0
2012,MD,0.0875,0,0
2013,MD,0.1041,0,0
2014,MD,0.12,0,0
2015,MD,0.127074162,0,0
2016,MD,0.147889313,0,0
2017,MD,0.151587615,0.010979258,0
2018,MD,0.176120296,0.014121429,0
2019,MD,0.198186156,0.048100311,0
2020,MD,0.261320522,0.052716793,0
2021,MD,0.294057903,0.065556011,0
2022,MD,0.322683916,0.073934167,0
2023,MD,0.351309929,0.082545452,0
2024,MD,0.379935942,0.091234447,0
2025,MD,0.409727601,0.099923442,0
2026,MD,0.441163808,0.108612437,0
2027,MD,0.476711382,0.117379142,0
2028,MD,0.504036221,0.126223557,0
2029,MD,0.523138322,0.126612105,0
2030,MD,0.546351792,0.127000654,0
2031,MD,0.557231158,0.127389203,0
2032,MD,0.566556328,0.127777752,0
2033,MD,0.566556328,0.128554849,0
2034,MD,0.566556328,0.129331947,0
2035,MD,0.566556328,0.130109044,0
2036,MD,0.566556328,0.130886142,0
2037,MD,0.566556328,0.131663239,0
2038,MD,0.566556328,0.132440337,0
2039,MD,0.566556328,0.133217434,0
2040,MD,0.566556328,0.133994532,0
2041,MD,0.566556328,0.133994532,0
2042,MD,0.566556328,0.133994532,0
2043,MD,0.566556328,0.133994532,0
2044,MD,0.566556328,0.133994532,0
2045,MD,0.566556328,0.133994532,0
2046,MD,0.566556328,0.133994532,0
2047,MD,0.566556328,0.133994532,0
2048,MD,0.566556328,0.133994532,0
2049,MD,0.566556328,0.133994532,0
2050,MD,0.566556328,0.133994532,0
2010,ME,0.2502,0,0
2011,ME,0.2487,0,0
2012,ME,0.2735,0,0
2013,ME,0.2824,0,0
2014,ME,0.2916,0,0
2015,ME,0.315250247,0,0
2016,ME,0.329001436,0,0
2017,ME,0.33599649,0,0
2018,ME,0.335957265,0,0
2019,ME,0.335927952,0,0
2020,ME,0.360183078,0,0
2021,ME,0.384439794,0,0
2022,ME,0.413552114,0,0
2023,ME,0.44267949,0,0
2024,ME,0.481514325,0,0
2025,ME,0.520352456,0,0
2026,ME,0.559194196,0,0
2027,ME,0.598037976,0,0
2028,ME,0.63687956,0,0
2029,ME,0.675723234,0,0
2030,ME,0.724271573,0,0
2031,ME,0.724281885,0,0
2032,ME,0.724290095,0,0
2033,ME,0.724299173,0,0
2034,ME,0.72430895,0,0
2035,ME,0.724317737,0,0
2036,ME,0.724326983,0,0
2037,ME,0.724337432,0,0
2038,ME,0.724348423,0,0
2039,ME,0.724359857,0,0
2040,ME,0.724371592,0,0
2041,ME,0.724371592,0,0
2042,ME,0.724371592,0,0
2043,ME,0.724371592,0,0
2044,ME,0.724371592,0,0
2045,ME,0.724371592,0,0
2046,ME,0.724371592,0,0
2047,ME,0.724371592,0,0
2048,ME,0.724371592,0,0
2049,ME,0.724371592,0,0
2050,ME,0.724371592,0,0
2012,MI,0.0389,0,0
2013,MI,0.0518,0,0
2014,MI,0.0574,0,0
2015,MI,0.087782706,0,0
2016,MI,0.086873232,0,0
2017,MI,0.087611019,0,0
2018,MI,0.08464177,0,0
2019,MI,0.109383036,0,0
2020,MI,0.108153858,0,0
2021,MI,0.130986728,0,0
2022,MI,0.130489938,0,0
2023,MI,0.129554034,0,0
2024,MI,0.128930926,0,0
2025,MI,0.128264603,0,0
2026,MI,0.127396492,0,0
2027,MI,0.126890772,0,0
2028,MI,0.125960855,0,0
2029,MI,0.125265835,0,0
2030,MI,0.124899989,0,0
2031,MI,0.12444555,0,0
2032,MI,0.123954713,0,0
2033,MI,0.123649972,0,0
2034,MI,0.122905055,0,0
2035,MI,0.122304117,0,0
2036,MI,0.121878479,0,0
2037,MI,0.120939107,0,0
2038,MI,0.120263608,0,0
2039,MI,0.119560746,0,0
2040,MI,0.119014295,0,0
2041,MI,0.119014295,0,0
2042,MI,0.119014295,0,0
2043,MI,0.119014295,0,0
2044,MI,0.119014295,0,0
2045,MI,0.119014295,0,0
2046,MI,0.119014295,0,0
2047,MI,0.119014295,0,0
2048,MI,0.119014295,0,0
2049,MI,0.119014295,0,0
2050,MI,0.119014295,0,0
2010,MN,0.1065,0,0
2011,MN,0.1061,0,0
2012,MN,0.1459,0,0
2013,MN,0.1455,0,0
2014,MN,0.1455,0,0
2015,MN,0.146053509,0,0.067751481
2016,MN,0.201323787,0,0.092569525
2017,MN,0.205294663,0,0.092286048
2018,MN,0.205294663,0,0.092286048
2019,MN,0.205294663,0,0.092286048
2020,MN,0.252173649,0.008044792,0.110743258
2021,MN,0.2521875,0.008058643,0.110743258
2022,MN,0.252200657,0.0080718,0.110743258
2023,MN,0.252216108,0.008087251,0.110743258
2024,MN,0.252229447,0.00810059,0.110743258
2025,MN,0.280053308,0.008115214,0.110743258
2026,MN,0.280067259,0.008129165,0.110743258
2027,MN,0.280078441,0.008140347,0.110743258
2028,MN,0.280092336,0.008154242,0.110743258
2029,MN,0.280103464,0.008165371,0.110743258
2030,MN,0.280110709,0.008172615,0.110743258
2031,MN,0.280118885,0.008180791,0.110743258
2032,MN,0.28012682,0.008188726,0.110743258
2033,MN,0.280133895,0.008195801,0.110743258
2034,MN,0.280143915,0.008205822,0.110743258
2035,MN,0.280153458,0.008215364,0.110743258
2036,MN,0.280162505,0.008224411,0.110743258
2037,MN,0.280174473,0.008236379,0.110743258
2038,MN,0.280185055,0.008246961,0.110743258
2039,MN,0.280195146,0.008257052,0.110743258
2040,MN,0.280203525,0.008265431,0.110743258
2041,MN,0.280203525,0.008265431,0.110743258
2042,MN,0.280203525,0.008265431,0.110743258
2043,MN,0.280203525,0.008265431,0.110743258
2044,MN,0.280203525,0.008265431,0.110743258
2045,MN,0.280203525,0.008265431,0.110743258
2046,MN,0.280203525,0.008265431,0.110743258
2047,MN,0.280203525,0.008265431,0.110743258
2048,MN,0.280203525,0.008265431,0.110743258
2049,MN,0.280203525,0.008265431,0.110743258
2050,MN,0.280203525,0.008265431,0.110743258
2011,MO,0.0136,0,0
2012,MO,0.0137,0,0
2013,MO,0.0136,0,0
2014,MO,0.03,0,0
2015,MO,0.033627383,0,0
2016,MO,0.033245077,0,0
2017,MO,0.033340572,0.000500316,0
2018,MO,0.066745792,0.001000632,0
2019,MO,0.066744646,0.001000632,0
2020,MO,0.066744946,0.001000632,0
2021,MO,0.100147965,0.001500948,0
2022,MO,0.100148251,0.001500948,0
2023,MO,0.100148674,0.001500948,0
2024,MO,0.100149016,0.001500948,0
2025,MO,0.100149385,0.001500948,0
2026,MO,0.100149783,0.001500948,0
2027,MO,0.100150078,0.001500948,0
2028,MO,0.100150499,0.001500948,0
2029,MO,0.100150841,0.001500948,0
2030,MO,0.100151053,0.001500948,0
2031,MO,0.100151301,0.001500948,0
2032,MO,0.100151553,0.001500948,0
2033,MO,0.100151766,0.001500948,0
2034,MO,0.100152114,0.001500948,0
2035,MO,0.100152433,0.001500948,0
2036,MO,0.100152719,0.001500948,0
2037,MO,0.100153143,0.001500948,0
2038,MO,0.100153502,0.001500948,0
2039,MO,0.100153859,0.001500948,0
2040,MO,0.100154154,0.001500948,0
2041,MO,0.100154154,0.001500948,0
2042,MO,0.100154154,0.001500948,0
2043,MO,0.100154154,0.001500948,0
2044,MO,0.100154154,0.001500948,0
2045,MO,0.100154154,0.001500948,0
2046,MO,0.100154154,0.001500948,0
2047,MO,0.100154154,0.001500948,0
2048,MO,0.100154154,0.001500948,0
2049,MO,0.100154154,0.001500948,0
2050,MO,0.100154154,0.001500948,0
2010,MT,0.0553,0,0
2011,MT,0.0565,0,0
2012,MT,0.0565,0,0
2013,MT,0.0564,0,0
2014,MT,0.0564,0,0
2015,MT,0.109229777,0,0
2016,MT,0.108891796,0,0
2017,MT,0.107720915,0,0
2018,MT,0.107720915,0,0
2019,MT,0.107720915,0,0
2020,MT,0.107720915,0,0
2021,MT,0.107720915,0,0
2022,MT,0.107720915,0,0
2023,MT,0.107720915,0,0
2024,MT,0.107720915,0,0
2025,MT,0.107720915,0,0
2026,MT,0.107720915,0,0
2027,MT,0.107720915,0,0
2028,MT,0.107720915,0,0
2029,MT,0.107720915,0,0
2030,MT,0.107720915,0,0
2031,MT,0.107720915,0,0
2032,MT,0.107720915,0,0
2033,MT,0.107720915,0,0
2034,MT,0.107720915,0,0
2035,MT,0.107720915,0,0
2036,MT,0.107720915,0,0
2037,MT,0.107720915,0,0
2038,MT,0.107720915,0,0
2039,MT,0.107720915,0,0
2040,MT,0.107720915,0,0
2041,MT,0.107720915,0,0
2042,MT,0.107720915,0,0
2043,MT,0.107720915,0,0
2044,MT,0.107720915,0,0
2045,MT,0.107720915,0,0
2046,MT,0.107720915,0,0
2047,MT,0.107720915,0,0
2048,MT,0.107720915,0,0
2049,MT,0.107720915,0,0
2050,MT,0.107720915,0,0
2012,NC,0.0247,0,0
2013,NC,0.0247,0,0
2014,NC,0.0194,0,0
2015,NC,0.029696077,0.001400031,0
2016,NC,0.028749569,0.001416934,0
2017,NC,0.030033628,0.00142957,0
2018,NC,0.053163621,0.001926965,0
2019,NC,0.051751541,0.001997273,0
2020,NC,0.050229201,0.001965103,0
2021,NC,0.051776292,0.001976069,0
2022,NC,0.050069895,0.001977173,0
2023,NC,0.049620437,0.001981103,0
2024,NC,0.04919232,0.001981863,0
2025,NC,0.048757149,0.00198162,0
2026,NC,0.048336624,0.00198221,0
2027,NC,0.047856124,0.001980594,0
2028,NC,0.047380734,0.001979991,0
2029,NC,0.046887831,0.001979353,0
2030,NC,0.046521153,0.001984307,0
2031,NC,0.046116413,0.001982276,0
2032,NC,0.04567349,0.001982819,0
2033,NC,0.045355372,0.001983221,0
2034,NC,0.045020568,0.001982382,0
2035,NC,0.044652516,0.001980818,0
2036,NC,0.044266662,0.001979925,0
2037,NC,0.043890927,0.001980255,0
2038,NC,0.043485795,0.001978768,0
2039,NC,0.043092849,0.001979193,0
2040,NC,0.042740206,0.00198089,0
2041,NC,0.042740206,0.00198089,0
2042,NC,0.042740206,0.00198089,0
2043,NC,0.042740206,0.00198089,0
2044,NC,0.042740206,0.00198089,0
2045,NC,0.042740206,0.00198089,0
2046,NC,0.042740206,0.00198089,0
2047,NC,0.042740206,0.00198089,0
2048,NC,0.042740206,0.00198089,0
2049,NC,0.042740206,0.00198089,0
2050,NC,0.042740206,0.00198089,0
2010,NH,0.0741,0,0
2011,NH,0.0741,0,0
2012,NH,0.0741,0,0
2013,NH,0.0741,0,0
2014,NH,0.0741,0,0
2015,NH,0.083315515,0,0
2016,NH,0.092857238,0,0
2017,NH,0.154834172,0.00297758,0
2018,NH,0.161781859,0.004962634,0
2019,NH,0.167737019,0.00595516,0
2020,NH,0.17369218,0.006947687,0
2021,NH,0.178654813,0.006947687,0
2022,NH,0.183617447,0.006947687,0
2023,NH,0.188580081,0.006947687,0
2024,NH,0.197512821,0.006947687,0
2025,NH,0.206445562,0.006947687,0
2026,NH,0.206445562,0.006947687,0
2027,NH,0.206445562,0.006947687,0
2028,NH,0.206445562,0.006947687,0
2029,NH,0.206445562,0.006947687,0
2030,NH,0.206445562,0.006947687,0
2031,NH,0.206445562,0.006947687,0
2032,NH,0.206445562,0.006947687,0
2033,NH,0.206445562,0.006947687,0
2034,NH,0.206445562,0.006947687,0
2035,NH,0.206445562,0.006947687,0
2036,NH,0.206445562,0.006947687,0
2037,NH,0.206445562,0.006947687,0
2038,NH,0.206445562,0.006947687,0
2039,NH,0.206445562,0.006947687,0
2040,NH,0.206445562,0.006947687,0
2041,NH,0.206445562,0.006947687,0
2042,NH,0.206445562,0.006947687,0
2043,NH,0.206445562,0.006947687,0
2044,NH,0.206445562,0.006947687,0
2045,NH,0.206445562,0.006947687,0
2046,NH,0.206445562,0.006947687,0
2047,NH,0.206445562,0.006947687,0
2048,NH,0.206445562,0.006947687,0
2049,NH,0.206445562,0.006947687,0
2050,NH,0.206445562,0.006947687,0
2010,NJ,0.0822,0,0
2011,NJ,0.0922,0,0
2012,NJ,0.1028,0,0
2013,NJ,0.1232,0,0
2014,NJ,0.1353,0,0
2015,NJ,0.149912455,0,0
2016,NJ,0.160985405,0,0
2017,NJ,0.160934434,0.030203522,0
2018,NJ,0.171260805,0.030404137,0
2019,NJ,0.208891753,0.042824054,0
2020,NJ,0.275273753,0.047494415,0
2021,NJ,0.279564069,0.049953245,0
2022,NJ,0.279436637,0.050007946,0
2023,NJ,0.279435768,0.050229252,0
2024,NJ,0.277980218,0.047961376,0
2025,NJ,0.413602501,0.046933617,0
2026,NJ,0.410761291,0.044010138,0
2027,NJ,0.40845882,0.042456293,0
2028,NJ,0.402848545,0.036533791,0
2029,NJ,0.39560389,0.030341286,0
2030,NJ,0.535148904,0.022363179,0
2031,NJ,0.528642907,0.015819494,0
2032,NJ,0.526883759,0.014715626,0
2033,NJ,0.523995434,0.010753638,0
2034,NJ,0.513214028,0,0
2035,NJ,0.512498007,0,0
2036,NJ,0.511883775,0,0
2037,NJ,0.512312745,0,0
2038,NJ,0.511862922,0,0
2039,NJ,0.511822512,0,0
2040,NJ,0.511993967,0,0
2041,NJ,0.511993967,0,0
2042,NJ,0.511993967,0,0
2043,NJ,0.511993967,0,0
2044,NJ,0.511993967,0,0
2045,NJ,0.511993967,0,0
2046,NJ,0.511993967,0,0
2047,NJ,0.511993967,0,0
2048,NJ,0.511993967,0,0
2049,NJ,0.511993967,0,0
2050,NJ,0.511993967,0,0
2010,NM,0.0337,0,0
2011,NM,0.0675,0,0
2012,NM,0.0686,0,0
2013,NM,0.0686,0,0
2014,NM,0.0686,0,0
2015,NM,0.11421354,0.020657697,0.030986546
2016,NM,0.11358417,0.020543864,0.030815795
2017,NM,0.117457562,0.020525262,0.030787892
2018,NM,0.119576313,0.020525262,0.030787892
2019,NM,0.121695063,0,0
2020,NM,0.158022583,0,0
2021,NM,0.158022583,0,0
2022,NM,0.158022583,0,0
2023,NM,0.158022583,0,0
2024,NM,0.158022583,0,0
2025,NM,0.358420178,0,0
2026,NM,0.358420178,0,0
2027,NM,0.358420178,0,0
2028,NM,0.358420178,0,0
2029,NM,0.358420178,0,0
2030,NM,0.448025223,0,0
2031,NM,0.448025223,0,0
2032,NM,0.448025223,0,0
2033,NM,0.448025223,0,0
2034,NM,0.448025223,0,0
2035,NM,0.448025223,0,0
2036,NM,0.448025223,0,0
2037,NM,0.448025223,0,0
2038,NM,0.448025223,0,0
2039,NM,0.448025223,0,0
2040,NM,0.653277838,0,0
2041,NM,0.653277838,0,0
2042,NM,0.653277838,0,0
2043,NM,0.653277838,0,0
2044,NM,0.653277838,0,0
2045,NM,0.653277838,0,0
2046,NM,0.653277838,0,0
2047,NM,0.653277838,0,0
2048,NM,0.653277838,0,0
2049,NM,0.653277838,0,0
2050,NM,0.653277838,0,0
2016,NS,0.25,0,0
2017,NS,0.25,0,0
2018,NS,0.25,0,0
2019,NS,0.25,0,0
2020,NS,0.4,0,0
2021,NS,0.4,0,0
2022,NS,0.4,0,0
2023,NS,0.4,0,0
2024,NS,0.4,0,0
2025,NS,0.4,0,0
2026,NS,0.4,0,0
2027,NS,0.4,0,0
2028,NS,0.4,0,0
2029,NS,0.4,0,0
2030,NS,0.4,0,0
2031,NS,0.4,0,0
2032,NS,0.4,0,0
2033,NS,0.4,0,0
2034,NS,0.4,0,0
2035,NS,0.4,0,0
2036,NS,0.4,0,0
2037,NS,0.4,0,0
2038,NS,0.4,0,0
2039,NS,0.4,0,0
2040,NS,0.4,0,0
2041,NS,0.4,0,0
2042,NS,0.4,0,0
2043,NS,0.4,0,0
2044,NS,0.4,0,0
2045,NS,0.4,0,0
2046,NS,0.4,0,0
2047,NS,0.4,0,0
2048,NS,0.4,0,0
2049,NS,0.4,0,0
2050,NS,0.4,0,0
2010,NV,0.073,0,0
2011,NV,0.0899,0,0
2012,NV,0.0889,0,0
2013,NV,0.1058,0,0
2014,NV,0.1049,0,0
2015,NV,0.132742063,0.003769386,0
2016,NV,0.132112494,0.004503025,0
2017,NV,0.131143212,0,0
2018,NV,0.131307907,0,0
2019,NV,0.131415066,0,0
2020,NV,0.166282381,0,0
2021,NV,0.182826864,0,0
2022,NV,0.223884889,0,0
2023,NV,0.224034474,0,0
2024,NV,0.26510801,0,0
2025,NV,0.296165518,0,0
2026,NV,0.296288866,0,0
2027,NV,0.369173506,0,0
