sc_point_gid,class,capacity,capital_adder_per_mw,cf
61970,10,75.01,3171794.72,0.5017
61971,10,525.95,165450.0,0.5023
61972,10,530.84,183016.21,0.5046
61973,10,530.84,179981.25,0.5055
61974,10,530.84,137900.54,0.5057
61975,10,530.84,74389.28,0.5052
61976,10,530.84,64569.25,0.5033
61977,10,451.04,49048.45,0.5003
61978,10,211.18,1056134.42,0.4969
61979,9,19.34,3102281.4,0.4943
62400,8,31.75,4927826.51,0.42
62401,8,279.06,1189386.92,0.4169
62402,8,172.5,2356635.56,0.4137
62403,8,345.71,597484.83,0.4093
62404,8,23.1,3539200.76,0.4054
62636,8,180.73,1547140.32,0.3827
62637,8,408.53,145798.9,0.3938
62638,8,530.78,-1254.0,0.4077
62639,8,530.84,27398.36,0.4232
62640,9,530.84,43356.64,0.4352
62641,9,530.84,44081.02,0.4451
62642,9,530.84,38165.87,0.4522
62643,9,530.84,30874.72,0.4569
62644,9,472.91,107902.94,0.4599
62645,9,69.34,3190667.02,0.4616
62655,10,476.15,220227.63,0.4959
62656,10,530.84,155594.23,0.5005
62657,10,530.84,174780.72,0.5034
62658,10,530.84,116340.29,0.5053
62659,10,530.84,74551.4,0.5059
62660,10,530.84,73406.79,0.5048
62661,10,530.84,-34374.17,0.5022
62662,10,530.84,-4378.91,0.4988
62663,9,493.29,42171.97,0.4949
62664,9,266.81,177903.51,0.4913
62665,9,50.25,2781197.8,0.4881
63084,8,269.92,1364798.21,0.4203
63085,8,433.51,821807.69,0.4173
63086,8,370.59,575619.6,0.4138
63087,8,125.0,3038594.79,0.41
63318,8,249.54,238993.04,0.3696
63319,8,494.07,16913.41,0.3816
63320,8,530.84,-50077.11,0.396
63321,8,530.84,-27762.82,0.4095
63322,8,530.84,-6272.95,0.4214
63323,9,530.84,29196.23,0.4318
63324,9,530.84,40510.34,0.4401
63325,9,530.84,30135.61,0.4471
63326,9,530.84,19455.06,0.4522
63327,9,420.78,169974.37,0.455
63328,9,36.77,3049891.65,0.4575
63338,9,78.86,3036202.17,0.4842
63339,9,526.82,39153.6,0.4905
63340,10,530.84,47800.19,0.4969
63341,10,530.84,143813.67,0.5012
63342,10,530.84,91148.2,0.504
63343,10,530.84,102331.87,0.5052
63344,10,530.84,92117.79,0.5044
63345,10,530.84,9977.7,0.5025
63346,10,530.84,28981.06,0.4997
63347,10,530.84,-224117.26,0.4963
63348,9,530.84,-126391.03,0.4923
63349,9,520.21,11534.25,0.488
63350,9,319.53,176315.43,0.4849
63351,9,93.77,2982208.16,0.4811
63767,8,16.14,4971942.44,0.4231
63768,8,431.79,1140405.07,0.4214
63769,8,430.11,717226.48,0.418
63770,8,332.72,466694.11,0.4146
64001,8,279.71,153316.39,0.3645
64002,8,350.63,84067.13,0.3795
64003,8,379.79,84411.94,0.397
64004,8,517.04,-25309.69,0.4101
64005,8,530.84,-36270.78,0.4204
64006,8,530.84,3833.92,0.4289
64007,9,530.84,37221.34,0.4352
64008,9,530.84,43847.05,0.4402
64009,9,530.84,38035.25,0.4451
64010,9,406.13,189806.26,0.4492
64011,9,30.16,3091524.14,0.452
64021,9,122.25,2495050.35,0.4645
64022,9,451.11,53108.23,0.4772
64023,9,530.84,-196127.68,0.487
64024,9,530.84,-38582.83,0.4945
64025,10,530.84,81836.09,0.4994
64026,10,530.84,53597.44,0.5025
64027,10,530.84,93599.34,0.5037
64028,10,530.84,61463.92,0.5033
64029,10,530.84,46064.78,0.5016
64030,10,530.84,29969.62,0.4985
64031,9,530.84,6736.78,0.4949
64032,9,530.84,-88344.33,0.4913
64033,9,530.84,-9596.95,0.4877
64034,9,530.84,-36723.06,0.4843
64035,9,525.27,-30134.45,0.4795
64036,9,284.8,211956.63,0.4721
64161,10,29.29,3492311.63,0.5241
64452,8,497.37,680295.74,0.4228
64453,8,530.84,161360.98,0.4191
64454,8,164.62,2050567.74,0.4162
64684,7,106.01,2768641.98,0.3534
64688,8,83.75,2973925.9,0.4186
64689,8,484.32,68883.73,0.4258
64690,9,530.84,15114.68,0.4307
64691,9,530.84,39168.06,0.4335
64692,9,529.45,39546.9,0.4356
64693,9,248.99,357203.61,0.4403
64705,9,191.65,1246654.21,0.4608
64706,9,441.97,50648.66,0.4729
64707,9,530.84,-86425.6,0.4841
64708,9,530.84,-53016.08,0.4928
64709,10,530.84,8060.08,0.4977
64710,10,530.84,35258.03,0.5006
64711,10,530.84,111465.65,0.5018
64712,10,530.84,55969.54,0.5012
64713,10,530.84,52780.58,0.4992
64714,10,530.84,31365.32,0.4959
64715,9,522.77,41047.94,0.4912
64716,9,411.12,119945.56,0.488
64717,9,373.41,185301.76,0.4848
64718,9,363.37,199583.35,0.4819
64719,9,138.25,2296158.36,0.4796
64845,10,262.89,609919.29,0.5256
65135,8,79.74,4663648.34,0.4265
65136,8,530.61,332564.58,0.4248
65137,8,506.64,169360.02,0.4211
65138,8,18.66,3229438.09,0.4174
65373,8,256.45,289411.65,0.4253
65374,8,453.05,144840.66,0.4269
65375,8,348.14,260819.14,0.4284
65376,8,196.99,1316089.37,0.4294
65391,9,288.94,199138.07,0.4824
65392,9,530.84,-63241.95,0.4892
65393,9,530.84,-20819.13,0.495
65394,10,530.84,29899.43,0.4977
65395,10,530.84,103066.39,0.4985
65396,10,530.84,30743.55,0.4976
65397,10,400.5,68547.76,0.4959
65398,9,124.55,2696356.01,0.4934
65399,9,29.39,3151148.31,0.4891
65527,10,48.11,3505683.65,0.5186
65528,10,376.94,536976.51,0.5233
65529,10,293.64,563882.23,0.5277
65819,8,250.19,1351021.63,0.4289
65820,8,530.84,189539.22,0.4264
65821,8,354.36,334525.39,0.4236
66076,9,411.48,105659.32,0.4842
66077,9,517.75,-9368.08,0.4892
66078,9,488.46,101474.1,0.4923
66079,9,336.34,308455.99,0.4937
66080,9,256.22,144393.57,0.493
66210,10,82.72,3425996.18,0.5151
66211,10,466.24,401902.75,0.5196
66212,10,530.84,311361.91,0.5253
66213,10,318.85,496068.57,0.5296
66502,9,149.4,4270736.48,0.4328
66503,9,481.5,1159070.9,0.431
66504,8,530.84,257503.5,0.4283
66505,8,291.5,464260.11,0.426
66760,9,19.6,2996970.28,0.4804
66894,10,134.56,2752720.63,0.5167
66895,10,526.89,301355.65,0.5224
66896,10,530.84,306689.24,0.5276
66897,10,365.08,500268.57,0.5312
67186,9,198.16,3225612.27,0.4356
67187,9,480.3,1313093.58,0.4338
67188,9,241.8,937772.87,0.4304
67189,8,20.51,3540462.06,0.428
67579,10,422.14,461074.4,0.5251
67580,10,530.84,308121.63,0.5288
67581,10,351.25,545030.07,0.532
67871,9,69.92,4811028.4,0.4347
68263,10,456.32,437456.5,0.5271
68264,10,530.84,322556.15,0.5298
68265,10,412.58,488625.75,0.5326
68946,10,227.06,1053785.25,0.5255
68947,10,530.84,315537.81,0.5278
68948,10,530.84,331553.11,0.5303
68949,10,396.71,508939.15,0.5325
69627,10,29.32,3417393.3,0.5137
69628,10,170.94,2084179.47,0.5197
69629,10,127.85,2904709.06,0.5236
69630,10,530.58,286977.83,0.5258
69631,10,530.84,326813.46,0.5287
69632,10,530.84,332395.76,0.5309
69633,10,460.73,445472.11,0.5324
70311,10,103.49,3368707.38,0.5187
70312,10,439.51,394198.95,0.5206
70313,10,201.27,1520421.46,0.5251
70314,10,530.84,287296.42,0.5271
70315,10,530.84,346468.05,0.5295
70316,10,530.84,326564.21,0.5311
70317,10,482.99,416046.61,0.5325
70605,9,58.74,4799596.42,0.4596
70606,9,171.98,2500319.74,0.4564
70995,10,417.31,382372.12,0.5192
70996,10,388.18,437285.32,0.5216
70997,10,266.75,556567.68,0.526
70998,10,530.84,290636.79,0.5279
70999,10,530.84,343007.57,0.5296
71000,10,530.84,343963.97,0.5311
71001,10,498.6,412687.35,0.5328
71289,9,232.86,1700555.35,0.469
71290,9,109.77,3504189.01,0.4647
71675,10,136.34,2562858.89,0.5034
71676,10,198.48,1412392.25,0.5082
71677,10,135.4,2636321.81,0.5116
71678,10,241.9,639117.23,0.5171
71679,10,530.84,214795.45,0.5194
71680,10,317.88,489856.44,0.5219
71681,10,337.22,485509.5,0.5258
71682,10,530.84,293457.1,0.5277
71683,10,530.84,323610.13,0.5293
71684,10,530.84,327199.76,0.5307
71685,10,507.55,388741.66,0.5323
71686,10,18.92,3544780.15,0.5327
71973,9,27.38,3833053.39,0.4828
72356,9,15.42,3293114.9,0.486
72357,9,46.56,3305139.68,0.4899
72358,10,237.75,720032.64,0.4996
72359,10,529.42,166717.83,0.5035
72360,10,444.27,270467.14,0.5081
72361,10,91.66,3231787.03,0.5134
72362,10,508.91,212720.82,0.5167
72363,10,530.84,220148.51,0.5197
72364,10,247.86,595707.06,0.5221
72365,10,407.07,419685.13,0.5255
72366,10,530.84,273968.62,0.5273
72367,10,530.84,281008.13,0.5287
72368,10,530.84,291887.87,0.5299
72369,10,526.37,282493.72,0.5314
72656,9,106.17,4551939.44,0.494
72657,9,73.97,4041328.67,0.4886
72946,9,47.92,2762253.8,0.4837
72947,9,48.31,2876179.71,0.4871
72948,9,16.98,2899129.65,0.4884
73040,9,354.72,388679.62,0.4849
73041,9,480.43,276675.92,0.4928
73042,10,172.89,1961804.0,0.4992
73043,10,494.36,265936.82,0.5046
73044,10,125.58,2843407.85,0.5074
73045,10,390.19,326587.51,0.5131
73046,10,530.84,177820.97,0.5163
73047,10,530.84,225299.86,0.5194
73048,10,212.8,1267051.8,0.5214
73049,10,471.26,357313.38,0.5245
73050,10,530.84,246169.15,0.5263
73051,10,530.84,239782.89,0.5278
73052,10,530.84,252443.0,0.5294
73053,10,526.34,260464.21,0.5307
73054,10,60.17,3422763.16,0.5312
73340,10,72.67,4806770.05,0.5058
73632,9,32.21,2895122.03,0.489
73633,9,25.79,2865886.07,0.4896
73722,9,267.82,448739.87,0.4652
73723,9,343.34,388687.51,0.4765
73724,9,420.1,335982.98,0.4873
73725,9,530.84,184626.44,0.4945
73726,10,386.31,371106.37,0.5003
73727,10,69.98,3323569.89,0.5053
73728,10,211.09,1233166.75,0.51
73729,10,530.84,188377.16,0.5128
73730,10,530.84,202399.41,0.516
73731,10,530.84,212893.43,0.5191
73732,10,478.35,346197.09,0.5216
73733,10,528.44,256921.52,0.5235
73734,10,530.84,252844.11,0.5254
73735,10,530.1,238733.62,0.5267
73736,10,530.84,242128.17,0.5285
73737,10,530.84,241007.59,0.53
73738,10,55.05,3439173.9,0.5309
74024,10,129.05,4096615.73,0.5228
74317,9,15.0,2861179.36,0.4918
74406,9,490.7,257819.82,0.4681
74407,9,530.84,146360.86,0.4792
74408,9,530.84,156674.91,0.4887
74409,10,530.84,158908.18,0.4959
74410,10,530.84,185877.13,0.5014
74411,10,165.14,2146168.28,0.5046
74412,10,475.89,283338.22,0.5099
74413,10,530.84,193411.88,0.5133
74414,10,530.84,211656.79,0.5162
74415,10,530.84,222707.25,0.519
74416,10,530.84,226713.19,0.5214
74417,10,530.84,234853.07,0.5232
74418,10,530.84,216755.59,0.5248
74419,10,530.84,226989.78,0.526
74420,10,530.84,220008.97,0.5275
74421,10,530.84,264071.07,0.529
74422,10,284.34,572720.17,0.5305
74708,10,57.19,4767908.14,0.5295
74975,9,84.89,2954024.63,0.4837
75001,9,18.69,2816409.86,0.4917
75089,9,193.88,1478635.59,0.4613
75090,9,207.04,1291139.62,0.4737
75091,9,530.84,149089.74,0.4819
75092,9,530.84,13756.11,0.4905
75093,10,530.84,94686.83,0.4973
75094,10,530.84,200752.61,0.5023
75095,10,232.24,864325.46,0.5058
75096,10,457.13,264375.32,0.5107
75097,10,530.84,140083.54,0.5139
75098,10,530.84,203853.93,0.5163
75099,10,530.84,220039.57,0.5187
75100,10,530.84,210728.49,0.5207
75101,10,530.84,208348.95,0.5225
75102,10,530.58,237646.72,0.5241
75103,10,530.84,229471.91,0.5255
75104,10,530.84,252106.94,0.5267
75105,10,530.84,257384.17,0.5284
75106,10,530.74,259694.97,0.5301
75107,10,257.35,565208.44,0.5317
75392,10,106.53,4244943.25,0.5469
75658,9,163.85,1809610.51,0.4842
75659,9,264.06,225709.49,0.4841
75686,9,29.19,2811822.55,0.491
75773,9,219.25,762047.65,0.4664
75774,9,399.39,295065.12,0.475
75775,9,528.8,172901.86,0.4847
75776,9,530.84,104450.8,0.4919
75777,10,530.84,142616.29,0.4983
75778,10,530.84,184431.27,0.5033
75779,10,300.09,455646.02,0.5066
75780,10,378.43,368086.97,0.5115
75781,10,530.84,99778.13,0.5138
75782,10,496.63,201365.1,0.5163
75783,10,530.84,236763.56,0.5183
75784,10,530.84,209467.98,0.5201
75785,10,530.84,224168.12,0.5217
75786,10,530.36,243168.01,0.5229
75787,10,530.84,227143.37,0.5246
75788,10,502.65,315519.08,0.5262
75789,10,357.34,458027.28,0.528
75790,10,340.39,486191.24,0.5297
75791,10,354.07,492563.34,0.5317
75792,10,232.83,966530.4,0.5332
76076,10,53.07,4365920.65,0.5511
76342,9,206.26,1047741.24,0.4846
76370,9,23.85,2821375.24,0.4903
76457,9,92.6,3109259.55,0.4717
76458,9,325.07,377289.53,0.4777
76459,9,528.06,222233.43,0.4859
76460,9,530.84,155579.93,0.4929
76461,10,530.84,151703.14,0.4988
76462,10,530.84,156363.49,0.5036
76463,10,493.13,223059.42,0.5073
76464,10,508.65,214859.35,0.5107
76465,10,485.64,283902.13,0.5136
76466,10,91.37,3229926.26,0.5155
76467,10,456.58,346972.46,0.5178
76468,10,530.84,214394.33,0.5196
76469,10,530.84,223979.88,0.5211
76470,10,530.84,240400.73,0.5223
76471,10,447.51,364987.64,0.5239
76472,10,427.23,389641.07,0.526
76473,10,514.93,306012.73,0.528
76474,10,530.84,296760.33,0.5298
76475,10,530.84,286375.43,0.5316
76476,10,530.84,338545.86,0.5331
76477,10,318.82,687283.08,0.5344
76758,10,112.27,5094994.83,0.5516
76759,10,376.23,1301205.81,0.5539
76760,10,16.52,4275766.18,0.5546
77025,9,67.49,2983404.95,0.4844
77026,9,210.92,958489.8,0.4848
77054,9,47.08,2495242.86,0.4893
77141,9,104.39,3149193.65,0.4734
77142,9,140.88,2372295.56,0.4778
77143,9,146.42,2561550.08,0.4883
77144,9,413.88,390473.37,0.494
77145,10,480.75,277921.19,0.4993
77146,10,527.96,174250.42,0.5038
77147,10,530.84,108039.46,0.5071
77148,10,486.13,208470.83,0.51
77149,10,91.76,3320711.9,0.5124
77151,10,299.8,458647.43,0.5175
77152,10,530.84,218893.97,0.5187
77153,10,530.84,250135.05,0.5206
77154,10,452.76,377821.82,0.5222
77155,10,437.24,375449.06,0.524
77156,10,530.84,212464.41,0.5258
77157,10,530.84,249640.4,0.5278
77158,10,530.84,274600.12,0.5299
77159,10,530.84,288921.85,0.5314
77160,10,530.84,363049.8,0.533
77161,10,530.84,423335.08,0.5344
77162,10,383.62,614937.3,0.5354
77163,10,39.5,3651234.85,0.5365
77442,10,285.99,1760408.22,0.5533
77443,10,510.66,1098025.3,0.5537
77709,9,254.96,284610.5,0.4848
77710,9,134.95,2214875.89,0.4847
77739,4,40.18,2170525.33,0.4869
77825,9,341.24,-26629.87,0.4773
77826,9,343.7,315780.51,0.4842
77827,9,197.22,1504433.92,0.4898
77829,10,37.81,3527932.22,0.5012
77830,10,105.2,3368495.16,0.5039
77831,10,255.54,541818.0,0.5079
77832,10,168.16,2089295.02,0.509
77835,10,149.85,2447061.55,0.5172
77836,10,527.89,226167.78,0.5182
77837,10,527.37,249227.13,0.5201
77838,10,433.97,403685.41,0.522
77839,10,530.84,243507.44,0.5239
77840,10,530.84,222666.83,0.5257
77841,10,530.84,227911.53,0.5275
77842,10,530.84,237957.28,0.5298
77843,10,530.84,281493.55,0.5315
77844,10,530.84,332757.23,0.5331
77845,10,530.84,368865.57,0.5345
77846,10,530.84,346840.48,0.5357
77847,10,427.13,434227.6,0.5371
77848,10,52.46,3303226.44,0.5381
78125,10,71.7,5369212.96,0.5542
78126,10,441.68,1525171.48,0.5536
78127,10,505.25,1022566.51,0.5503
78393,9,433.77,130736.86,0.4842
78394,9,235.94,449407.76,0.4838
78423,9,36.09,2471645.36,0.4839
78509,9,116.35,2693995.15,0.4808
78510,9,433.29,214002.46,0.4867
78511,9,429.85,300648.92,0.4918
78512,10,123.54,2956510.23,0.4953
78513,10,141.17,2696137.76,0.5008
78514,10,489.37,391683.2,0.5042
78515,10,102.81,3444854.5,0.5068
78516,10,308.12,521851.51,0.5099
78517,10,159.08,2323074.94,0.5126
78518,10,109.93,3267192.31,0.5151
78519,10,99.01,3451951.49,0.5167
78520,10,519.79,263366.5,0.5179
78521,10,530.84,224483.58,0.5198
78522,10,530.84,234943.73,0.5216
78523,10,530.84,253395.17,0.524
78524,10,530.84,241215.47,0.526
78525,10,530.84,230987.44,0.5281
78526,10,530.03,279616.47,0.53
78527,10,530.84,306890.76,0.5318
78528,10,530.84,278007.86,0.5331
78529,10,530.84,278031.73,0.5344
78530,10,530.84,203007.24,0.5356
78531,10,530.84,-166931.89,0.537
78532,5,479.26,804042.86,0.5386
78533,5,103.52,2933273.5,0.5395
78809,10,267.56,1513959.97,0.5543
78810,10,408.66,1314889.0,0.5526
78811,10,310.75,1193124.1,0.5445
79076,9,114.31,2816596.22,0.484
79077,9,525.72,-92146.06,0.4841
79078,9,88.29,2868269.15,0.4837
79103,9,56.8,2397545.92,0.4687
79104,9,86.28,2426531.39,0.4714
79105,4,104.2,2101477.68,0.4768
79106,9,271.71,-175683.29,0.4791
79107,9,340.04,-25896.83,0.4797
79194,9,363.3,257330.41,0.4898
79195,9,530.84,106755.66,0.4934
79196,10,530.84,193771.61,0.4967
79197,10,491.86,366855.5,0.5001
79198,10,432.6,428730.64,0.5039
79199,10,391.36,476619.76,0.5072
79200,10,439.44,415750.44,0.5105
79201,10,530.84,255291.02,0.5128
79202,10,530.84,247723.75,0.5149
79203,10,530.84,247128.24,0.5166
79204,10,530.84,232167.69,0.5182
79205,10,530.84,223184.58,0.5202
79206,10,530.84,205328.66,0.522
79207,10,530.84,239233.95,0.5244
79208,10,530.84,238948.13,0.5266
79209,10,530.84,246414.16,0.5285
79210,10,530.84,297807.76,0.53
79211,10,530.84,281712.77,0.5318
79212,10,530.84,248990.03,0.5334
79213,10,530.84,85620.19,0.5345
79214,5,530.84,714167.38,0.5357
79215,5,530.84,643214.5,0.5371
79216,5,530.84,720043.39,0.539
79217,5,504.11,848113.84,0.5397
79218,5,167.51,2106874.16,0.5403
79493,10,146.87,3886274.07,0.554
79494,10,528.22,1052926.45,0.5501
79495,10,530.49,877179.67,0.5401
79496,10,73.58,4253766.55,0.5305
79760,9,354.55,254944.73,0.484
79761,9,427.58,86970.5,0.4846
79787,9,165.18,1498762.54,0.467
79788,9,520.18,-373093.08,0.4707
79789,4,530.84,585320.28,0.4739
79790,4,530.84,474433.83,0.4752
79791,9,530.55,-234727.52,0.4753
79792,9,48.7,2696532.46,0.4744
79830,9,18.73,2895932.65,0.4379
79831,9,22.23,2847656.15,0.4376
79878,9,101.38,3085449.69,0.492
79879,9,528.41,84296.48,0.4945
79880,10,530.84,168088.38,0.4971
79881,10,530.84,277889.68,0.4998
79882,10,530.84,269521.53,0.5031
79883,10,530.84,263036.72,0.5068
79884,10,530.84,255918.87,0.5102
79885,10,530.84,259886.32,0.5128
79886,10,530.84,239836.97,0.5152
79887,10,530.84,221419.6,0.517
79888,10,530.84,222535.18,0.5192
79889,10,530.84,232120.92,0.5212
79890,10,530.84,203828.14,0.5229
79891,10,530.84,218134.09,0.5251
79892,10,530.16,237064.99,0.5271
79893,10,411.16,437451.81,0.5288
79894,10,530.84,274586.84,0.5304
79895,10,530.84,242559.89,0.5319
79896,10,530.84,6342.43,0.5333
79897,5,530.84,607864.31,0.5348
79898,5,530.84,595005.73,0.5359
79899,5,530.84,604953.73,0.5375
79900,5,530.84,725429.87,0.5388
79901,5,530.84,759176.1,0.5391
79902,5,525.27,892159.0,0.54
79903,10,265.87,379468.5,0.5403
80177,10,335.28,1435679.03,0.5522
80178,10,499.54,1219590.41,0.5461
80179,10,441.26,1103541.57,0.5366
80443,9,92.37,3078729.06,0.4825
80444,9,529.84,48840.81,0.4838
80445,9,458.78,69620.28,0.4844
80471,9,74.62,2632300.15,0.4645
80472,9,291.76,-142871.52,0.4685
80473,4,422.11,664036.92,0.4705
80474,4,530.68,427974.82,0.4701
80475,9,530.84,-416029.08,0.4705
80476,9,211.35,745506.93,0.4702
80509,9,43.55,2904778.59,0.4367
80510,9,146.03,2076836.22,0.4391
80511,9,133.42,2308241.46,0.4407
80512,9,168.71,1684206.38,0.441
80513,9,318.56,179851.88,0.4399
80514,9,46.82,2948456.59,0.4389
80563,9,357.7,257521.42,0.4945
80564,10,508.87,233018.55,0.4966
80565,10,530.84,242701.74,0.4991
80566,10,481.14,362616.55,0.5022
80567,10,530.84,253525.08,0.5058
80568,10,530.84,230860.99,0.5095
80569,10,530.84,223131.46,0.5128
80570,10,530.84,202009.46,0.5156
80571,10,530.84,173064.58,0.5177
80572,10,530.84,182219.95,0.5199
80573,10,530.84,200279.51,0.5217
80574,10,530.84,212187.44,0.5235
80575,10,530.84,209948.01,0.5253
80576,10,420.13,385491.55,0.5268
80577,10,491.99,370281.61,0.5289
80578,10,530.84,252820.06,0.5304
80579,10,530.84,122171.8,0.5319
80580,5,530.84,622612.57,0.5334
80581,5,530.84,455517.01,0.5348
80582,5,530.84,471609.99,0.5361
80583,5,530.84,640199.93,0.5372
80584,5,530.84,675394.01,0.5381
80585,5,530.84,753282.47,0.5388
80586,5,530.84,819946.25,0.5397
80587,5,530.84,934126.59,0.5404
80588,10,336.57,362051.65,0.541
80861,10,437.92,1315174.14,0.5487
80862,10,530.84,1091094.48,0.5418
80863,10,334.66,1248635.66,0.5317
81127,9,247.99,379142.38,0.4827
81128,9,530.84,38267.75,0.4842
81129,9,528.99,-47161.41,0.4842
81158,4,116.06,2174573.72,0.4667
81159,9,448.29,-383007.05,0.4654
81160,9,370.59,-54109.84,0.4652
81190,8,20.54,2994893.15,0.4292
81191,9,116.15,2699702.35,0.4312
81192,9,200.1,1144400.8,0.4334
81193,9,306.93,179077.86,0.4353
81194,9,358.12,138625.6,0.4371
